model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-3.5-turbo-0125	KEGG_2021_Human	Allograft rejection	Allograft rejection	Antigen processing and presentation, Regulation of cytokine production, Inflammatory response, Apoptotic signaling pathway	0.0	0.0	0.3131214722356861	llm2geneset	1083	1001
gpt-3.5-turbo-0125	KEGG_2021_Human	Alzheimer disease	Alzheimer disease	Wnt signaling pathway, Mitochondrial electron transport chain, Apoptosis, Autophagy, Innate immune response	0.0	0.0	0.33799823901216997	llm2geneset	2480	1379
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	Glycolysis, Glycosaminoglycan biosynthesis	0.0	0.0	0.5089652979275474	llm2geneset	1102	1202
gpt-3.5-turbo-0125	KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis, aminoacyl-tRNA ligase activity, tRNA aminoacylation for protein translation	1.0	1.0	0.9999585256598368	llm2geneset	2788	3249
gpt-3.5-turbo-0125	KEGG_2021_Human	Amoebiasis	Amoebiasis	Extracellular matrix organization, Cytokine-cytokine receptor interaction, TGF-beta signaling pathway, NF-kappa B signaling pathway	0.0	0.0	0.19203604241043182	llm2geneset	1337	3499
gpt-3.5-turbo-0125	KEGG_2021_Human	Amphetamine addiction	Amphetamine addiction	Long-term potentiation, Dopaminergic synapse, cAMP signaling pathway	0.0	0.0	0.3292315619881385	llm2geneset	1215	1840
gpt-3.5-turbo-0125	KEGG_2021_Human	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Nuclear pore complex, Apoptosis, Autophagy	0.0	0.0	0.35245461375033277	llm2geneset	2412	1051
gpt-3.5-turbo-0125	KEGG_2021_Human	Antigen processing and presentation	Antigen processing and presentation	Antigen processing and presentation, Cellular response to heat, Chaperone-mediated protein folding, Endoplasmic reticulum lumen	1.0	1.0	0.9999990665918211	llm2geneset	1261	861
gpt-3.5-turbo-0125	KEGG_2021_Human	Apelin signaling pathway	Apelin signaling pathway	signal transduction, protein phosphorylation	0.3333333333333333	0.0	0.3683311576656638	llm2geneset	1485	603
gpt-3.5-turbo-0125	KEGG_2021_Human	Apoptosis	Apoptosis	Apoptosis, MAPK signaling pathway, NF-kappa B signaling pathway	1.0	0.0	1.000000093914824	llm2geneset	1449	1273
gpt-3.5-turbo-0125	KEGG_2021_Human	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic acid metabolism, Eicosanoid signaling pathway, Drug metabolism - cytochrome P450, Linoleic acid metabolism, Glutathione metabolism	1.0	1.0	0.9999988653927526	llm2geneset	1389	1117
gpt-3.5-turbo-0125	KEGG_2021_Human	Arginine and proline metabolism	Arginine and proline metabolism	Proline metabolic process, Proline catabolic process, Spermidine biosynthetic process, Proline-containing compound metabolic process, Spermine biosynthetic process, Arginine and proline metabolism, Nitric oxide production, Polyamine catabolic process, Proline biosynthetic process, Urea cycle (arginine biosynthesis), Urea cycle	1.0	1.0	0.9999990963031895	llm2geneset	3278	2760
gpt-3.5-turbo-0125	KEGG_2021_Human	Arginine biosynthesis	Arginine biosynthesis	Citrulline biosynthesis, Urea cycle, Glutamate metabolism, Alanine metabolism, Arginine and proline metabolism, Nitric oxide signaling pathway	0.5	0.0	0.7671654092977966	llm2geneset	1135	839
gpt-3.5-turbo-0125	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	Integrin cell surface interactions, ECM-receptor interaction, Adherens junction, Cardiac muscle cell action potential, Muscle contraction	0.0	0.0	0.35653558484334275	llm2geneset	1240	1064
gpt-3.5-turbo-0125	KEGG_2021_Human	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	None found.	0.0	0.0	0.14933185417443345	llm2geneset	1435	738
gpt-3.5-turbo-0125	KEGG_2021_Human	Asthma	Asthma	Antigen processing and presentation, Asthma, Fc epsilon RI signaling pathway, Th2 cell differentiation	1.0	0.0	0.9999988893897946	llm2geneset	1058	878
gpt-3.5-turbo-0125	KEGG_2021_Human	Autoimmune thyroid disease	Autoimmune thyroid disease	Antigen processing and presentation, Thyroid hormone synthesis	0.3333333333333333	0.0	0.5061831039258227	llm2geneset	1304	3233
gpt-3.5-turbo-0125	KEGG_2021_Human	Autophagy	Autophagy	Regulation of macroautophagy, Regulation of autophagy, Autophagy, Regulation of mTOR signaling, Regulation of TOR signaling, Negative regulation of autophagy, Positive regulation of TORC1 signaling, Protein kinase B signaling, Regulation of protein phosphorylation, Positive regulation of protein phosphorylation, Regulation of RAS protein signal transduction, Positive regulation of protein dephosphorylation, Regulation of intracellular protein transport, Positive regulation of cell growth, Regulation of cellular protein metabolic process, Regulation of cell growth, Positive regulation of cell growth, Regulation of growth, Positive regulation of RAS protein signal transduction, Endocytosis	1.0	0.0	0.9999990051761574	llm2geneset	9485	10066
gpt-3.5-turbo-0125	KEGG_2021_Human	Axon guidance	Axon guidance	Axon guidance, Axon guidance involved in axonogenesis, Semaphorin signaling in neurons, Semaphorin binding, Semaphorin receptor complex, Semaphorin receptor complex assembly, Semaphorin receptor activity involved in neuron axon guidance, Semaphorin receptor activity involved in axon guidance, Semaphorin interactions, Semaphorin receptor activity, Positive regulation of semaphorin receptor complex assembly, Ephrin signaling, Positive regulation of semaphorin receptor complex assembly involved in axon guidance, Semaphorin receptor activity involved in axonognesis, Positive regulation of semaphorin receptor complex disassembly involved in axon guidance, Regulation of dendrite morphogenesis, Dendritic spine morphogenesis, Regulation of actin cytoskeleton, Semaphorin-plexin signaling, Semaphorin receptor activity involved in axonogenesis, Semaphorin-plexin signaling pathway, Regulation of dendritic spine morphogenesis, Ephrin B reverse signaling, Positive regulation of dendritic spine morphogenesis by small GTPase mediated signal transduction, Semaphorin-plexin complex, Spinal cord association neuron axon guidance, Corticothalamic axon guidance, Positive regulation of semaphorin receptor complex assembly involved in neuron axon guidance, Axon guidance involved in nucleus tractus solitarii cell migration along the vagus nerve, Regulation of Rho protein signal transduction by PAKs, Semaphorin receptor activity involved in axon guidance signaling pathway, Semaphorin receptor complex assembly involved in axon guidance, Positive regulation of Rho protein signal transduction by PAKs, Regulation of semaphorin receptor complex disassembly involved in axon guidance, Regulation of RhoA activity involved in axon guidance, Positive regulation of Rho protein signal transduction, Semaphorin receptor activity involved in axon guidance again?video, Regulation of RhoA activity involved in neuron axon guidance, Cytoskeleton organization, Positive regulation of dendritic spine morphogenesis by small GTPase mediated signal transduction, Regulation of lamellipodium assembly, Regulation of semaphorin receptor complex disassembly involved in neuron axon guidance, Small GTPase mediated signal transduction, Intracellular signaling by small GTPases, Regulation of actin filament length, Semaphorin receptor complex assembly involved in axon guidance involved in axonogenesis, Positive regulation of dendritic spine development by small GTPase mediated signal transduction, Semaphorin receptor activity involved in axon guidance involved in axonogenesis, Positive regulation of actin nucleation, Regulation of actin polymerization or depolymerization, Positive regulation of dendrite morphogenesis by small GTPase mediated signal transduction, Regulation of Rac protein signal transduction, Semaphorin receptor binding, Regulation of small GTPase mediated signal transduction, Semaphorin receptor complex disassembly, Regulation of actin filament capping, Ras signaling pathway, Actin filament organization, Regulation of Rho protein signal transduction by small GTPase, Regulation of Rac protein signal transduction by small GTPase, Rho GTPase cycle, Positive regulation of Rac protein signal transduction by small GTPase	1.0	1.0	0.9999979433480486	llm2geneset	15160	19254
gpt-3.5-turbo-0125	KEGG_2021_Human	B cell receptor signaling pathway	B cell receptor signaling pathway	B cell receptor signaling pathway, Fc gamma R-mediated phagocytosis, MAPK signaling pathway, NF-kappa B signaling pathway	1.0	1.0	0.9999990518051586	llm2geneset	1248	1852
gpt-3.5-turbo-0125	KEGG_2021_Human	Bacterial invasion of epithelial cells	Bacterial invasion of epithelial cells	Regulation of actin cytoskeleton, Focal adhesion, Endocytosis, Cell adhesion molecules (CAMs)	0.2	0.0	0.33319067756693516	llm2geneset	1236	2493
gpt-3.5-turbo-0125	KEGG_2021_Human	Basal cell carcinoma	Basal cell carcinoma	Wnt signaling pathway, Hedgehog signaling pathway, Apoptosis	0.0	0.0	0.2732713688970939	llm2geneset	1135	1141
gpt-3.5-turbo-0125	KEGG_2021_Human	Basal transcription factors	Basal transcription factors	TBP-containing basal transcription factor complex, RNA polymerase II transcription factor complex, GTF2F-containing transcription regulator complex	1.0	1.0	0.7768127175526222	llm2geneset	1109	968
gpt-3.5-turbo-0125	KEGG_2021_Human	Base excision repair	Base excision repair	Base excision repair, Single-strand break repair, DNA replication	1.0	1.0	0.999998791270683	llm2geneset	1017	819
gpt-3.5-turbo-0125	KEGG_2021_Human	Bile secretion	Bile secretion	bile acid transport, drug transmembrane transport, water transmembrane transport, ATPase activity	0.5	0.0	0.6130594918649926	llm2geneset	1356	1287
gpt-3.5-turbo-0125	KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	Biosynthesis of unsaturated fatty acids	Fatty acid elongation, Fatty acid elongase activity, Fatty acid desaturase activity, Very-long-chain fatty acid metabolic process, Fatty acid biosynthetic process, Acyl-CoA oxidase activity	0.4	0.25	0.6559556581617552	llm2geneset	2550	2936
gpt-3.5-turbo-0125	KEGG_2021_Human	Bladder cancer	Bladder cancer	EGFR signaling pathway, Cell cycle, MAPK signaling pathway	0.0	0.0	0.24582963674235497	llm2geneset	1063	1515
gpt-3.5-turbo-0125	KEGG_2021_Human	Breast cancer	Breast cancer	WNT signaling pathway, Notch signaling pathway, Cell cycle, Apoptosis	0.0	0.0	0.37393347119954495	llm2geneset	1470	1531
gpt-3.5-turbo-0125	KEGG_2021_Human	Butanoate metabolism	Butanoate metabolism	Ketogenesis, Fatty acid beta-oxidation, Acetyl-CoA metabolic process	0.5	0.0	0.529648991479835	llm2geneset	1029	1396
gpt-3.5-turbo-0125	KEGG_2021_Human	C-type lectin receptor signaling pathway	C-type lectin receptor signaling pathway	NF-kappaB signaling pathway, MAPK signaling pathway, Cytokine-cytokine receptor interaction, Toll-like receptor signaling pathway	0.5	0.4	0.6702703252658362	llm2geneset	1329	1726
gpt-3.5-turbo-0125	KEGG_2021_Human	Caffeine metabolism	Caffeine metabolism	arylamine N-acetyltransferase activity, caffeine metabolic process	1.0	1.0	0.8852766163189887	llm2geneset	963	643
gpt-3.5-turbo-0125	KEGG_2021_Human	Calcium signaling pathway	Calcium signaling pathway	Calcium signaling pathway, Positive regulation of cytosolic calcium ion concentration, Release of sequestered calcium ion into cytosol, Positive regulation of fibroblast proliferation, Regulation of relaxation of cardiac muscle, Phospholipase C-activating G protein-coupled receptor signaling pathway, G protein-coupled receptor activity, Regulation of catecholamine secretion, Regulation of nitric-oxide synthase activity, Activation of phospholipase C activity, Adenylate cyclase-activating dopamine receptor signaling pathway, Regulation of calcium ion import across plasma membrane, Regulation of store-operated calcium channel activity, Regulation of smooth muscle contraction, Positive regulation of vasoconstriction, Positive regulation of nitric oxide biosynthetic process, Regulation of cAMP metabolic process, Calcium ion import into cytosol, Regulation of nitric-oxide synthase activity, Muscle contraction, Regulation of NMDA receptor activity, Learning or memory, Cellular response to trophic stimulus, Positive regulation of cAMP-mediated signaling, Positive regulation of NFAT protein import into nucleus, Cellular response to dopamine, Regulation of adenylate cyclase activity, Regulation of store-operated calcium entry, Regulation of store-operated calcium entry, Regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion, ATP hydrolysis coupled cation transmembrane transport, Regulation of protein kinase A signaling, G protein-coupled receptor signaling pathway	1.0	1.0	0.9999991297809934	llm2geneset	11095	14337
gpt-3.5-turbo-0125	KEGG_2021_Human	Carbohydrate digestion and absorption	Carbohydrate digestion and absorption	Carbohydrate digestion and absorption, Insulin signaling pathway, Glycolysis/gluconeogenesis, Regulation of insulin secretion, Glucose transport	1.0	1.0	0.999998926553011	llm2geneset	1139	1144
gpt-3.5-turbo-0125	KEGG_2021_Human	Cardiac muscle contraction	Cardiac muscle contraction	Muscle filament sliding, Oxidative phosphorylation, Cardiac muscle contraction, Calcium signaling pathway, ATPase activity	1.0	1.0	0.9999989772386033	llm2geneset	1483	6488
gpt-3.5-turbo-0125	KEGG_2021_Human	Cell adhesion molecules	Cell adhesion molecules	Tight junction pathway, Cell adhesion molecules (CAMs) pathway, Leukocyte transendothelial migration pathway, T cell receptor signaling pathway	1.0	1.0	0.7497386496071079	llm2geneset	1536	2153
gpt-3.5-turbo-0125	KEGG_2021_Human	Cell cycle	Cell cycle	Cell division, Cell cycle, Regulation of cell cycle, DNA replication, Cellular response to DNA damage stimulus	1.0	1.0	0.9999987544327906	llm2geneset	1384	2152
gpt-3.5-turbo-0125	KEGG_2021_Human	Cellular senescence	Cellular senescence	PI3K-Akt signaling pathway, Cell cycle, TGF-beta signaling pathway, MAPK signaling pathway	0.0	0.0	0.4344621304080737	llm2geneset	1544	1512
gpt-3.5-turbo-0125	KEGG_2021_Human	Central carbon metabolism in cancer	Central carbon metabolism in cancer	PI3K-Akt signaling pathway, EGFR signaling pathway, Cellular response to hypoxia, Cellular response to growth factor stimulus, Glycolysis	0.0	0.0	0.4201727784662155	llm2geneset	1194	1381
gpt-3.5-turbo-0125	KEGG_2021_Human	Chagas disease	Chagas disease	PI3K-Akt signaling pathway, TGF-beta signaling pathway, MAPK signaling pathway, Apoptosis, NF-kappa B signaling pathway	0.0	0.0	0.29161001154702315	llm2geneset	1318	731
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemical carcinogenesis	Chemical carcinogenesis	Cellular response to epidermal growth factor stimulus, Positive regulation of CREB transcription factor activity, Drug metabolism - cytochrome P450, Positive regulation of cell proliferation, Cytochrome P450 pathway, Positive regulation of adenylate cyclase activity, Positive regulation of protein serine/threonine kinase activity, Epidermal growth factor receptor signaling pathway, Positive regulation of ERK1 and ERK2 cascade, Cellular response to cAMP, Response to drug, Hormone metabolic process, Notch signaling pathway, Regulation of cell cycle phase transition, Negative regulation of apoptotic process	0.0	0.0	0.3516914411289772	llm2geneset	4247	3821
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemokine signaling pathway	Chemokine signaling pathway	Chemokine signaling pathway, Ras signaling pathway, PI3K-Akt signaling pathway, FoxO signaling pathway, NF-kappa B signaling pathway, MAPK signaling pathway	1.0	1.0	0.9999990782446931	llm2geneset	1774	1387
gpt-3.5-turbo-0125	KEGG_2021_Human	Cholesterol metabolism	Cholesterol metabolism	Lipoprotein metabolism, Cholesterol homeostasis, Atherosclerosis, Lysosome	0.5	0.0	0.7749440593283801	llm2geneset	1091	2515
gpt-3.5-turbo-0125	KEGG_2021_Human	Choline metabolism in cancer	Choline metabolism in cancer	Cellular response to growth factor stimulus, Ras signaling pathway, PI3K-Akt signaling pathway, EGFR signaling pathway, MAPK signaling pathway	0.0	0.0	0.32035213470694196	llm2geneset	1353	934
gpt-3.5-turbo-0125	KEGG_2021_Human	Cholinergic synapse	Cholinergic synapse	G-protein coupled acetylcholine receptor signaling pathway, response to acetylcholine, G-protein coupled acetylcholine receptor signaling pathway, adenylate cyclase-modulating G-protein coupled receptor signaling pathway, G-protein coupled acetylcholine receptor signaling pathway, G-protein coupled acetylcholine receptor signaling pathway, adenylate cyclase-modulating G-protein coupled receptor signaling pathway, response to acetylcholine, adenylate cyclase-modulating G-protein coupled receptor signaling pathway, response to acetylcholine, cAMP biosynthetic process, response to acetylcholine, regulation of G-protein coupled receptor protein signaling pathway, adenylate cyclase-modulating G-protein coupled receptor signaling pathway, response to acetylcholine, G-protein coupled receptor signaling pathway, G-protein coupled acetylcholine receptor signaling pathway, response to acetylcholine, cAMP biosynthetic process, G-protein coupled acetylcholine receptor signaling pathway, acetylcholine receptor signaling pathway, regulation of synaptic transmission, cholinergic, regulation of synaptic transmission, cholinergic, regulation of G-protein coupled receptor protein signaling pathway, regulation of synaptic transmission, cholinergic, positive regulation of cAMP signaling pathway, positive regulation of cyclic nucleotide biosynthetic process, regulation of synaptic transmission, cholinergic, positive regulation of G-protein coupled receptor protein signaling pathway, regulation of synaptic transmission, cholinergic, regulation of protein kinase activity, regulation of protein kinase activity, G-protein coupled acetylcholine receptor signaling pathway, regulation of G-protein coupled receptor protein signaling pathway, potassium channel activity, cAMP biosynthetic process, G-protein coupled receptor signaling pathway, cAMP biosynthetic process, positive regulation of potassium ion transport, positive regulation of cAMP biosynthetic process, response to acetylcholine, G-protein coupled receptor signaling pathway, ion channel activity, positive regulation of cyclic nucleotide biosynthetic process, regulation of cyclic nucleotide biosynthetic process, regulation of potassium ion transmembrane transport, potassium ion transmembrane transport, positive regulation of ion channel activity, positive regulation of synaptic transmission, cholinergic, regulation of voltage-gated potassium channel activity, regulation of synaptic transmission, cholinergic, regulation of potassium ion transmembrane transport, regulation of G-protein coupled receptor protein signaling pathway, regulation of G-protein coupled receptor protein signaling pathway, regulation of cyclic nucleotide biosynthetic process, regulation of cyclic nucleotide biosynthetic process, ion channel activity, positive regulation of ion channel activity, positive regulation of cAMP biosynthetic process, cAMP biosynthetic process, potassium channel activity, potassium ion transmembrane transport, positive regulation of potassium ion transmembrane transport, cAMP biosynthetic process, cAMP biosynthetic process, regulation of cyclic nucleotide biosynthetic process, cAMP biosynthetic process, regulation of protein kinase activity, ion channel activity, positive regulation of synaptic transmission, cholinergic, regulation of voltage-gated potassium channel activity, positive regulation of synaptic transmission, cholinergic, positive regulation of potassium ion transmembrane transport, positive regulation of ion channel activity, regulation of potassium ion transmembrane transport, positive regulation of synaptic transmission, cholinergic, positive regulation of synaptic transmission, cholinergic, positive regulation of potassium ion transmembrane transport, regulation of ion channel activity, G-protein gated potassium channel activity, positive regulation of potassium ion transport, regulation of synaptic transmission, cholinergic, regulation of potassium ion transmembrane transport, regulation of protein kinase activity, positive regulation of ion channel activity, positive regulation of synaptic transmission, cholinergic, positive regulation of cation channel activity, potassium channel activity, regulation of G-protein coupled receptor protein signaling pathway, regulation of protein kinase activity, regulation of ion channel activity, positive regulation of potassium ion transmembrane transport, positive regulation of potassium ion transport, regulation of potassium ion transmembrane transport, regulation of potassium ion transmembrane transport, regulation of voltage-gated potassium channel activity, regulation of G-protein coupled receptor protein signaling pathway, regulation of G-protein coupled receptor signaling pathway, positive regulation of ion channel activity, regulation of potassium ion transmembrane transport, positive regulation of synaptic transmission, cholinergic, regulation of voltage-gated potassium channel activity, positive regulation of synaptic transmission, cholinergic, G-protein gated potassium channel activity, positive regulation of ion channel activity, G-protein coupled receptor signaling pathway, positive regulation of potassium ion transmembrane transport, regulation of potassium ion transmembrane transport, regulation of ion channel activity, positive regulation of potassium ion transmembrane transport, potassium ion transmembrane transport, positive regulation of potassium ion transmembrane transport, G-protein coupled receptor signaling pathway, positive regulation of potassium ion transmembrane transport, regulation of protein kinase activity, positive regulation of synaptic transmission, cholinergic, positive regulation of potassium ion transmembrane transport, ionotropic glutamate receptor signaling pathway, regulation of protein kinase activity, positive regulation of synaptic transmission, cholinergic, positive regulation of potassium ion transport, positive regulation of potassium ion transmembrane transport, positive regulation of cAMP biosynthetic process, positive regulation of potassium ion transport, positive regulation of potassium ion transmembrane transport, regulation of G-protein coupled receptor protein signaling pathway	0.5	0.0	0.6606530712132119	llm2geneset	35021	57511
gpt-3.5-turbo-0125	KEGG_2021_Human	Chronic myeloid leukemia	Chronic myeloid leukemia	Regulation of cell proliferation, Regulation of cell growth, Negative regulation of cell proliferation, MAPK signaling pathway, Positive regulation of cell proliferation, PI3K-Akt signaling pathway, Ras signaling pathway, TGF-beta signaling pathway, Cell cycle, p53 signaling pathway, NF-kappa B signaling pathway, Positive regulation of apoptotic process, Apoptosis, Regulation of cell death, Regulation of actin cytoskeleton	0.0	0.0	0.30541204434082164	llm2geneset	3000	3455
gpt-3.5-turbo-0125	KEGG_2021_Human	Circadian entrainment	Circadian entrainment	Melatonin signaling pathway, Adenylate cyclase activity, Calcium/calmodulin-dependent protein kinase activity, Nitric oxide stimulates guanylate cyclase pathway	0.0	0.0	0.40570312963276506	llm2geneset	1334	978
gpt-3.5-turbo-0125	KEGG_2021_Human	Circadian rhythm	Circadian rhythm	Regulation of circadian rhythm, Ubiquitin-mediated proteolysis	1.0	1.0	0.6059683863423317	llm2geneset	1070	761
gpt-3.5-turbo-0125	KEGG_2021_Human	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	tricarboxylic acid cycle, citrate cycle, pyruvate dehydrogenase complex, succinate dehydrogenase complex, oxoglutarate dehydrogenase complex, pyruvate metabolism, oxidative phosphorylation, alpha-ketoglutarate dehydrogenase complex, gluconeogenesis, isocitrate dehydrogenase activity, aconitate hydratase activity, lipoamide dehydrogenase activity, malate-aspartate shuttle	0.5	0.3333333333333333	0.8531973208782575	llm2geneset	2847	2162
gpt-3.5-turbo-0125	KEGG_2021_Human	Cocaine addiction	Cocaine addiction	NMDA receptor activity, Regulation of cAMP-mediated signaling, Dopamine receptor signaling pathway	0.0	0.0	0.2606837637831573	llm2geneset	1139	1017
gpt-3.5-turbo-0125	KEGG_2021_Human	Collecting duct acid secretion	Collecting duct acid secretion	V-ATPase complex, Vacuolar acidification, Proton transport, Renal tubular acidosis	0.0	0.0	0.5493097002765809	llm2geneset	1109	1052
gpt-3.5-turbo-0125	KEGG_2021_Human	Colorectal cancer	Colorectal cancer	PI3K-Akt signaling pathway, TGF-beta signaling pathway, MAPK signaling pathway, Apoptosis, Cell cycle	0.0	0.0	0.32348458536954827	llm2geneset	1236	880
gpt-3.5-turbo-0125	KEGG_2021_Human	Complement and coagulation cascades	Complement and coagulation cascades	Complement activation, Regulation of blood coagulation, Blood coagulation, Platelet degranulation	0.25	0.0	0.7220092550422298	llm2geneset	1189	1446
gpt-3.5-turbo-0125	KEGG_2021_Human	Coronavirus disease	Coronavirus disease	Ribosomal subunit, Innate immune response, Regulation of cytokine production	0.0	0.0	0.20479025309848248	llm2geneset	1764	1459
gpt-3.5-turbo-0125	KEGG_2021_Human	Cortisol synthesis and secretion	Cortisol synthesis and secretion	Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Positive regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Cyclic AMP biosynthetic process, Adenylate cyclase-activating G protein-coupled receptor signaling pathway, Regulation of cAMP biosynthetic process, Regulation of cAMP metabolic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Regulation of cAMP biosynthetic process, Positive regulation of steroid biosynthetic process, Positive regulation of steroid biosynthetic process, Positive regulation of cAMP biosynthetic process, Intracellular calcium signaling, Steroid biosynthetic process, Positive regulation of voltage-gated calcium channel activity, Inositol trisphosphate receptor activity, Inositol trisphosphate receptor activity, Inositol trisphosphate receptor activity, Positive regulation of cAMP biosynthetic process, Regulation of ion transmembrane transport, Steroid biosynthesis, Regulation of adrenal gland development	0.0	0.0	0.573194894817759	llm2geneset	10633	21228
gpt-3.5-turbo-0125	KEGG_2021_Human	Cushing syndrome	Cushing syndrome	Wnt signaling pathway, Steroid hormone biosynthesis, Cell cycle, Renin-angiotensin system, Cellular response to corticotropin-releasing hormone stimulus	0.0	0.0	0.3705145588836592	llm2geneset	1560	1436
gpt-3.5-turbo-0125	KEGG_2021_Human	Cysteine and methionine metabolism	Cysteine and methionine metabolism	One-carbon metabolism, Transsulfuration pathway, DNA methylation, Glutathione metabolism	0.25	0.0	0.6188070097127534	llm2geneset	1087	958
gpt-3.5-turbo-0125	KEGG_2021_Human	Cytokine-cytokine receptor interaction	Cytokine-cytokine receptor interaction	Cytokine-cytokine receptor interaction, Chemokine signaling pathway, Regulation of immune response, Type I interferon signaling pathway, Regulation of inflammatory response, Bone morphogenetic protein signaling pathway, Interleukin-1 signaling pathway, Regulation of cell death	1.0	1.0	0.9998126405483088	llm2geneset	3108	5001
gpt-3.5-turbo-0125	KEGG_2021_Human	Cytosolic DNA-sensing pathway	Cytosolic DNA-sensing pathway	RNA Polymerase III transcription, Interferon signaling, NF-KB signaling pathway, Inflammatory response	0.25	0.0	0.5215018369610442	llm2geneset	1174	1160
