model	library	gt_name	gsai_name	gsai_ROUGE1	gsai_ROUGE2	gsai_ROUGEL	gsai_csim
gpt-3.5-turbo-0125	KEGG_2021_Human	Growth hormone synthesis, secretion and action	Cellular signaling and regulation	0.16666666666666666	0.0	0.2	0.30789912322656304
gpt-3.5-turbo-0125	KEGG_2021_Human	HIF-1 signaling pathway	Cellular Signaling and Metabolic Regulation	0.25	0.0	0.22222222222222224	0.5073613637624068
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway	Hedgehog signaling pathway regulation	1.0	1.0	0.8571428571428571	0.8639518938339863
gpt-3.5-turbo-0125	KEGG_2021_Human	Hematopoietic cell lineage	Immune cell signaling and regulation	0.3333333333333333	0.0	0.25	0.41679005199209207
gpt-3.5-turbo-0125	KEGG_2021_Human	Hepatitis B	Cell Signaling Network Modulation	0.0	0.0	0.0	0.14775493463678246
gpt-3.5-turbo-0125	KEGG_2021_Human	Hepatitis C	Immune Response Signaling Cascade	0.0	0.0	0.0	0.22141977045253022
gpt-3.5-turbo-0125	KEGG_2021_Human	Hepatocellular carcinoma	Wnt signaling pathway regulation	0.0	0.0	0.0	0.1578055093146642
gpt-3.5-turbo-0125	KEGG_2021_Human	Herpes simplex virus 1 infection	Immune Response Regulation	0.0	0.0	0.0	0.21291715570968334
gpt-3.5-turbo-0125	KEGG_2021_Human	Hippo signaling pathway	Wnt signaling pathway regulation	0.6666666666666666	0.5	0.5714285714285715	0.5297552501866858
gpt-3.5-turbo-0125	KEGG_2021_Human	Histidine metabolism	Histamine metabolism and detoxification	0.5	0.0	0.3333333333333333	0.6258272764459624
gpt-3.5-turbo-0125	KEGG_2021_Human	Homologous recombination	DNA Double-Strand Break Repair	0.0	0.0	0.0	0.5829705750705902
gpt-3.5-turbo-0125	KEGG_2021_Human	Human T-cell leukemia virus 1 infection	Immune response and signal transduction	0.0	0.0	0.0	0.26019338708661666
gpt-3.5-turbo-0125	KEGG_2021_Human	Human cytomegalovirus infection	Immune Response Signaling Cascade	0.0	0.0	0.0	0.29713623619975293
gpt-3.5-turbo-0125	KEGG_2021_Human	Human immunodeficiency virus 1 infection	Immune Signaling Cascade	0.0	0.0	0.0	0.3199600942737171
gpt-3.5-turbo-0125	KEGG_2021_Human	Human papillomavirus infection	Signal Transduction and Cellular Response	0.0	0.0	0.0	0.16840368578997805
gpt-3.5-turbo-0125	KEGG_2021_Human	Huntington disease	Mitochondrial Electron Transport Chain and Oxidative Phosphorylation	0.0	0.0	0.0	0.15992058556317845
gpt-3.5-turbo-0125	KEGG_2021_Human	Hypertrophic cardiomyopathy	Muscle contraction and calcium signaling	0.0	0.0	0.0	0.2676886680355717
gpt-3.5-turbo-0125	KEGG_2021_Human	IL-17 signaling pathway	Inflammatory Signaling Cascade and Cytokine Response	0.25	0.0	0.2	0.5725579959680974
gpt-3.5-turbo-0125	KEGG_2021_Human	Inflammatory bowel disease	Immune response signaling	0.0	0.0	0.0	0.3154235209814824
gpt-3.5-turbo-0125	KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	Intracellular signaling network	0.0	0.0	0.0	0.3374601183675803
gpt-3.5-turbo-0125	KEGG_2021_Human	Influenza A	Antiviral Immune Response Signaling Pathway	0.0	0.0	0.0	0.2934256362986787
gpt-3.5-turbo-0125	KEGG_2021_Human	Inositol phosphate metabolism	Phosphoinositide Signaling Pathway	0.0	0.0	0.0	0.6766307088568277
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin resistance	Glucose Metabolism and Insulin Signaling	0.5	0.0	0.28571428571428575	0.5553510170458231
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin secretion	Glucose homeostasis and cellular signaling	0.0	0.0	0.0	0.4802387243783271
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin signaling pathway	Insulin signaling and glucose metabolism	0.6666666666666666	0.5	0.5	0.7956321908142892
gpt-3.5-turbo-0125	KEGG_2021_Human	Intestinal immune network for IgA production	Immune Response Signaling Cascade	0.16666666666666666	0.0	0.2	0.45526796205047637
gpt-3.5-turbo-0125	KEGG_2021_Human	JAK-STAT signaling pathway	Immune response regulation and cytokine signaling  	0.25	0.0	0.2	0.36434406102095107
gpt-3.5-turbo-0125	KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	Immune response signaling cascade	0.0	0.0	0.0	0.23688624002214032
gpt-3.5-turbo-0125	KEGG_2021_Human	Legionellosis	Inflammatory Response and Immune Regulation	0.0	0.0	0.0	0.21014599995559322
gpt-3.5-turbo-0125	KEGG_2021_Human	Leishmaniasis	Immune response signaling cascade	0.0	0.0	0.0	0.2202550513108658
gpt-3.5-turbo-0125	KEGG_2021_Human	Leukocyte transendothelial migration	Cell-Cell Adhesion and Signaling	0.0	0.0	0.0	0.3779977406845229
gpt-3.5-turbo-0125	KEGG_2021_Human	Linoleic acid metabolism	Arachidonic acid metabolism	0.6666666666666666	0.5	0.6666666666666666	0.6483210874721128
gpt-3.5-turbo-0125	KEGG_2021_Human	Lipid and atherosclerosis	Immune Response Regulation	0.0	0.0	0.0	0.22618565028525442
gpt-3.5-turbo-0125	KEGG_2021_Human	Long-term depression	Intracellular signaling and regulation	0.0	0.0	0.0	0.2184540973338151
gpt-3.5-turbo-0125	KEGG_2021_Human	Long-term potentiation	Calcium signaling pathway regulation	0.0	0.0	0.0	0.2582353293306819
gpt-3.5-turbo-0125	KEGG_2021_Human	Longevity regulating pathway	Cellular Energy Sensing and Control	0.0	0.0	0.0	0.43060076231214495
gpt-3.5-turbo-0125	KEGG_2021_Human	Lysine degradation	Histone modification and chromatin remodeling	0.0	0.0	0.0	0.27052151985102035
gpt-3.5-turbo-0125	KEGG_2021_Human	Lysosome	Lysosomal enzyme trafficking and processing	1.0	0.0	0.33333333333333337	0.510511971424128
gpt-3.5-turbo-0125	KEGG_2021_Human	MAPK signaling pathway	Cellular Signal Transduction	0.3333333333333333	0.0	0.3333333333333333	0.4960090503127394
gpt-3.5-turbo-0125	KEGG_2021_Human	Malaria	Inflammation and Immune Response	0.0	0.0	0.0	0.23518000788043197
gpt-3.5-turbo-0125	KEGG_2021_Human	Mannose type O-glycan biosynthesis	Glycosylation pathway and extracellular matrix modification	0.0	0.0	0.0	0.4977592216768424
gpt-3.5-turbo-0125	KEGG_2021_Human	Maturity onset diabetes of the young	Pancreatic endocrine cell development and function	0.0	0.0	0.0	0.344426352247713
gpt-3.5-turbo-0125	KEGG_2021_Human	Measles	Immune response and signaling cascade	0.0	0.0	0.0	0.1955679858580885
gpt-3.5-turbo-0125	KEGG_2021_Human	Melanogenesis	Wnt signaling pathway regulation	0.0	0.0	0.0	0.2269338288630597
gpt-3.5-turbo-0125	KEGG_2021_Human	Melanoma	Cell Cycle Regulation and Tumor Suppression	0.0	0.0	0.0	0.3158809769351759
gpt-3.5-turbo-0125	KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	Xenobiotic metabolism and detoxification	0.3333333333333333	0.0	0.2	0.6945913717184224
gpt-3.5-turbo-0125	KEGG_2021_Human	MicroRNAs in cancer	Regulation of cell cycle progression and proliferation	0.0	0.0	0.0	0.353513180028426
gpt-3.5-turbo-0125	KEGG_2021_Human	Mineral absorption	Metal ion transport and homeostasis	0.0	0.0	0.0	0.424059196498766
gpt-3.5-turbo-0125	KEGG_2021_Human	Mismatch repair	DNA Replication and Repair	0.5	0.0	0.3333333333333333	0.4825340521675904
gpt-3.5-turbo-0125	KEGG_2021_Human	Mitophagy	Autophagy regulation and cellular stress response  	0.0	0.0	0.0	0.4506317769018707
gpt-3.5-turbo-0125	KEGG_2021_Human	Morphine addiction	GABAergic signaling regulation and cAMP signaling integration	0.0	0.0	0.0	0.1483678555568158
gpt-3.5-turbo-0125	KEGG_2021_Human	Mucin type O-glycan biosynthesis	Protein glycosylation and glycan biosynthesis	0.4	0.25	0.4000000000000001	0.655627059323815
gpt-3.5-turbo-0125	KEGG_2021_Human	N-Glycan biosynthesis	N-linked glycosylation pathway	0.3333333333333333	0.0	0.28571428571428575	0.689040967308826
gpt-3.5-turbo-0125	KEGG_2021_Human	NF-kappa B signaling pathway	Immune response signaling pathway	0.4	0.25	0.4444444444444445	0.6205447905883307
gpt-3.5-turbo-0125	KEGG_2021_Human	NOD-like receptor signaling pathway	Immune response and inflammation	0.0	0.0	0.0	0.38540795514212817
gpt-3.5-turbo-0125	KEGG_2021_Human	Natural killer cell mediated cytotoxicity	Immune response signaling pathway	0.0	0.0	0.0	0.3604946949464988
gpt-3.5-turbo-0125	KEGG_2021_Human	Necroptosis	Regulation of inflammation and cell death	0.0	0.0	0.0	0.48588859029070747
gpt-3.5-turbo-0125	KEGG_2021_Human	Neomycin, kanamycin and gentamicin biosynthesis	Glycolysis regulation and glucose metabolism	0.2	0.0	0.20000000000000004	0.2471166313395825
gpt-3.5-turbo-0125	KEGG_2021_Human	Neuroactive ligand-receptor interaction	G Protein-Coupled Receptor Signaling	0.25	0.0	0.22222222222222224	0.42593509168975413
gpt-3.5-turbo-0125	KEGG_2021_Human	Neurotrophin signaling pathway	Cell Signaling Cascade	0.3333333333333333	0.0	0.3333333333333333	0.4795235963356323
