set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Inflammatory response	0.034482758620689655	0.001007759750075582	0.05	34.217241379310344	0.0288781183348739	0.21769658437058786	TNFAIP3	CRP,IFNG,TNFAIP3,S100A9,IL10,NFKB1,TNF,CXCL10,MCP1,TLR4,STAT3,S100A8,PTGS2,CXCL1,IL1B,CSF2,RELA,IL8,IL6,CCL2	29	20	1	156	262
Monocyte differentiation	0.034482758620689655	0.001007759750075582	0.05	34.217241379310344	0.0288781183348739	0.21769658437058786	FOS	CSF1R,GATA2,FOS,TAL1,KLF4,JUN,NFKB1,IRF8,STAT5B,RUNX1,CD14,STAT5A,TLR4,SPI1,STAT3,CEBPA,MCSF,STAT1,BCL11A,ETS1	29	20	1	154	262
Negative regulation of NF-kappaB transcription factor activity	0.034482758620689655	0.001007759750075582	0.05	34.217241379310344	0.0288781183348739	0.21769658437058786	TNFAIP3	TRAF2,TNFAIP3,NFKBIB,PSMA1,MAP3K14,RELB,TRAF3,REL,NFKBIE,COMMD1,CHUK,NFKBIZ,CARD11,NFKBIA,IKBKB,RELA,BCL3,IKBKG,NFKB2,CYLD	29	20	1	168	266
Regulation of inflammatory response	0.034482758620689655	0.0012093117000906983	0.041666666666666664	28.514367816091955	0.034556319699222744	0.23500957593921407	CXCL8	CXCL8,IFNG,TRAF6,MYD88,NFKB1,IL10,TNF,NFKBIA,SOD2,MAPK1,TLR4,STAT3,SOCS3,MAPK14,PTGS2,IL1B,CSF2,RELA,IL6,TGFB1,CXCR2,IRAK1,CCL2,CYLD	29	24	1	158	313
Glycerolipid metabolism	0.034482758620689655	0.0012596996875944774	0.04	27.373793103448275	0.03597085346008379	0.23500957593921407	GPD1	PLPP2,PPARA,GPAT4,GPAT3,LPIN3,GPD2,AGPAT3,DGAT1,AGPAT5,GPAT2,PPARD,DGAT2,GPD1,GPD1L,LPIN1,PLD1,PPARG,AGPAT1,PLPP1,GPAM,AGPAT2,PLD2,AGPAT4,LPIN2,PLPP3	29	25	1	158	328
Response to interferon-beta	0.034482758620689655	0.0014612516376095938	0.034482758620689655	23.598097502972653	0.04160900419332274	0.23631776715986424	MX1	IFIT1,BST2,IFI44,CXCL9,IFNAR1,IFRB,APOL1,PKR,CXCL10,IFITM1,IFIT3,CXCL11,TYK2,DDX58,MX1,CCL5,ISG15,IFNAR2,UBE2L6,RNASEL,JAK1,STAT1,RSAD2,OAS1,IL6,STAT2,MDA5,IFIH1,IRF9	29	29	1	158	392
Positive regulation of cytokine production	0.034482758620689655	0.001511639625113373	0.03333333333333333	22.811494252873565	0.043013559422673514	0.23631776715986424	CXCL8	CXCL8,IL2,IFNG,FOXP3,IL17A,JAK2,IL18,TRAF6,GATA3,MYD88,IL10,TNF,IL12B,MAPK1,TLR4,NFkB1,MAPK3,STAT3,SOCS3,IL1A,IL4,IL1B,CSF2,RELA,STAT1,IL6,NOD2,TGFB1,CD40,IRAK1	29	30	1	160	266
Neuroinflammation	0.034482758620689655	0.001562027612617152	0.03225806451612903	22.07563959955506	0.04441612710735246	0.23631776715986424	CXCL8	CXCL8,CSF1R,CD86,NLRP3,MIF,CFH,AKT1,STAT6,IL10,TNF,CXCL10,TREM2,HLA-DRB1,CD80,NOS2,PLA2G7,APOE,TLR4,NFkB1,STAT3,CX3CR1,MAPK8,PTGS2,IL1B,HLA-DQA1,TGFBR2,IL6,CD40,C3,CCL2,IRF5	29	31	1	156	407
CCL chemokine signaling pathway	0.034482758620689655	0.001612415600120931	0.03125	21.385775862068964	0.045816709959565514	0.23631776715986424	CCL3	CCL17,CCR3,CCL19,CCR9,CCR4,CCL27,CCR1,CCR10,CCL15,CCR6,CCL7,CCL25,CCR7,CCL18,CCL24,CCR2,CCR5,CCL8,CCL3,CCL22,CCL21,CCL23,CCL5,CCL11,CCL4,CCL28,CCL1,CCR8,CCL13,CCL26,CCL20,CCL2	29	32	1	162	412
Positive regulation of transcription, DNA-templated	0.034482758620689655	0.0018139675501360475	0.027777777777777776	19.009578544061302	0.05139924716322454	0.2413413794797662	FOS	FOXO3,HIF1A,MAML1,GATA2,SMAD2,FOS,SP1,STAT6,SMAD3,GATA3,REL,GATA6,NFKB1,JUN,STAT5B,SRF,MYC,CREBBP,TP53,STAT5A,STAT3,SMAD7,BCL6,SMAD4,GATA4,NFATC1,SMAD5,EGR1,EP300,RELA,STAT1,BCL3,TBP,GATA1,STAT2,CTNNB1	29	36	1	166	463
TNF signaling pathway	0.034482758620689655	0.0019147435251436057	0.02631578947368421	18.00907441016334	0.05417867702606996	0.2413413794797662	TNFAIP3	TRAF2,TRADD,TNFAIP3,MAPK9,NFKBIB,FAS,TNFRSF1A,TNFRSF1B,RELB,REL,BIRC5,NFKB1,TNF,NFKBIE,CASP8,FASLG,CASP3,CHUK,CASP9,NFKBIA,CFLAR,RIPK1,MAPK8,MAPK14,XIAP,IKBKB,BIRC2,CASP10,RELA,CASP7,MAP3K7,MAP2K4,MAP2K6,BIRC3,IKBKG,TRAF5,FADD,CYLD	29	38	1	156	502
Gene expression regulation	0.034482758620689655	0.0019147435251436057	0.02631578947368421	18.00907441016334	0.05417867702606996	0.2413413794797662	FOS	FOXO3,E2F1,HIF1A,IKZF1,ETV4,FOS,SP1,HDAC2,NFYB,SMAD3,GATA3,TFAP2A,NFKB1,JUN,HDAC1,ZEB1,RUNX1,XBP1,MYC,AR,PGR,CREBBP,TP53,NR3C1,CTCF,STAT3,PPARG,NFE2L2,ELF1,ESR1,FOXM1,RB1,EGR1,EP300,RELA,YY1,CTNNB1,FOSL1	29	38	1	154	494
Immune system process	0.034482758620689655	0.0024186234001813967	0.020833333333333332	14.257183908045977	0.06795829777708036	0.2895614427023424	CXCL8	TLR8,CXCL8,TLR7,CD86,IFNG,CSF3,IFNAR1,JAK2,ZAP70,TLR5,LYN,TNFRSF1A,HLA-DRA,HLA-B,IL10,TLR6,TNF,CCR7,HLA-DRB1,Syk,CCR5,HLA-A,CD80,FYN,CSF1,TLR4,FCGR1A,STAT3,CXCR4,IFNAR2,BTK,TLR9,IL1B,LCK,CSF2,JAK1,TLR3,STAT1,IL2RG,IL6,CXCR3,STAT2,TLR2,TGFB1,CD40,TLR1,FCER1G,HLA-C	29	48	1	156	623
Regulation of immune response	0.034482758620689655	0.002569787362692734	0.0196078431372549	13.418526031102097	0.07205424726314782	0.2942215096578536	FOS	CD86,IL2,IFNG,FOXP3,IRF3,CXCL9,JAK2,ELK1,FOS,IL15RA,IL7R,RELB,IL10,NFKB1,PDCD1,JUN,TNF,CD40LG,SYK,IL2RB,CXCL10,IRF7,CCR5,CD80,IL7,IL2RA,CXCL11,TYK2,NFKBIA,MAPK1,MAPK3,STAT3,CCL5,BTK,PIK3CA,CTLA4,PIK3CB,IL4,IKBKB,IRF1,IL1B,RELA,JAK1,TGFBR2,IL2RG,IKBKG,IL6,CXCR3,IL15,CD40,CD28	29	51	1	158	654
Calcium ion transport	0.034482758620689655	0.0027713393127078503	0.01818181818181818	12.442633228840126	0.07748848688394028	0.30375486858504586	TRPV2	RYR2,CACNA1E,TRPV1,SLC24A1,CACNG2,ATP2B3,SLC24A3,CACNG8,CACNA1S,ATP2B4,CACNG3,CACNG4,CACNA1F,TRPV5,RYR3,TRPV6,TRPV4,CACNG5,CACNG1,CALM1,ORAI3,ATP2B2,ATP2B1,CALM2,ATP2C2,CACNA1B,CACNA1A,CACNA1H,CACNG6,CACNB1,SPCA2,SLC24A5,STIM1,CACNA1D,SPCA1,ORAI1,ATP2A3,CACNB2,CACNA1C,TRPV3,CACNA1G,CACNG7,TRPV2,CALM3,STIM2,CACNB3,ATP2A2,ATP2C1,RYR1,CACNB4,SLC24A2,ORAI2,ATP2A1,SLC24A4,CACNA1I	29	55	1	156	750
Regulation of gene expression	0.034482758620689655	0.003124055225234304	0.016129032258064516	11.03781979977753	0.08692455618716248	0.32763871178238163	FOS	HIF1A,IKZF1,POU5F1,TSC1,FOXP3,GATA2,KAT2A,FOS,MLL4,HDAC2,STAT6,SMAD3,SETD1B,GATA3,NFKB1,JUN,HDAC1,EED,MLL2,SUZ12,DNMT3A,RUNX1,KDM1A,MLL3,MYC,SETD1A,KDM6A,DNMT3B,TET1,TET2,CREBBP,MLL,RUNX3,TP53,NFKBIA,PAX5,ASH1L,MAX,STAT3,BRCA1,SMAD4,EZH2,IKZF3,RB1,TET3,EP300,BRCA2,SOX2,BMI1,TSC2,NANOG,TCF7L2,GATA1,RUNX2,APC,VHL,DNMT1,CTNNB1,FOXP1,KDM5B,EGFR,KAT5	29	62	1	158	812
Response to interferon-gamma	0.034482758620689655	0.003627935100272095	0.013888888888888888	9.504789272030651	0.10024316199639714	0.36384555094988597	MX1	IFNG,IRF3,IFIT1,CXCL9,JAK2,TAP2,TRIM21,GBP5,FAS,GZMB,STAT6,IFNGR2,HLA-DRA,HLA-B,STAT4,RELB,IFNGR1,ICAM1,NFKB1,REL,TNF,CXCL10,IRF8,PKR,APOL1,HLA-DRB1,GBP4,CASP8,FASLG,ATF3,IRF7,SOCS1,STAT5B,HLA-A,CCL8,IFIT3,PML,CXCL11,CASP1,CCL2,IL18BP,STAT5A,GBP2,TAP1,CIITA,GBP6,MX1,STAT3,CCL5,SOCS3,MX2,IRF2,GBP7,GBP1,IRF1,ICOS,GBP3,CASP10,RELA,JAK1,IFIT2,STAT1,IRF4,RSAD2,B2M,OAS1,NFKB2,STAT2,IFIH1,IRF9,HLA-C,IRF5	29	72	1	160	660
Cytoskeleton organization	0.034482758620689655	0.004081426987806107	0.012345679012345678	8.448701575138356	0.11206937831695066	0.3922428241093273	GSN	MYH14,PPP1R12B,ACTG1,MYH9,RHOC,MAP2,GSN,SPTBN4,WIPF2,MYO2A,ANXA2,VIL1,ARPC2,ANK1,ARPC4,CAP2,SYNE2,CAP1,MAPT,CFL1,DACT2,ROCK2,ZYX,ACTB,MYO5B,MAP6,GELN,ACTA1,MYL12A,LIMK2,MAP1B,DACT1,SLC9A1,DSTN,MAP4,IQGAP3,STMN1,YAP1,MACF1,WASF2,WIPF1,WASF1,JAK2,CFL2,RHOA,VIM,PLEC,MAP7,MYO3B,TUBA1A,FSCN1,ARPC3,SYNE1,BASP1,ROCK1,MYL6,ARPC5,SPTBN2,ARPC1A,MYO1B,SPTBN5,SPTBN1,MYO1D,MAP1A,PPP1R12A,TNS1,MYH10,EZR,WAS,MYO3A,RHOB,LIMK1,DACT3,MAP1S,MYO5A,CTTN,IQGAP1,MYO1E,PQBP1,IQGAP2,MYO1C	29	81	1	158	1070
Protein transport	0.0	0.0018643555376398266	0.0	0.0	1.0	1.0		COPB2,SEC61G,SEC13,RAB2A,RAB5C,COPB1,SEC61B,SEC16A,COPE,RAB1A,SEC23A,SAR1A,RAB5B,RAB8A,SEC24A,COPA,COPG2,RAB8B,RAB6B,ARCN1,SEC23B,SEC61A1,SEC16B,RAB2B,SEC31A,COPZ2,RAB5A,RAB6A,SEC24D,SEC24C,RAB1B,SEC31B,SEC24B,COPZ1,RAB7A,SAR1B,COPG1	29	37	0	152	496
Lipase activity	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		LIPA,LPL,LIPG,LIPF,PNPLA3,PNLIPRP1,LIPH,LIPI,PNPLA2,PNLIPRP3,MGLL,LIPM,CEL,PNLIP,PNLIPRP2,LIPE,LIPK,HSL,LIPC,LIPJ	29	20	0	154	262
Apoptotic signaling pathway	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		MCL1,NOXA,TRADD,FAS,TNF,CASP8,CASP3,BCL2,CYCS,CASP9,PUMA,TP53,BAD,XIAP,BAX,ACTIVATOR,APAF1,FADD,BID,DIABLO	29	20	0	158	253
MAPK cascade	0.0	0.0032752191877456413	0.0	0.0	1.0	1.0		MAP4K2,KSR2,MAP4K4,MAP3K1,MAPK12,MAPKAPK2,RPS6KB1,MAP3K12,MAPK9,DUSP9,RPS6KA4,MKNK2,MAP3K6,MAP3K14,MAP3K4,RPS6KA5,DUSP2,RPS6KC1,MAP3K3,MAPKAPK5,MAP2K5,DUSP1,RPS6KB2,MAP4K5,MAPK13,MAPK1,MAP2K7,MAPK3,MAP2K1,DUSP6,MAPK10,ARAF,MAPK8,MAPK14,DUSP5,MAP2K2,RPS6KL1,MKNK1,MAPKAPK3,RAF1,MAP3K10,MAP3K5,DUSP10,MAP2K4,MAP2K6,MAP3K7,MAP2K3,MAP3K13,MAPKAPK6,KSR1,DUSP8,MAP3K9,RPS6KA1,MAP4K1,BRAF,DUSP4,MAP4K3,DUSP7,MAP3K11,RPS6KA3,DUSP16,MAP3K2,RPS6KA2,MAP3K8,MAPK11	29	65	0	154	898
Regulation of protein phosphorylation	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		PPP2CB,HRAS,PTPRC,PRKCA,CSNK2B,NRAS,LYN,GSK3B,PDPK1,AKT1,CSNK2A2,PRKCZ,PIK3CD,CSK,CSNK2A1,PTEN,SRC,FYN,MAPK1,MAPK3,PIK3CA,PIK3CB,MAPK8,MAPK14,AKT3,LCK,RAF1,PPP2CA,KRAS,MTOR,PPP3CB,GSK3A,INSR,PPP3CA,EGFR,AKT2	29	36	0	158	471
Rac protein signal transduction	0.0	0.0022170714501662803	0.0	0.0	1.0	1.0		VAV1,RAC2,RHOC,DOCK5,PIK3CG,RHOA,DOCK4,PIK3R1,ELMO3,PAK1,ELMO2,PAK5,SOS2,NCK2,DOCK2,PAK6,KIF23,RAC3,PIK3R2,ARHGEF6,CDC42,PAK2,SOS1,RHOB,ELMO1,RAC1,ARHGEF7,TIAM1,DOCK1,IQGAP3,ARHGEF1,PIK3CA,NCK1,PIK3CB,IQGAP1,PAK3,DOCK3,FARP1,FARP2,PIK3R3,IQGAP2,PAK4,VAV2,VAV3	29	44	0	160	415
Golgi apparatus	0.0	0.0043837549128287814	0.0	0.0	1.0	1.0		GOLGA2,COG1,COG2,COPE,TMED9,ARFGEF1,GBF1,VPS51,TRAPPC9,COG8,PI4K2B,TRAPPC1,COG5,COPZ1,GGA1,ARF1,GGA3,VPS53,TRAPPC10,COPB1,SEC23A,SEC24A,TRAPPC2,COPA,COPG2,TMED2,GOLGA8A,GOLGA6A,SEC31A,RAB6A,GOLGA4,SEC24C,TMED7,VPS52,PI4K2A,SEC24B,TRAPPC5,TRAPPC6A,RAB2A,COPB2,TRAPPC11,SEC13,GOLPH3L,TRAPPC4,TRAPPC12,GOLGA1,COG6,BET1,RAB33B,GOLM1,GOLGA6C,GGA2,RAB1A,COG3,GOLGA7B,SEC22A,COG7,TRAPPC8,GOLPH3,RAB6B,GOLGB1,PLOD3,SEC22B,GOLGA7,VPS54,SEC31B,PI4KA,GOLGA5,TRAPPC13,PLOD2,COG4,GORAB,ARF5,GOPC,ARFGEF2,PI4KB,PLOD1,BLZF1,TRAPPC3,GOLGA3,SEC23B,ARF4,TRAPPC6B,TRAPPC14,SEC24D,GOLGA6B,COPG1	29	87	0	154	1181
Inositol phosphate metabolism	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		IMPA3,ITPKB,SYNJ2,PIK3R1,ITPKA,AKT2,PDK1,AKT1,IMPA2,PLCG2,INPP4A,PIK3CD,OCRL,PPIP5K1,INPP5E,PTEN,PLCG1,PIK3CA,PIK3CB,INPP4B,AKT3,IPMK,INO1,MTOR,INPP5D,SYNJ1,PPIP5K2,ITPKC,IMPA1,PIK3CG	29	30	0	158	407
Regulation of mRNA stability	0.0	0.0027713393127078503	0.0	0.0	1.0	1.0		CPEB3,CNOT8,DEADBOX1,ELAVL4,GW182,CNOT6L,CNOT2,HNRNPC,PCBP3,EIF4E,EIF4G3,CCR4,AGO2,AGO3,CPEB1,EIF4G2,CNOT1,CNOT3,IGF2BP3,PCBP4,UPF3,HNRNPA2B1,PUM1,AGO4,IGF2BP1,PUM2,UPF1,CNOT7,CAF1A,STAU2,IGF2BP2,RBPMS,CPEB2,ELAVL3,TTP,AGO1,CNOT4,HNRNPK,QKI,UPF2,DICER1,STAU1,EIF4G1,ELAVL1,HNRNPD,MOV10,ELAVL2,CNOT6,CAF1B,CPEB4,YBX1,PCBP2,HNRNPA1,PCBP1,XRN1	29	55	0	160	516
Fibroblast growth factor receptor signaling pathway	0.0	0.004131814975309886	0.0	0.0	1.0	1.0		YES1,FGF23,TXK,PLCG2,FGF13,PIK3CD,PDGFRA,GRB2,MAPK1,FYN,FGF20,FGF22,TEC,KRAS,FGF9,GAB1,FGR,FGF21,FGF6,FGF10,HRAS,SHC2,NRAS,FGFR1,FER,DOK6,PDPK1,DOK2,BLK,FGF4,SOS1,SRC,SHC1,PIK3CA,RAS,PIK3CB,GRB7,FGF14,RAF1,PDGFRB,FGF18,AKT2,FGFR3,FGF5,ITK,FGF8,LYN,FGFBP3,FGF15,NCK2,FGFR2,FGF16,DOK3,FGF2,PLCG1,FGF12,DOK1,DOK4,FRK,FGF11,DOK5,FGF1,FGFBP2,FGFBP1,CRKL,FGFR4,CBL,AKT1,FGF17,FGF19,PTEN,MAPK3,NCK1,BTK,AKT3,LCK,FGF7,SHC3,FGF3,FRS2,PIK3CG,HCK	29	82	0	164	726
Proteasomal protein catabolic process	0.0	0.002065907487654943	0.0	0.0	1.0	1.0		PSMB2,PSMD3,PSMB5,PSME2,PSMD6,PSMA4,PSMD10,PSMA1,PSMA6,PSME4,PSMD7,PSMB3,PSMB1,PSMD14,PSME1,PSMC4,PSMA5,PSMD8,PSMD4,PSMD9,PSMC1,PSMC6,PSMC5,PSMD1,PSMA2,PSMB9,PSMA3,PSMA7,PSMB7,PSMD5,PSMB10,PSMC2,PSMB4,PSME3,PSMB8,PSMD11,PSMD13,PSMD2,PSMD12,PSMC3,PSMB6	29	41	0	162	539
Inflammasome activation	0.0	0.0007054318250529074	0.0	0.0	1.0	1.0		CASP5,NLRP6,MKL1,NLRP3,CASP4,CARD8,AIM2,PYCARD,IL18,NLRP12,NLRP1,IL1B,NLRC4,CASP1	29	14	0	158	190
Macrophage colony-stimulating factor signaling pathway	0.0	0.0011589237125869192	0.0	0.0	1.0	1.0		HRAS,CSF1R,JAK2,PIK3R1,NRAS,RHOA,AKT1,PTK2,SOS1,GRB2,STAT5A,SRC,CSF1,MAPK1,MAPK3,GAB2,MAP2K1,STAT3,RAC1,PIK3CA,MAP2K2,RAF1,KRAS	29	23	0	168	303
Oxidative stress response	0.0	0.0012093117000906983	0.0	0.0	1.0	1.0		CAT,KEAP1,GSTM2,GSS,GCLM,SRXN1,NOX1,HMOX1,GSR,PRDX2,GPX2,GPX1,SOD2,NFE2L2,PRDX1,NQO1,NRF1,NOX2,TXNRD1,GSTM1,SOD1,TXN,GCLC,NQO2	29	24	0	158	318
Cellular response to stress	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		HIF1A,CAT,PPARGC1A,MT2A,TRIB3,DDIT3,SESN1,HSPA1A,XBP1,HMOX1,ATF4,HSP90AA1,GPX1,NFE2L2,PRDX1,GADD45A,ATF6,EIF2AK3,HSPB1,SOD1	29	20	0	158	276
ATP metabolic process	0.0	0.004686082837851456	0.0	0.0	1.0	1.0		NDUFV3,NDUFS6,ATP4A,ATP2B4,ATP6V1D,ATP1A1,NDUFA4L2,NDUFB8,ATP2C2,ATP6V0B,ATP1B4,ATP6V1G2,ATP1A4,ATP2A2,ATP2C1,NDUFB1,ATP2A1,NDUFV2,NDUFA8,ATP6V0D1,ATP2B3,ATP6V0A3,ATP5MF,NDUFB9,NDUFA2,NDUFS2,ATP6V1E1,NDUFAB1,NDUFB4,ATP5F1D,NDUFC2,ATP6V1F,ATP5MC3,ATP5MG,NDUFA6,ATP6V1A,ATP5PF,ATP6V0A1,ATP6V1C2,NDUFS5,ATP5F1E,ATP6V1B1,ATP5F1B,ATP6V1E2,ATP5PO,ATP5ME,ATP6V1G1,NDUFV1,NDUFB10,ATP6AP1,ATP4B,NDUFC1,NDUFA9,ATP6V0C,NDUFB6,ATP1A2,ATP5F1C,ATP6V1B2,ATP6V1L,ATP6V0D2,NDUFA1,ATP5MC2,ATP6V0A2,ATP1A3,ATP1B2,ATP6V1H,NDUFB2,NDUFS1,ATP5PD,NDUFB5,ATP7A,ATP2B2,ATP2B1,NDUFS3,ATP6V0E2,NDUFA3,ATP7B,NDUFA7,ATP2A3,ATP5PB,NDUFB3,NDUFA5,ATP1B1,ATP1B3,ATP6V0E1,ATP5MC1,ATP6V1C1,NDUFB7,ATP6V1G3,NDUFA4,ATP5F1A,NDUFS7,NDUFS4	29	93	0	154	1343
Cellular protein catabolic process	0.0	0.003174443212738083	0.0	0.0	1.0	1.0		PSMB2,ATG3,PSMD3,PSMB5,USP7,PSMD6,HSPA8,PSMA4,HSPE1,PSMD10,PSMA1,PSMA6,PSMD7,ATG7,USP10,UCHL5,PSMB3,PSMB1,HSPA1A,PSMD14,ATG16L1,UBE2L3,ATG5,PSMC4,CTSD,PSMA5,VCP,CTSL,UBE2G2,ATG12,PSMD8,PSMD4,PSMD9,PSMC1,USP19,ATG16L2,UCHL3,PSMC6,CTSB,PSMC5,PSMD1,HSPA1B,PSMA2,PSMD5,PSMA3,PSMA7,PSMB7,PSMB9,ATG10,USP30,PSMB10,PSMC2,PSMB4,USP14,UCHL1,PSMB8,PSMD11,UBE2N,PSMD13,PSMD2,PSMD12,PSMC3,PSMB6	29	63	0	160	572
Heat shock response	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		HSPD1,HSPA5,HSPA1A,HSF2,HSPB1,DNAJB1,HSF1,HSP90AB1,CRYAB,HSPA8,HSF4,HSPH1,HSPB8,HSP90AA1,HSPA1B	29	15	0	154	210
Cholesterol efflux	0.0	0.0004031039000302328	0.0	0.0	1.0	1.0		APOA1,APOE,SCARB1,PLTP,CETP,ABCA1,ABCG1,LCAT	29	8	0	158	107
Negative regulation of gene expression	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		NCOR1,HDAC2,MECP2,SMARCA2,HDAC1,SUZ12,DNMT3A,SIRT1,DNMT3B,TP53,CTCF,SIN3A,CHD4,EZH2,NCOR2,SMARCA4,RB1,REST,DNMT1,G9A	29	20	0	158	265
