set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Bile acid biosynthesis	0.034482758620689655	0.0006550438375491283	0.07692307692307693	52.64190981432361	0.018863587403418543	0.14776476799344526	HSD3B7	CYP8B1,ABCB11,AMACR,AKR1D1,HSD3B7,SLCO1B1,SLC10A1,HSD17B4,BAAT,CYP7A1,CYP27A1,SLC27A5,CYP7B1	29	13	1	158	194
Chitin metabolic process	0.034482758620689655	0.0006550438375491283	0.07692307692307693	52.64190981432361	0.018863587403418543	0.14776476799344526	CHIT1	NAGLU,CHIT1,CHID1,BRP44L,GNS,CHIA,CHIT3L2,HEXB,HYAL4,LGMN,HEXA,AMDHD1,CHIT3L1	29	13	1	156	176
Negative regulation of apoptotic process	0.034482758620689655	0.0009573717625718028	0.05263157894736842	36.01814882032668	0.027453537700128164	0.16965894521738417	TNFAIP3	BIRC5,PDK1,DIABLO,NAIP,BIRC2,AKT1,BCL2,CASP8,BIRC3,BCL2L1,MCL1,BCL2L11,CFLAR,TNFRSF10B,TP53,BID,PTEN,XIAP,TNFAIP3	29	19	1	160	179
Regulation of immune effector process	0.034482758620689655	0.001007759750075582	0.05	34.217241379310344	0.0288781183348739	0.16965894521738417	TNFAIP3	CSF2,NFKB1,IL6,IRF3,NFKBIA,CYLD,IFNG,CD47,FOXP3,STAT3,CSF1,STAT1,LAG3,IL10,CD274,CTLA4,IRF7,PDCD1,TNFAIP3,SOCS1	29	20	1	162	261
Neutrophil activation	0.034482758620689655	0.001007759750075582	0.05	34.217241379310344	0.0288781183348739	0.16965894521738417	CXCL8	NFKB1,IL1B,TNF,CXCL8,ACTG1,MAPK1,NFKBIA,IRAK1,TLR4,NFATC1,CXCR1,CXCR2,ACTB,IRAK4,NFATC2,CD14,TLR2,REL,MAPK3,MYD88	29	20	1	158	265
Cholesterol biosynthesis	0.034482758620689655	0.001007759750075582	0.05	34.217241379310344	0.0288781183348739	0.16965894521738417	DHCR24	SC5D,HMGCR,MVK,PMVK,DHCR7,LSS,IDI1,FNTA,MVD,FNTB,GGPPS1,EBP,CYP51A1,DHCR24,HMGCS1,FDFT1,SQLE,NSDHL,FDPS,HSD17B7	29	20	1	158	276
Regulation of inflammatory response	0.034482758620689655	0.0012093117000906983	0.041666666666666664	28.514367816091955	0.034556319699222744	0.17227082944796634	CXCL8	CSF2,NFKB1,CCL2,IL1B,IL6,TNF,CXCL8,PTGS2,TRAF6,MAPK1,NFKBIA,IFNG,CYLD,TGFB1,IRAK1,SOD2,MAPK14,TLR4,STAT3,CXCR2,RELA,IL10,SOCS3,MYD88	29	24	1	158	313
Macrophage differentiation	0.034482758620689655	0.0012596996875944774	0.04	27.373793103448275	0.03597085346008379	0.17227082944796634	FOS	C/EBPβ,C/EBPα,KLF4,NR4A1,MafB,CSF1R,IRF8,IFNGR1,SPI1,FOS,BACH2,AP1,PU1,PPARG,PDGFB,STAT3,CSF1,ETS1,NOTCH1,RUNX1,RELA,M-CSF,SOCS3,IKZF1,JUN	29	25	1	156	329
Apoptotic cell clearance	0.034482758620689655	0.0013100876750982565	0.038461538461538464	26.320954907161806	0.03738338606162266	0.17227082944796634	MFGE8	PROS1,CLEC7A,ITGAV,DNASE1L3,C1M2,DAP12,ANXA5,AXL,C3,C1QC,TIMD4,C1QBP,CD36,VSIG4,TYRO3,MERTK,C1QA,TREM2,MFGE8,C1QB,STAB2,ANXA1,CRT,PTX3,GAS6,ITGB5	29	26	1	158	343
Keratinocyte differentiation	0.034482758620689655	0.0013100876750982565	0.038461538461538464	26.320954907161806	0.03738338606162266	0.17227082944796634	FOS	S100A8,FLG,GLI2,PKP1,IHH,KLF4,KRT1,S100A7,PKP3,FOS,TP63,SPRR1A,IVL,DSC1,ZNF750,GATA3,DSP,SPRR1B,KRT10,NOTCH1,LOR,S100A9,PPL,DSG1,JUN,IRF6	29	26	1	156	339
Leukocyte migration	0.034482758620689655	0.0014108636501058147	0.03571428571428571	24.44088669950739	0.04020245870352546	0.17227082944796634	CXCL8	CCL2,CXCL9,PECAM1,PTPRC,CXCL8,S1PR1,CCL19,SELPLG,CCR7,VLA4,S1PR3,CXCL12,ICAM1,ICAM2,LFA1,PSGL1,ITGB2,CCR5,VCAM1,SELE,CXCR3,JAM3,CCL21,CD44,MMP9,CXCL10,CXCR4,CCL5	29	28	1	156	368
Viral process	0.034482758620689655	0.001511639625113373	0.03333333333333333	22.811494252873565	0.043013559422673514	0.17227082944796634	MX1	ADAR,MX1,TLR3,EIF2AK2,OAS1,IRF3,DDX58,IFIH1,NLRP3,NFKBIA,STAT2,RSAD2,TRIM25,RNASEL,PKR,TARBP2,IFNA1,ZBP1,TREX1,IFNB1,IFNL1,PNPT1,DHX58,STAT1,SAMHD1,GBP1,CXCL10,ISG15,BST2,IRF7	29	30	1	154	393
Endothelial cell apoptosis	0.034482758620689655	0.001511639625113373	0.03333333333333333	22.811494252873565	0.043013559422673514	0.17227082944796634	FOS	NFKB1,RB1,TNF,AKT1,CASP9,MAPK1,PIK3CA,NFKBIA,BCL2,CASP8,FOS,MAPK14,MAPK8,VEGFA,TP53,ANGPT2,TNFRSF1A,CASP3,APOE,TNFRSF1B,CDKN1A,FASLG,NOTCH1,TRAIL,PTEN,TRAILR1,TRAILR2,JUN,BAX,FAS	29	30	1	158	396
Cellular response to TNF	0.034482758620689655	0.001562027612617152	0.03225806451612903	22.07563959955506	0.04441612710735246	0.17227082944796634	FOS	MAP2K3,NFKB1,CHUK,TNF,TRAF5,BIRC2,IKBKG,IKBKB,MAP3K1,MAPK1,RIPK1,CYLD,CASP8,TRAF2,MAP3K7,MAPK14,FOS,TRADD,AP1M1,AP1M2,BIRC3,AP1S1,FADD,TNFRSF1A,AP1G1,TNFRSF1B,AP1B1,MAP2K1,RIPK2,RELA,JUN	29	31	1	160	293
Neutrophil chemotaxis	0.034482758620689655	0.001612415600120931	0.03125	21.385775862068964	0.045816709959565514	0.17227082944796634	CXCL8	LGALS3,S100A8,FPR2,CXCL2,CXCL1,CXCL3,CXCL8,AKT1,C5AR2,CCR2,MAPK14,C5AR1,TLR4,RHOG,ITGAM,CXCR1,STAT3,CXCR2,GNAI2,PTAFR,CXCL7,FPR1,RAC1,ITGB2,IL8,CCR5,TLR2,PIK3CD,S100A9,ARAP3,CXCL5,CXCL6	29	32	1	162	423
TRP channel regulation	0.034482758620689655	0.0017635795626322684	0.02857142857142857	19.552709359605913	0.050006576590032305	0.1756136427741578	TRPV2	TRPM4,TRPML1,TRPM6,TRPV6,TRPC1,TRPV5,PIK3CA,CALM1,TRPM1,PIK3CB,TRPA1,PLA2G4C,TRPM3,TRPC5,CAMK2A,PLA2G4A,TRPV4,TRPV3,TRPV2,TRPM2,CALM2,PIK3CG,CALM3,TRPC3,TRPM7,TRPM8,TRPC6,PLA2G4B,TRPML3,TRPC4,TRPV1,PIK3CD,TRPML2,TRPC7,TRPM5	29	35	1	156	475
Signal transduction	0.034482758620689655	0.0018139675501360475	0.027777777777777776	19.009578544061302	0.05139924716322454	0.1756136427741578	FOS	ELK1,PDGFRB,SRC,JAK2,AKT1,BRAF,MAPK1,PIK3CA,PKCβ,GRB2,PKCα,FOS,CREB1,MEK2,KRAS,CAMK2A,PKCδ,NFATC1,GSK3B,MEK1,STAT3,JAK1,PKCε,GNAS,PLCγ1,RPS6KA1,FGFR1,MYC,PTEN,EGFR,MAPK3,JUN,SOS1,STAT5A,SHC1,RAF1	29	36	1	154	468
TNF receptor signaling pathway	0.034482758620689655	0.0018643555376398266	0.02702702702702703	18.495806150978567	0.052789946411607634	0.1756136427741578	TNFAIP3	NFKB1,CHUK,TNF,LTB,TRAF5,BIRC2,IKBKB,IKBKG,MAPK9,RIPK1,CASP10,NFKBIA,CASP8,TRAF2,MAP3K7,MAPK14,TRADD,MAPK8,BIRC3,BTK,CASP7,BID,FADD,TNFRSF1A,CASP3,TAB2,TAB1,TAB3,TNFRSF1B,MAPK10,TANK,RELA,LTBR,XIAP,NFKBIB,TNFAIP3,FAS	29	37	1	158	482
Cell migration	0.034482758620689655	0.0019147435251436057	0.02631578947368421	18.00907441016334	0.05417867702606996	0.1756136427741578	CXCL8	MYH9,CXCL8,AKT1,ARHGEF12,BRAF,PTK2,ACTG1,ITGA2,COL1A1,EPHA2,ARHGAP12,EFNA1,CDC42,TLN1,ROCK1,CXCL12,VEGFA,PXN,FN1,CDH2,PDGFB,MYLK,ACTA1,COL4A1,ROCK2,ACTB,LAMA1,MMP2,CDH1,ITGB1,FGFR1,VIM,RHOC,MMP9,EGFR,RAC1,CXCR4,TGFBI	29	38	1	152	496
Cytoskeleton organization	0.034482758620689655	0.002116295475158722	0.023809523809523808	16.29392446633826	0.05971396683876597	0.1810681575110968	GSN	BIRC5,MYH10,MYH9,WASF1,MAPRE3,ACTG1,MTSS1,PFN2,FSCN1,ARPC1A,RDX,WASF3,VCL,ANK1,ARPC3,DACT3,JUP,PFN1,MAPRE2,MYLK,ACTA1,EZR,ACTB,ARPC2,ANXA2,GSN,ARPC4,DACT1,MYH11,ZW10,CTTN,CAP2,CFL2,VIL1,WAS,DACT2,MAPRE1,CAP1,ARPC5,WASF2,CFL1,DSTN	29	42	1	158	540
TRP channel interaction	0.034482758620689655	0.002116295475158722	0.023809523809523808	16.29392446633826	0.05971396683876597	0.1810681575110968	TRPV2	TRPM4,TRPML1,BDNF,SRC,PDK1,TRPM6,TRPV6,TRPC1,AKT1,TRPV5,CALM1,TRPM1,TRPP3,TRPA1,TRPM3,AKT2,TRPC5,PLCG2,TRPV4,TRPV3,AKT3,TRPV2,TRPM2,TRPP1,CALM2,PIK3R1,PIK3CG,NTF4,PLCG1,TRPC3,CALM3,TRPM7,TRPM8,TRPC6,TRPC2,TRPML3,TRPC4,TRPV1,TRPP2,TRPML2,TRPC7,TRPM5	29	42	1	156	555
Macrophage activation	0.034482758620689655	0.0022170714501662803	0.022727272727272728	15.553291536050157	0.06246986964511854	0.1835052420825357	FOS	CSF2,NFKB1,IL1B,IL6,TNF,LY96,AKT1,MAPK1,PIK3CA,NLRP3,CASP1,IFNG,IL12B,RELB,CCR7,IRF8,FOS,AKT2,CD40,TYROBP,NLRC4,TICAM1,CD80,NFKB2,CD86,CSF1,MIF,IRF5,HMOX1,TREM2,STAT1,PTEN,IL12A,RELA,CSF3,CXCL10,REL,NOS2,STAT6,MAPK3,JUN,MYD88,P38,CCL5	29	44	1	156	564
Positive regulation of transcription, DNA-templated	0.034482758620689655	0.002519399375188955	0.02	13.686896551724137	0.07069086562218277	0.1992088012569381	FOS	ELK1,NFKB1,TBP,EP300,GATA4,MEF2A,SMAD4,SMAD2,STAT2,RUNX3,FOXP3,FOS,GATA2,NFATC1,SMAD3,PPARG,FOXA1,CREBBP,STAT3,EGR1,TP53,FOXA2,TFEB,MEF2C,HIF1A,FOXA3,GATA3,STAT5B,FOXO3,SP1,MYC,NFATC3,ETS1,VDR,STAT1,NFATC2,CTNNB1,GATA1,RUNX1,RELA,RUNX2,SMAD1,REL,SRF,MAML1,STAT6,NFATC4,JUN,STAT5A,TFE3	29	50	1	166	646
Actin filament organization	0.034482758620689655	0.002569787362692734	0.0196078431372549	13.418526031102097	0.07205424726314782	0.1992088012569381	GSN	MYH10,ARPC5L,MYH9,CORO6,IQGAP3,WIPF1,ACTG1,CORO1B,PPP1R9B,MYL6,PFN2,ARPC1A,DLG1,RDX,MYH14,PIP5K1B,TLN1,ROCK1,VCL,ARPC3,TWF2,CORO2B,CORO1C,PFN1,ACTA1,EZR,IQGAP2,ACTB,PPP1R9A,ROCK2,ARPC2,WASL,PIP5K1A,FLNA,GSN,IQGAP1,ARPC4,PIP5K1C,FLNB,CAP2,CFL2,RHOC,TWF1,CAP1,ARPC5,CORO1A,JUN,CORO2A,CFL1,ARPC1B,DSTN	29	51	1	156	682
Calcium ion transport	0.034482758620689655	0.0027713393127078503	0.01818181818181818	12.442633228840126	0.07748848688394028	0.20811193620258248	TRPV2	CACNG2,CACNA1E,CACNB3,RYR2,RYR3,ATP2A3,CACNA1B,TRPV6,ORAI1,CACNG7,CACNA1A,CACNG1,TRPV5,CALM1,ATP2A2,ORAI2,ORAI3,ATP2C1,CACNG3,ATP2B1,SLC24A4,SLC24A5,SLC24A1,STIM2,STIM1,CACNA1C,TRPV4,SPCA1,TRPV3,TRPV2,CALM2,CALM3,CACNA1F,CACNA1I,CACNG5,ATP2B4,CACNA1G,ATP2B2,CACNA1H,CACNB2,SPCA2,CACNA1S,SLC24A3,CACNG8,TRPV1,CACNB1,CACNG4,RYR1,ATP2B3,CACNA1D,ATP2C2,CACNB4,SLC24A2,ATP2A1,CACNG6	29	55	1	156	750
NF-kappaB signaling pathway	0.034482758620689655	0.003627935100272095	0.013888888888888888	9.504789272030651	0.10024316199639714	0.26174603410170366	TNFAIP3	NFKB1,CHUK,MALT1,MAP3K14,CCL2,IL1B,TLR3,IL6,TNF,LY96,TRAF5,TRAF6,IKBKB,IKBKG,BIRC2,MAP3K1,NLRP1,FLT3LG,IKBKE,RIPK1,NLRP3,DDX58,CASP10,CYLD,TRAF4,RELB,IRAK3,TLR5,IRAK1,CASP8,CD30L,TRAF2,MAP3K7,DHX33,TRIM25,CARD11,NEMO,TLR4,BIRC3,CD40,TLR7,NFKBIZ,TLR8,CD70,TNIP2,CD27,TRAF3,TLR9,NFKB2,TNIP3,MAP3K8,NFKBIE,IRAK4,NOD1,BCL10,DHX58,IRAK2,TANK,RIPK2,TLR2,TRAF1,CD40LG,RELA,MYD88,REL,LTBR,CD30,IFI16,TNIP1,NFKBIB,NOD2,TNFAIP3	29	72	1	160	660
Regulation of immune system process	0.0	0.003980651012798549	0.0	0.0	1.0	1.0		NFKB1,CXCL9,IL6,IL4,TRAF6,CCL19,PDL1,IRF1,RELB,TBX21,TRAF2,ICAM1,IL2,CD86,IRF5,STAT1,CXCL11,CD3E,CD247,CD40LG,RELA,STAT6,CXCR4,IL1B,TNF,TRAF5,IKZF3,HLA-DRA,CD28,ZBTB16,CD40,CD80,NFKB2,RORC,CIITA,STAT5B,FOXO3,ITGAL,BCL6,CD3D,STAT4,IL10,CXCL10,EOMES,IRF4,FOXO1,TICAM1,STAT3,TRAF3,PAX5,ITGB2,IRF9,KLRG1,MHC2,VCAM1,FOXP1,TRAF1,CCL21,IRF2,IKZF1,CTLA4,IRF7,MYD88,STAT5A,AIRE,IRF3,HLA-DRB1,IFNG,IL12B,TGFB1,CCR7,IRF8,FOXP3,BTLA,HLA-DPB1,HLA-DQB1,GATA3,TIRAP,PDCD1	29	79	0	160	707
Regulation of mRNA stability	0.0	0.0022674594376700594	0.0	0.0	1.0	1.0		LSM1,AGO3,AGO4,UPF2,CNOT8,CNOT6,ZFP36L1,EXOSC9,UPF1,DCP1A,UPF3A,EXOSC4,LSM3,ZFP36,PAN3,LSM6,PARN,AGO1,AGO2,PAN2,PABPC1,EIF4EBP1,EXOSC3,XRN1,ZFP36L2,EXOSC8,CNOT7,LSM8,EXOSC2,EXOSC6,DCP2,EXOSC10,EIF4EBP3,LSM4,EXOSC7,LSM7,UPF3B,EXOSC5,EIF4EBP2,DDX6,EIF4E,LSM5,TTP,EXOSC1,LSM2	29	45	0	160	417
Positive regulation of smooth muscle cell proliferation	0.0	0.000503879875037791	0.0	0.0	1.0	1.0		TGFB1,PDGFRB,TNF,IL6,EDN1,FGF2,PDGFRA,VEGFA,AKT1,IGF1	29	10	0	162	135
Vesicle-mediated transport	0.0	0.0024690113876851758	0.0	0.0	1.0	1.0		VPS45,SNX27,SNX19,RAB10,STX4,RAB8A,SNX1,SNX12,SNX10,STXBP3,RAB5C,VTI1B,RAB18,SNX13,SNX5,STXBP2,SNX18,RAB1A,SNX2,RAB27A,YKT6,RAB2B,STX1A,SYT1,VAMP2,RAB27B,RAB5B,SYT2,RAB7A,SNX3,SNX9,SNX30,SEC22B,SNX17,VPS39,RAB1B,RAB3A,STXBP1,RAB2A,SYNRG,BET1,RAB5A,RAB11A,SNAP25,RAB11B,RAB14,VTI1A,SNX6,SNX4	29	49	0	158	662
Immune system development	0.0	0.0019147435251436057	0.0	0.0	1.0	1.0		NFKB1,CD19,TAP2,TNF,EP300,PTPRC,IL15,DNTT,LTA,RELB,FOXP3,CD79A,BTK,CD40,BLNK,STAT3,CREBBP,IL2,NFKB2,GATA3,STAT5B,CD79B,CD4,RAG1,CD8A,STAT1,IL7,CD3E,CD34,CD40LG,TAP1,RELA,RAG2,TOX,IKZF1,CTLA4,IL21,STAT5A	29	38	0	156	484
Negative regulation of DNA replication	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		CHEK1,RB1,CHEK2,BRCA2,GADD45A,CDKN2B,ATM,CDK2,CDKN1B,E2F3,GADD45B,CDK6,CDKN2A,TP53,CDK4,BRCA1,CDKN1A,ATR,PTEN,GADD45G	29	20	0	158	267
Glucose metabolism	0.0	0.0017635795626322684	0.0	0.0	1.0	1.0		ALDOB,LDHC,GPI,GCK,PKLR,PDHX,PDP1,PDP3,GAPDH,HK2,PGK2,PFKL,LDHD,PKM,PFKM,ALDOC,PDHA2,DLD,LDHA,LDHB,PDHA1,PGAM2,ENO3,HK3,PDP2,HKDC1,PFKP,PDHB,PGK1,ENO2,HK1,PGAM1,ALDOA,ENO1,DLAT	29	35	0	154	438
Secretion by cell	0.0	0.002519399375188955	0.0	0.0	1.0	1.0		SEC24D,TMED2,SEC31A,VAMP3,RAB10,SEC23A,RAB8A,STX4,RAB11FIP3,TMED10,SEC61A1,NSF,STX3,COPB1,RAB1A,COPG1,RAB2B,STX1A,SYT1,VAMP2,SEC31B,COPA,SYT2,SEC24C,BET1L,SEC23B,SEC61B,STX5,RAB1B,SEC24B,VAMP4,RAB11FIP1,RAB2A,COPB2,BET1,SEC24A,STX2,VAMP8,SNAP29,RAB11A,SNAP25,USO1,STX1B,RAB11FIP2,SAR1A,RAB11B,SNAP23,COPG2,SAR1B,RAB8B	29	50	0	156	673
Lipid homeostasis	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		NR1H3,LIPC,NR1H2,ABCA1,ACACA,SREBF1,LEP,SREBF2,HMGCR,MOGAT1,SCAP,APOB,PCSK9,LPL,PPARG,CETP,LDLR,FASN,HMGCS1,INSIG2,APOE,DGAT1,APOA1,INSIG1,DGAT2	29	25	0	156	327
Monocyte differentiation	0.0	0.000503879875037791	0.0	0.0	1.0	1.0		CSF1R,IRF8,SPI1,CEBPA,MCSF,RUNX1,GATA2,TAL1,KLF4,ETS1	29	10	0	154	135
Endoplasmic reticulum to Golgi vesicle-mediated transport	0.0	0.002569787362692734	0.0	0.0	1.0	1.0		GBF1,SEC24D,GOSR1,SEC31A,ARF5,TMED2,SEC23A,ARF3,ERGIC2,VTI1A,COPE,COPB1,RAB1A,ERGIC3,COPG1,YKT6,SEC31B,COPA,SEC13,SEC16A,SEC24C,ARF4,ARFGAP3,BET1L,SEC23B,ARFGAP2,ARF1,GOSR2,TMED3,SEC22B,STX5,SYTL4,SEC16B,RAB1B,SEC24B,BET1,COPB2,TMED7,SEC24A,TMED4,SNAP47,SNAP29,USO1,SAR1A,TRAPP,COPG2,SNAP23,SAR1B,ERGIC1,TMED5,ARFGAP1	29	51	0	172	467
Post-translational protein modification	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		SRC,CHEK1,CHEK2,SUMO2,MAPK1,PIK3CA,ATM,WNT1,SUMO1,TP53,MDM2,CASP3,BRCA1,CDKN1A,DDR1,PTEN,APC,UBE2I,EGFR,MAPK3	29	20	0	160	179
Negative regulation of cell proliferation	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		NF2,RB1,TGFBR2,SMAD4,CDKN2B,WT1,MEN1,GSK3B,SMARCB1,CDKN2A,INK4,TP53,FOXO3,RASSF1,CDKN1A,BCL6,CTNNB1,PTEN,PTCH1,APC	29	20	0	158	266
Inhibition of complement cascade	0.0	0.0006550438375491283	0.0	0.0	1.0	1.0		C1INH,CD59,CR1,CR2,CFHR2,CFHR1,CFP,CFHR4,CD55,CFHR5,CFI,CFH,CFHR3	29	13	0	158	169
Cell adhesion	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		CTNNA1,PECAM1,ITGA1,ITGA2,SELPLG,ZEB1,CLDN16,CLDN7,ZO1,VGLL4,VCL,CLDN2,FN1,ICAM1,JUP,CLDN5,NID2,NID1,ICAM2,LAMA1,CDH1,ITGB1,ITGB2,VIM,VCAM1,CADM1,CTNNB1,ITGA3,SELE,TJP1,TJP2,LAMA2,NCAM1,CDH2,OCLN,CLDN1	29	36	0	152	470
Regulation of innate immune response	0.0	0.0018643555376398266	0.0	0.0	1.0	1.0		CSF2,NFKB1,IL1B,TNF,IL6,TRAF6,IRF3,TRIM21,DDX58,IFIH1,NLRP3,CASP1,CYLD,STAT2,GSDMD,TLR4,AIM2,STING1,PYCARD,TICAM1,STAT3,PTPN6,TRAF3,IRAK4,IFNB1,NOD1,NLRC3,TMEM173,STAT1,CXCL10,SOCS3,IFI16,IRF7,MYD88,PDCD1,NOD2,SOCS1	29	37	0	160	335
Leukotriene production	0.0	0.0007054318250529074	0.0	0.0	1.0	1.0		CYSLTR2,LTC4S,ALOX5AP,GGT1,PTGES2,CYP2C8,LTA4H,MGST2,PLA2G4A,ALOX5,PTGES,CYP4F3,CYSLTR1,CYP4F2	29	14	0	158	214
Microtubule organizing center	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		NIN,TUBG2,CNTRL,TUBGCP3,DCTN1,STIL,CEP250,TUBGCP5,CDK5RAP2,CEP192,CENPJ,TUBGCP4,CEP152,CEP70,CETN2,CEP63,SPAG5,PLK4,CEP290,SPC25,TUBGCP2,TUBGCP6,CEP120,TUBG1,TACC3,PCNT,PLK1,CEP41,NDE1,NDEL1,DCTN2	29	31	0	160	291
Positive regulation of cell death	0.0	0.0008062078000604656	0.0	0.0	1.0	1.0		BCL2L11,TP53,CASP8,BCL2,NFKB1,BID,MCL1,TNF,BCL2A1,PMAIP1,CASP9,CASP3,BAD,BBC3,BAX,FAS	29	16	0	158	212
