model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-4o-2024-08-06	KEGG_2021_Human	Adipocytokine signaling pathway	Adipocytokine signaling pathway	Fatty Acid Metabolic Process, Glucose Homeostasis, Cytokine-Mediated Signaling Pathway, Tumor Necrosis Factor-Mediated Signaling Pathway, Phosphorylation	0.6666666666666666	0.5	0.6615489071771166	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	Adrenergic signaling in cardiomyocytes	Regulation Of Heart Contraction, Cardiac Muscle Contraction, Heart Contraction, Calcium Ion Transport, Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling	0.25	0.0	0.6020838742102832	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	Adrenergic signaling in cardiomyocytes	Regulation Of Heart Contraction, Cardiac Muscle Contraction, Heart Contraction, Calcium Ion Transport, Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling	0.25	0.0	0.6020838742102832	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	Adrenergic signaling in cardiomyocytes	Regulation Of Heart Contraction, Cardiac Muscle Contraction, Heart Contraction, Calcium Ion Transport, Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling	0.25	0.0	0.6020838742102832	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	African trypanosomiasis	African trypanosomiasis	Positive Regulation Of Cytokine Production, Regulation Of Inflammatory Response, Positive Regulation Of Chemokine Production, Negative Regulation Of Cytokine Production, Regulation Of Interleukin-6 Production	0.0	0.0	0.19838446405175553	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	African trypanosomiasis	African trypanosomiasis	Positive Regulation Of Cytokine Production, Regulation Of Inflammatory Response, Positive Regulation Of Chemokine Production, Negative Regulation Of Cytokine Production, Regulation Of Interleukin-6 Production	0.0	0.0	0.19838446405175553	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	African trypanosomiasis	African trypanosomiasis	Positive Regulation Of Cytokine Production, Regulation Of Inflammatory Response, Positive Regulation Of Chemokine Production, Negative Regulation Of Cytokine Production, Regulation Of Interleukin-6 Production	0.0	0.0	0.19838446405175553	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	Glutamine Family Amino Acid Metabolic Process, Glutamate Metabolic Process, Dicarboxylic Acid Catabolic Process, Glutamine Metabolic Process, Glutamine Family Amino Acid Biosynthetic Process	0.4	0.25	0.5996171609031081	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	Glutamine Family Amino Acid Metabolic Process, Glutamate Metabolic Process, Dicarboxylic Acid Catabolic Process, Glutamine Metabolic Process, Glutamine Family Amino Acid Biosynthetic Process	0.4	0.25	0.5996171609031081	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	Glutamine Family Amino Acid Metabolic Process, Glutamate Metabolic Process, Dicarboxylic Acid Catabolic Process, Glutamine Metabolic Process, Glutamine Family Amino Acid Biosynthetic Process	0.4	0.25	0.5996171609031081	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Alcoholism	Alcoholism	Nucleosome Assembly, protein-DNA Complex Assembly, Nucleosome Organization, Chromatin Organization, Protein Deacetylation	0.0	0.0	0.17163056529064485	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Alcoholism	Alcoholism	Nucleosome Assembly, protein-DNA Complex Assembly, Nucleosome Organization, Chromatin Organization, Protein Deacetylation	0.0	0.0	0.17163056529064485	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Alcoholism	Alcoholism	Nucleosome Assembly, protein-DNA Complex Assembly, Nucleosome Organization, Chromatin Organization, Protein Deacetylation	0.0	0.0	0.17163056529064485	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Aldosterone synthesis and secretion	Aldosterone synthesis and secretion	Inorganic Cation Import Across Plasma Membrane, Cyclic Nucleotide Biosynthetic Process, cAMP Biosynthetic Process, Calcium Ion Transmembrane Import Into Cytosol, Regulation Of Heart Contraction	0.0	0.0	0.3036836862953402	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Aldosterone synthesis and secretion	Aldosterone synthesis and secretion	Inorganic Cation Import Across Plasma Membrane, Cyclic Nucleotide Biosynthetic Process, cAMP Biosynthetic Process, Calcium Ion Transmembrane Import Into Cytosol, Regulation Of Heart Contraction	0.0	0.0	0.3036836862953402	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Aldosterone synthesis and secretion	Aldosterone synthesis and secretion	Inorganic Cation Import Across Plasma Membrane, Cyclic Nucleotide Biosynthetic Process, cAMP Biosynthetic Process, Calcium Ion Transmembrane Import Into Cytosol, Regulation Of Heart Contraction	0.0	0.0	0.3036836862953402	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	Aldosterone-regulated sodium reabsorption	Intracellular Sodium Ion Homeostasis, Sodium Ion Homeostasis, Sodium Ion Export Across Plasma Membrane, Intracellular Potassium Ion Homeostasis, Inorganic Cation Import Across Plasma Membrane	0.25	0.0	0.5509860120386524	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	Aldosterone-regulated sodium reabsorption	Intracellular Sodium Ion Homeostasis, Sodium Ion Homeostasis, Sodium Ion Export Across Plasma Membrane, Intracellular Potassium Ion Homeostasis, Inorganic Cation Import Across Plasma Membrane	0.25	0.0	0.5509860120386524	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	Aldosterone-regulated sodium reabsorption	Intracellular Sodium Ion Homeostasis, Sodium Ion Homeostasis, Sodium Ion Export Across Plasma Membrane, Intracellular Potassium Ion Homeostasis, Inorganic Cation Import Across Plasma Membrane	0.25	0.0	0.5509860120386524	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Allograft rejection	Allograft rejection	Antigen Processing And Presentation Of Exogenous Peptide Antigen, Positive Regulation Of T Cell Activation, MHC Class II Protein Complex Assembly, Peptide Antigen Assembly With MHC Class II Protein Complex, Peptide Antigen Assembly With MHC Protein Complex	0.0	0.0	0.29877028110762827	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Allograft rejection	Allograft rejection	Antigen Processing And Presentation Of Exogenous Peptide Antigen, Positive Regulation Of T Cell Activation, MHC Class II Protein Complex Assembly, Peptide Antigen Assembly With MHC Class II Protein Complex, Peptide Antigen Assembly With MHC Protein Complex	0.0	0.0	0.29877028110762827	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Allograft rejection	Allograft rejection	Antigen Processing And Presentation Of Exogenous Peptide Antigen, Positive Regulation Of T Cell Activation, MHC Class II Protein Complex Assembly, Peptide Antigen Assembly With MHC Class II Protein Complex, Peptide Antigen Assembly With MHC Protein Complex	0.0	0.0	0.29877028110762827	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Alzheimer disease	Alzheimer disease	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain, Cellular Respiration, Oxidative Phosphorylation, Proton Motive Force-Driven ATP Synthesis	0.0	0.0	0.26667773893209223	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Alzheimer disease	Alzheimer disease	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain, Cellular Respiration, Oxidative Phosphorylation, Proton Motive Force-Driven ATP Synthesis	0.0	0.0	0.26667773893209223	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Alzheimer disease	Alzheimer disease	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain, Cellular Respiration, Oxidative Phosphorylation, Proton Motive Force-Driven ATP Synthesis	0.0	0.0	0.26667773893209223	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	Nucleotide-Sugar Biosynthetic Process, Amino Sugar Biosynthetic Process, UDP-N-acetylglucosamine Biosynthetic Process, UDP-N-acetylglucosamine Metabolic Process, Hexose Metabolic Process	0.3333333333333333	0.2	0.7005219645886235	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	Nucleotide-Sugar Biosynthetic Process, Amino Sugar Biosynthetic Process, UDP-N-acetylglucosamine Biosynthetic Process, UDP-N-acetylglucosamine Metabolic Process, Hexose Metabolic Process	0.3333333333333333	0.2	0.7005219645886235	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	Nucleotide-Sugar Biosynthetic Process, Amino Sugar Biosynthetic Process, UDP-N-acetylglucosamine Biosynthetic Process, UDP-N-acetylglucosamine Metabolic Process, Hexose Metabolic Process	0.3333333333333333	0.2	0.7005219645886235	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	tRNA Aminoacylation For Protein Translation, tRNA Aminoacylation, Translation, tRNA Aminoacylation For Mitochondrial Protein Translation, Mitochondrial Translation	0.6666666666666666	0.0	0.7584918449046942	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	tRNA Aminoacylation For Protein Translation, tRNA Aminoacylation, Translation, tRNA Aminoacylation For Mitochondrial Protein Translation, Mitochondrial Translation	0.6666666666666666	0.0	0.7584918449046942	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	tRNA Aminoacylation For Protein Translation, tRNA Aminoacylation, Translation, tRNA Aminoacylation For Mitochondrial Protein Translation, Mitochondrial Translation	0.6666666666666666	0.0	0.7584918449046942	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amoebiasis	Amoebiasis	Inflammatory Response, Cellular Response To Lipopolysaccharide, Positive Regulation Of Cellular Process, Cellular Response To Molecule Of Bacterial Origin, Positive Regulation Of Cytokine Production	0.0	0.0	0.1950238820867843	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Amoebiasis	Amoebiasis	Inflammatory Response, Cellular Response To Lipopolysaccharide, Positive Regulation Of Cellular Process, Cellular Response To Molecule Of Bacterial Origin, Positive Regulation Of Cytokine Production	0.0	0.0	0.1950238820867843	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Amoebiasis	Amoebiasis	Inflammatory Response, Cellular Response To Lipopolysaccharide, Positive Regulation Of Cellular Process, Cellular Response To Molecule Of Bacterial Origin, Positive Regulation Of Cytokine Production	0.0	0.0	0.1950238820867843	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amphetamine addiction	Amphetamine addiction	Synaptic Transmission, Glutamatergic, Ionotropic Glutamate Receptor Signaling Pathway, Glutamate Receptor Signaling Pathway, Positive Regulation Of Calcium Ion Transmembrane Transporter Activity, Negative Regulation Of Calcium Ion Transmembrane Transporter Activity	0.0	0.0	0.2755614470196892	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Amphetamine addiction	Amphetamine addiction	Synaptic Transmission, Glutamatergic, Ionotropic Glutamate Receptor Signaling Pathway, Glutamate Receptor Signaling Pathway, Positive Regulation Of Calcium Ion Transmembrane Transporter Activity, Negative Regulation Of Calcium Ion Transmembrane Transporter Activity	0.0	0.0	0.2755614470196892	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Amphetamine addiction	Amphetamine addiction	Synaptic Transmission, Glutamatergic, Ionotropic Glutamate Receptor Signaling Pathway, Glutamate Receptor Signaling Pathway, Positive Regulation Of Calcium Ion Transmembrane Transporter Activity, Negative Regulation Of Calcium Ion Transmembrane Transporter Activity	0.0	0.0	0.2755614470196892	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain, Cellular Respiration, Oxidative Phosphorylation, Proton Motive Force-Driven ATP Synthesis	0.0	0.0	0.3084373865519623	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain, Cellular Respiration, Oxidative Phosphorylation, Proton Motive Force-Driven ATP Synthesis	0.0	0.0	0.3084373865519623	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain, Cellular Respiration, Oxidative Phosphorylation, Proton Motive Force-Driven ATP Synthesis	0.0	0.0	0.3084373865519623	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Antigen processing and presentation	Antigen processing and presentation	Antigen Processing And Presentation Of Exogenous Peptide Antigen, Peptide Antigen Assembly With MHC Protein Complex, Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II, Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II, MHC Class II Protein Complex Assembly	1.0	1.0	0.815018482365724	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Antigen processing and presentation	Antigen processing and presentation	Antigen Processing And Presentation Of Exogenous Peptide Antigen, Peptide Antigen Assembly With MHC Protein Complex, Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II, Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II, MHC Class II Protein Complex Assembly	1.0	1.0	0.815018482365724	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Antigen processing and presentation	Antigen processing and presentation	Antigen Processing And Presentation Of Exogenous Peptide Antigen, Peptide Antigen Assembly With MHC Protein Complex, Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II, Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II, MHC Class II Protein Complex Assembly	1.0	1.0	0.815018482365724	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Apelin signaling pathway	Apelin signaling pathway	cAMP Biosynthetic Process, cAMP Metabolic Process, Protein Phosphorylation, Phosphorylation, Cellular Response To Alcohol	0.0	0.0	0.30068112856485135	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Apelin signaling pathway	Apelin signaling pathway	cAMP Biosynthetic Process, cAMP Metabolic Process, Protein Phosphorylation, Phosphorylation, Cellular Response To Alcohol	0.0	0.0	0.30068112856485135	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Apelin signaling pathway	Apelin signaling pathway	cAMP Biosynthetic Process, cAMP Metabolic Process, Protein Phosphorylation, Phosphorylation, Cellular Response To Alcohol	0.0	0.0	0.30068112856485135	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Apoptosis	Apoptosis	Positive Regulation Of Apoptotic Process, Regulation Of Apoptotic Process, Positive Regulation Of Programmed Cell Death, Apoptotic Process, Intrinsic Apoptotic Signaling Pathway	0.0	0.0	0.6905684453524484	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Apoptosis	Apoptosis	Positive Regulation Of Apoptotic Process, Regulation Of Apoptotic Process, Positive Regulation Of Programmed Cell Death, Apoptotic Process, Intrinsic Apoptotic Signaling Pathway	0.0	0.0	0.6905684453524484	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Apoptosis	Apoptosis	Positive Regulation Of Apoptotic Process, Regulation Of Apoptotic Process, Positive Regulation Of Programmed Cell Death, Apoptotic Process, Intrinsic Apoptotic Signaling Pathway	0.0	0.0	0.6905684453524484	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic Acid Metabolic Process, Icosanoid Metabolic Process, Long-Chain Fatty Acid Metabolic Process, Prostaglandin Biosynthetic Process, Prostaglandin Metabolic Process	1.0	1.0	0.8413807725146949	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic Acid Metabolic Process, Icosanoid Metabolic Process, Long-Chain Fatty Acid Metabolic Process, Prostaglandin Biosynthetic Process, Prostaglandin Metabolic Process	1.0	1.0	0.8413807725146949	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Arachidonic acid metabolism	Arachidonic acid metabolism	Arachidonic Acid Metabolic Process, Icosanoid Metabolic Process, Long-Chain Fatty Acid Metabolic Process, Prostaglandin Biosynthetic Process, Prostaglandin Metabolic Process	1.0	1.0	0.8413807725146949	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arginine and proline metabolism	Arginine and proline metabolism	Proline Metabolic Process, Polyamine Metabolic Process, Glutamine Family Amino Acid Catabolic Process, Arginine Catabolic Process, Ornithine Metabolic Process	0.5	0.3333333333333333	0.7423907061671756	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Arginine and proline metabolism	Arginine and proline metabolism	Proline Metabolic Process, Polyamine Metabolic Process, Glutamine Family Amino Acid Catabolic Process, Arginine Catabolic Process, Ornithine Metabolic Process	0.5	0.3333333333333333	0.7423907061671756	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Arginine and proline metabolism	Arginine and proline metabolism	Proline Metabolic Process, Polyamine Metabolic Process, Glutamine Family Amino Acid Catabolic Process, Arginine Catabolic Process, Ornithine Metabolic Process	0.5	0.3333333333333333	0.7423907061671756	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arginine biosynthesis	Arginine biosynthesis	Glutamine Family Amino Acid Catabolic Process, Glutamate Metabolic Process, Glutamine Family Amino Acid Biosynthetic Process, Arginine Metabolic Process, Amide Biosynthetic Process	0.5	0.0	0.7445714865226372	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Arginine biosynthesis	Arginine biosynthesis	Glutamine Family Amino Acid Catabolic Process, Glutamate Metabolic Process, Glutamine Family Amino Acid Biosynthetic Process, Arginine Metabolic Process, Amide Biosynthetic Process	0.5	0.0	0.7445714865226372	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Arginine biosynthesis	Arginine biosynthesis	Glutamine Family Amino Acid Catabolic Process, Glutamate Metabolic Process, Glutamine Family Amino Acid Biosynthetic Process, Arginine Metabolic Process, Amide Biosynthetic Process	0.5	0.0	0.7445714865226372	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	Cell-Matrix Adhesion, Integrin-Mediated Signaling Pathway, Calcium Ion Transport, Heterotypic Cell-Cell Adhesion, Calcium Ion Transmembrane Transport	0.0	0.0	0.21944359560527102	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	Cell-Matrix Adhesion, Integrin-Mediated Signaling Pathway, Calcium Ion Transport, Heterotypic Cell-Cell Adhesion, Calcium Ion Transmembrane Transport	0.0	0.0	0.21944359560527102	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	Cell-Matrix Adhesion, Integrin-Mediated Signaling Pathway, Calcium Ion Transport, Heterotypic Cell-Cell Adhesion, Calcium Ion Transmembrane Transport	0.0	0.0	0.21944359560527102	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	Cellular Glucuronidation, Glucuronate Metabolic Process, Xenobiotic Glucuronidation, Steroid Metabolic Process, Hepaticobiliary System Development	0.25	0.0	0.4968128322325618	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	Cellular Glucuronidation, Glucuronate Metabolic Process, Xenobiotic Glucuronidation, Steroid Metabolic Process, Hepaticobiliary System Development	0.25	0.0	0.4968128322325618	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	Cellular Glucuronidation, Glucuronate Metabolic Process, Xenobiotic Glucuronidation, Steroid Metabolic Process, Hepaticobiliary System Development	0.25	0.0	0.4968128322325618	ORA	0	0
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Asthma	Asthma	MHC Class II Protein Complex Assembly, Peptide Antigen Assembly With MHC Class II Protein Complex, Immunoglobulin Mediated Immune Response, Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II, Peptide Antigen Assembly With MHC Protein Complex	0.0	0.0	0.22951449319609696	ORA	0	0
gpt-3.5-turbo-0125	KEGG_2021_Human	Asthma	Asthma	MHC Class II Protein Complex Assembly, Peptide Antigen Assembly With MHC Class II Protein Complex, Immunoglobulin Mediated Immune Response, Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II, Peptide Antigen Assembly With MHC Protein Complex	0.0	0.0	0.22951449319609696	ORA	0	0
gpt-4o-2024-08-06	KEGG_2021_Human	Asthma	Asthma	MHC Class II Protein Complex Assembly, Peptide Antigen Assembly With MHC Class II Protein Complex, Immunoglobulin Mediated Immune Response, Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II, Peptide Antigen Assembly With MHC Protein Complex	0.0	0.0	0.22951449319609696	ORA	0	0
