model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Bone Morphogenic Protein Signaling And Regulation WP1425	Bone Morphogenic Protein Signaling And Regulation	Signal transduction by bone morphogenetic proteins, Bone morphogenetic protein (BMP) signaling pathway, Osteoblast differentiation, Negative regulation of BMP signaling, Skeletal system development	0.5	0.0	0.791417561296909	llm2geneset	1060	1268
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Fatty Acid Beta Oxidation WP143	Fatty Acid Beta Oxidation	Acyl-CoA metabolism, Fatty acid beta-oxidation, Carnitine metabolism, Lipid metabolism	1.0	1.0	0.9504293373304769	llm2geneset	1110	1544
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nucleotide Binding Oligomerization Domain NOD Pathway WP1433	Nucleotide Binding Oligomerization Domain NOD Pathway	NOD-like receptor signaling pathway, IL-1 signaling pathway, NF-kappa B signaling pathway, Apoptosis signaling pathway	0.3333333333333333	0.0	0.6943161399788147	llm2geneset	1149	1416
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Osteopontin Signaling WP1434	Osteopontin Signaling	NF-kB signaling pathway, Integrin signaling pathway, MAPK signaling pathway	0.5	0.0	0.5953540264057295	llm2geneset	1044	1553
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Serotonin Transporter Activity WP1455	Serotonin Transporter Activity	Serotonin signaling pathway	0.3333333333333333	0.0	0.590925510654807	llm2geneset	1053	1534
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Target Of Rapamycin Signaling WP1471	Target Of Rapamycin Signaling	mTOR signaling pathway, Regulation of protein synthesis, Autophagy, Insulin signaling pathway	0.25	0.0	0.6798904050028676	llm2geneset	1139	1365
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Selenium Micronutrient Network WP15	Selenium Micronutrient Network	Antioxidant defense response, Selenium metabolism, Inflammatory response, Hemostasis and blood coagulation, Cellular response to stress	0.3333333333333333	0.0	0.6720932393722648	llm2geneset	1288	1542
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Physiological And Pathological Hypertrophy Of The Heart WP1528	Physiological And Pathological Hypertrophy Of The Heart	MAPK signaling pathway, Calcium signaling pathway, Cytokine signaling in immune system	0.0	0.0	0.23424799356691867	llm2geneset	1091	2128
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	miRNA Regulation Of DNA Damage Response WP1530	miRNA Regulation Of DNA Damage Response	Cell cycle, p53 signaling pathway, DNA damage response, Apoptosis signaling pathway, Fanconi anemia pathway	0.5	0.4	0.6691158597873645	llm2geneset	1230	1644
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Vitamin D Metabolism WP1531	Vitamin D Metabolism	Vitamin D metabolism	1.0	1.0	0.9999991432738672	llm2geneset	1029	1425
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Vitamin B12 Metabolism WP1533	Vitamin B12 Metabolism	Nitric oxide synthesis, Cytokine signaling in immune system, Hemoglobin complex assembly	0.0	0.0	0.3185639535689333	llm2geneset	1154	1397
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Angiogenesis WP1539	Angiogenesis	Angiogenesis, Vascular Smooth Muscle Cell Proliferation, Cellular Response to Hypoxia, Extracellular Matrix Remodeling	1.0	0.0	0.9999989693857078	llm2geneset	1092	1398
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Energy Metabolism WP1541	Energy Metabolism	AMPK signaling pathway, Mitochondrial biogenesis, Regulation of gene expression by the estrogen receptor, Glucose metabolism and insulin signaling	0.5	0.0	0.5869654169225039	llm2geneset	1214	1637
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	MicroRNAs In Cardiomyocyte Hypertrophy WP1544	MicroRNAs In Cardiomyocyte Hypertrophy	PI3K-Akt signaling pathway, Wnt signaling pathway, MAPK signaling pathway, Neurotrophin signaling pathway	0.0	0.0	0.34332506627127607	llm2geneset	1337	1518
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	miRNAs Involved In DNA Damage Response WP1545	miRNAs Involved In DNA Damage Response	Cell cycle regulation, Transcriptional regulation, DNA damage response and repair	0.5	0.4	0.6471500229741785	llm2geneset	1048	1734
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Transcription Factors Regulate miRNAs Related To Cardiac Hypertrophy WP1559	Transcription Factors Regulate miRNAs Related To Cardiac Hypertrophy	PI3K-Akt signaling pathway, Cell growth and proliferation	0.0	0.0	0.30328027253193457	llm2geneset	1037	1708
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Type II Diabetes Mellitus WP1584	Type II Diabetes Mellitus	Adipocytokine signaling pathway, Insulin signaling pathway, Regulation of insulin secretion, Glucose transport and metabolism	0.0	0.0	0.3578116085278699	llm2geneset	1081	1856
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Folate Alcohol And Cancer Pathway Hypotheses WP1589	Folate Alcohol And Cancer Pathway Hypotheses	Homocysteine metabolism, Alcohol metabolism	0.16666666666666666	0.0	0.4188512238130544	llm2geneset	1024	1573
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Heart Development WP1591	Heart Development	Heart development, Cardiac muscle cell differentiation, Bone morphogenetic protein signaling pathway, Vascular development, Notch signaling pathway	1.0	1.0	0.9999987861280564	llm2geneset	1164	1596
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nicotine Metabolism In Liver Cells WP1600	Nicotine Metabolism In Liver Cells	Phase I metabolic process, Drug metabolism - cytochrome P450 pathway, Liver microsome component	0.2	0.0	0.5105648616762487	llm2geneset	1038	1660
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Fluoropyrimidine Activity WP1601	Fluoropyrimidine Activity	Thymidine metabolism	0.0	0.0	0.5211832624614191	llm2geneset	1122	1182
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nicotine Effect On Dopaminergic Neurons WP1602	Nicotine Effect On Dopaminergic Neurons	G protein-coupled receptor signaling pathway, Dopaminergic synapse	0.2	0.0	0.5635687606051969	llm2geneset	1084	2766
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Codeine And Morphine Metabolism WP1604	Codeine And Morphine Metabolism	Drug metabolism, Hepatocyte transport mechanisms, Xenobiotic metabolic process, Phase II metabolic process	0.25	0.0	0.5463010967035955	llm2geneset	1077	1487
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Eicosanoid Synthesis WP167	Eicosanoid Synthesis	Lipoxygenase pathway, Prostaglandin biosynthesis, Arachidonic acid metabolism, Leukotriene biosynthesis, Platelet activation	0.0	0.0	0.6999660406413646	llm2geneset	1099	1110
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Nuclear Receptors WP170	Nuclear Receptors	Regulation of gene expression by nuclear receptors, Retinoic acid signaling pathway, Hormone signaling pathway, Thyroid hormone signaling pathway, Steroid hormone biosynthesis	1.0	1.0	0.7009357842341672	llm2geneset	1150	1424
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TP53 Network WP1742	TP53 Network	p53 Signaling Pathway, Cell Cycle Regulation, Apoptosis, Regulation of Gene Expression by MYC, DNA Damage Response	0.0	0.0	0.6740393750589629	llm2geneset	1058	1138
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Folate Metabolism WP176	Folate Metabolism	Folate metabolism, Antioxidant defense response, Cytokine signaling in immune system	1.0	1.0	0.9999991726955116	llm2geneset	1222	1273
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Apoptosis Modulation And Signaling WP1772	Apoptosis Modulation And Signaling	Fas signaling pathway, TNF signaling pathway, Apoptosis signaling pathway, Interleukin-1 signaling pathway, NOD-like receptor signaling pathway	0.5	0.0	0.7694373621313061	llm2geneset	1328	1333
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Cell Cycle WP179	Cell Cycle	Cell Cycle Regulation, TGF-beta Signaling Pathway, Chromosome Segregation, DNA Damage Response	1.0	1.0	0.7621799628659847	llm2geneset	1451	1650
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Proteasome Degradation WP183	Proteasome Degradation	Proteasome-mediated protein catabolism, MHC class I protein complex assembly, Ubiquitin-protein transferase activity	0.5	0.0	0.8102264821817663	llm2geneset	1253	1613
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Integrin Mediated Cell Adhesion WP185	Integrin Mediated Cell Adhesion	Integrin Signaling Pathway, Rac1 Signaling Pathway, Mitogen-Activated Protein Kinase (MAPK) Signaling Pathway, Calcium-Dependent Proteolysis, Cell Adhesion Molecules (CAMs)	0.5	0.3333333333333333	0.6740709199132328	llm2geneset	1421	1771
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Homologous Recombination WP186	Homologous Recombination	Double-strand break repair, Homologous recombination, DNA damage response, DNA replication	1.0	1.0	0.9999988264505791	llm2geneset	1027	1426
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Peroxisomal Beta Oxidation Of Tetracosanoyl CoA WP1941	Peroxisomal Beta Oxidation Of Tetracosanoyl CoA	None found.	0.0	0.0	0.1809663833506226	llm2geneset	1018	1340
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Cori Cycle WP1946	Cori Cycle	Glycolysis, Fructose and mannose metabolism, Pyruvate metabolism, Insulin signaling pathway	0.0	0.0	0.4915933504909138	llm2geneset	1054	1022
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	IL 1 Signaling Pathway WP195	IL 1 Signaling Pathway	Nuclear Factor kappa-light-chain-enhancer of activated B cells (NF-kB) signaling pathway, Mitogen-Activated Protein Kinase (MAPK) signaling pathway, Interleukin-1 (IL-1) signaling pathway, Toll-like receptor (TLR) signaling pathway, Phosphoinositide 3-kinase (PI3K) signaling pathway	1.0	1.0	0.8544491755556648	llm2geneset	1316	1864
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Cholesterol Biosynthesis Pathway WP197	Cholesterol Biosynthesis Pathway	Cholesterol biosynthesis, Mevalonate pathway, Terpenoid backbone biosynthesis	0.6666666666666666	0.5	0.8992347694264289	llm2geneset	1044	1067
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Integrated Cancer Pathway WP1971	Integrated Cancer Pathway	Cell Cycle Regulation, Apoptosis, DNA Damage Response	0.0	0.0	0.33739574190470834	llm2geneset	1151	1346
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Thyroxine Thyroid Hormone Production WP1981	Thyroxine Thyroid Hormone Production	MAPK signaling pathway, Thyroid hormone signaling pathway, Cytokine signaling in immune system	0.5	0.3333333333333333	0.60137444391747	llm2geneset	1097	1635
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Sterol Regulatory Element Binding Proteins SREBP Signaling WP1982	Sterol Regulatory Element Binding Proteins SREBP Signaling	Insulin signaling pathway, Cholesterol biosynthesis, Regulation of lipid metabolism, ER to Golgi vesicle transport	0.14285714285714285	0.0	0.5450699841801321	llm2geneset	1251	1287
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	SRF And miRs In Smooth Muscle Differentiation And Proliferation WP1991	SRF And miRs In Smooth Muscle Differentiation And Proliferation	Cardiac Muscle Development, Myocyte Differentiation	0.1111111111111111	0.0	0.5430733927335605	llm2geneset	1051	1277
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Genes Targeted By miRNAs In Adipocytes WP1992	Genes Targeted By miRNAs In Adipocytes	Cardiac action potential conduction, Regulation of heart contraction	0.0	0.0	0.18279416262780088	llm2geneset	1046	1205
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Effects Of Nitric Oxide WP1995	Effects Of Nitric Oxide	Nitric Oxide Signaling Pathway, Reactive Oxygen Species Metabolism	0.5	0.3333333333333333	0.6573462636718613	llm2geneset	1028	1360
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Iron Metabolism In Placenta WP2007	Iron Metabolism In Placenta	Transferrin and iron transport process, Iron homeostasis pathway, Cellular response to iron ion, Iron ion transport activity, Heme metabolism pathway	0.25	0.0	0.5875693376911972	llm2geneset	1041	1017
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	SREBF And miR33 In Cholesterol And Lipid Homeostasis WP2011	SREBF And miR33 In Cholesterol And Lipid Homeostasis	Sterol regulatory signaling pathway, Fatty acid synthesis, Lipid metabolism, Cholesterol biosynthesis, Energy metabolism	0.125	0.0	0.506485053159672	llm2geneset	1044	1360
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	RANKL RANK Signaling Pathway WP2018	RANKL RANK Signaling Pathway	PI3K-Akt signaling pathway, NF-kB signaling pathway, MAPK signaling pathway, Cytokine signaling in the immune system, Osteoclast differentiation	0.5	0.3333333333333333	0.5312848055584598	llm2geneset	1199	1363
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Cell Differentiation Expanded Index WP2023	Cell Differentiation Expanded Index	Muscle differentiation, Transcription regulation, Embryonic development	0.25	0.0	0.5501177228517748	llm2geneset	1072	1400
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Cell Differentiation Index WP2029	Cell Differentiation Index	None found.	0.0	0.0	0.19395823757353226	llm2geneset	1026	1338
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Thyroid Stimulating Hormone TSH Signaling Pathway WP2032	Thyroid Stimulating Hormone TSH Signaling Pathway	MAPK signaling pathway, Phosphoinositide 3-kinase (PI3K) signaling pathway, Cell cycle regulation	0.3333333333333333	0.2	0.5195479211159504	llm2geneset	1252	1435
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Leptin Signaling Pathway WP2034	Leptin Signaling Pathway	MAPK signaling pathway, Insulin signaling pathway, Cytokine signaling in the immune system, NF-kappa B signaling pathway	0.6666666666666666	0.5	0.6982340813223762	llm2geneset	1270	1402
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Follicle Stimulating Hormone FSH Signaling Pathway WP2035	Follicle Stimulating Hormone FSH Signaling Pathway	mTOR signaling pathway, Insulin signaling pathway, MAPK signaling pathway, Follicle-stimulating hormone signaling pathway, Regulation of protein translation	0.8333333333333334	0.6	0.9398178438610048	llm2geneset	1089	2148
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Related Weak Inducer Of Apoptosis TWEAK Signaling Pathway WP2036	TNF Related Weak Inducer Of Apoptosis TWEAK Signaling Pathway	TNF signaling pathway, NF-kB signaling pathway, MAPK signaling pathway, Apoptosis signaling pathway	0.3333333333333333	0.125	0.7062061634075634	llm2geneset	1134	1734
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Prolactin Signaling Pathway WP2037	Prolactin Signaling Pathway	JAK-STAT signaling pathway, PI3K-Akt signaling pathway, MAPK signaling pathway, Insulin signaling pathway, NF-kappa B signaling pathway	0.6666666666666666	0.5	0.6091652688296348	llm2geneset	1269	1790
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Microtubule Cytoskeleton Regulation WP2038	Microtubule Cytoskeleton Regulation	Regulation of Cytoskeleton, Cell Cycle, Wnt Signaling Pathway, MAPK Signaling Pathway	0.6666666666666666	0.0	0.8208451449617773	llm2geneset	1164	1918
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	IL 7 Signaling Pathway WP205	IL 7 Signaling Pathway	JAK-STAT signaling pathway, PI3K-AKT signaling pathway, T cell receptor signaling pathway, MAPK signaling pathway	0.5	0.3333333333333333	0.5984731358212678	llm2geneset	1076	1788
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Alzheimer 39 S Disease And miRNA Effects WP2059	Alzheimer 39 S Disease And miRNA Effects	Wnt signaling pathway, Calcium signaling pathway, Apoptosis, Neurotransmitter receptor signaling pathway, Autophagy	0.0	0.0	0.29018168983846593	llm2geneset	2009	1812
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Fatty Acid Omega Oxidation WP206	Fatty Acid Omega Oxidation	Alcohol metabolism, Cytochrome P450-mediated drug metabolism	0.0	0.0	0.3719925961551491	llm2geneset	1074	1583
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Neural Crest Differentiation WP2064	Neural Crest Differentiation	Notch signaling pathway, Wnt signaling pathway, Transcriptional regulation of neural genes, Cell adhesion molecules (CAMs) pathway, BMP signaling pathway	0.3333333333333333	0.0	0.47271423709431093	llm2geneset	1376	1397
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	IL 17 Signaling Pathway WP2112	IL 17 Signaling Pathway	NF-kappa B signaling pathway, Th17 cell differentiation, PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction	0.5	0.3333333333333333	0.5820347800464879	llm2geneset	1135	1423
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Type III Interferon Signaling WP2113	Type III Interferon Signaling	Type I Interferon signaling pathway, Interferon alpha/beta signaling pathway, Cellular response to interferon gamma, Response to virus, Cytokine signaling in the immune system	0.75	0.3333333333333333	0.762945036775232	llm2geneset	1054	1376
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy	Calcium Signaling Pathway, Muscle Contraction, Extracellular Matrix (ECM) Organization	0.0	0.0	0.23227492658455817	llm2geneset	1315	1715
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Endothelin Pathways WP2197	Endothelin Pathways	Adrenergic signaling in cardiomyocytes, Calcium signaling pathway, Smooth muscle contraction, Nitric oxide signaling pathway	0.5	0.0	0.554569498618725	llm2geneset	1119	1466
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	IL 9 Signaling Pathway WP22	IL 9 Signaling Pathway	JAK-STAT Signaling Pathway, MAPK Signaling Pathway, Cytokine Signaling in Immune System	0.5	0.3333333333333333	0.5632770360528244	llm2geneset	1089	2142
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Thymic Stromal Lymphopoietin TSLP Signaling Pathway WP2203	Thymic Stromal Lymphopoietin TSLP Signaling Pathway	JAK-STAT signaling pathway, Cytokine signaling in the immune system, PI3K-Akt signaling pathway, NF-kappa B signaling pathway, MAPK signaling pathway	0.3333333333333333	0.2	0.5228484067302066	llm2geneset	1151	1720
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Metastatic Brain Tumor WP2249	Metastatic Brain Tumor	Transcriptional Regulation by E2F, Cell Cycle Regulation, Cell Migration and Adhesion	0.0	0.0	0.2206081926017811	llm2geneset	1031	1632
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Pilocytic Astrocytoma WP2253	Pilocytic Astrocytoma	MAPK signaling pathway, Regulation of RAS protein signal transduction, Ras signaling pathway, Cellular response to growth factor stimulus	0.0	0.0	0.26867279878166517	llm2geneset	1021	1661
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Glioblastoma Signaling Pathways WP2261	Glioblastoma Signaling Pathways	PI3K/Akt signaling pathway, Ras signaling pathway, Cell cycle regulation, FGF signaling pathway, DNA damage response	0.6666666666666666	0.5	0.5174200914967024	llm2geneset	1325	1393
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Androgen Receptor Network In Prostate Cancer WP2263	Androgen Receptor Network In Prostate Cancer	MAPK Signaling Pathway, Cell Cycle Regulation, DNA Damage Repair, Apoptosis, Hormone Biosynthesis and Metabolism	0.0	0.0	0.34073291710429054	llm2geneset	1405	1758
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Synaptic Vesicle Pathway WP2267	Synaptic Vesicle Pathway	Regulation of neurotransmitter secretion, Synaptic transmission, Vesicle-mediated transport, Endocytosis	0.3333333333333333	0.0	0.5917169224077365	llm2geneset	1204	1812
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Pathogenic Escherichia Coli Infection WP2272	Pathogenic Escherichia Coli Infection	Cytoskeletal organization, Cell adhesion, Rho GTPase signaling pathway	0.0	0.0	0.21137159447973802	llm2geneset	1200	1594
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Glial Cell Differentiation WP2276	Glial Cell Differentiation	Myelination	0.0	0.0	0.445511330071275	llm2geneset	1013	2582
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Drug Induction Of Bile Acid Pathway WP2289	Drug Induction Of Bile Acid Pathway	Bile acid metabolism, Hepatic transport, Xenobiotic response, Drug metabolism	0.3333333333333333	0.2	0.6853011241934733	llm2geneset	1060	1609
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Irinotecan Pathway WP229	Irinotecan Pathway	Hepatic uptake of organic anions, Phase II metabolic process, Drug metabolism - cytochrome P450	0.0	0.0	0.40469190378252423	llm2geneset	1061	1180
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	RalA Downstream Regulated Genes WP2290	RalA Downstream Regulated Genes	Ras signaling pathway, Cellular response to growth factor stimulus, Rho GTPase cycle	0.0	0.0	0.5236356077160051	llm2geneset	1044	1370
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Deregulation Of Rab And Rab Effector Genes In Bladder Cancer WP2291	Deregulation Of Rab And Rab Effector Genes In Bladder Cancer	None found.	0.0	0.0	0.1965126937401853	llm2geneset	1062	1457
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	B Cell Receptor Signaling Pathway WP23	B Cell Receptor Signaling Pathway	B cell receptor signaling pathway, Mitogen-activated protein kinase (MAPK) signaling pathway, NF-kappaB signaling pathway, T cell receptor signaling pathway, Cytokine signaling in immune system	1.0	1.0	0.9999999957129431	llm2geneset	1363	1733
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	TNF Alpha Signaling Pathway WP231	TNF Alpha Signaling Pathway	NF-kappa B signaling pathway, Mitogen-activated protein kinase (MAPK) signaling pathway, Apoptosis signaling pathway, Regulation of apoptosis	0.5	0.3333333333333333	0.7306230646853757	llm2geneset	1339	1500
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	AGE RAGE Pathway WP2324	AGE RAGE Pathway	MAPK signaling pathway, Apoptosis, NF-kB signaling pathway, Extracellular matrix (ECM) organization	0.3333333333333333	0.0	0.4306440176735102	llm2geneset	1225	1693
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Allograft Rejection WP2328	Allograft Rejection	Complement cascade, Cytokine signaling in immune system, Immune system process, Apoptosis pathway	0.0	0.0	0.3060338007213379	llm2geneset	1310	1366
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Interleukin 11 Signaling Pathway WP2332	Interleukin 11 Signaling Pathway	JAK-STAT signaling pathway, Cytokine signaling in the immune system, PI3K-Akt signaling pathway, Bone remodeling, Apoptosis signaling pathway	0.5	0.3333333333333333	0.576452205269844	llm2geneset	1168	1622
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Trans Sulfuration Pathway WP2333	Trans Sulfuration Pathway	Methionine metabolism	0.0	0.0	0.6036841094233867	llm2geneset	1034	988
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	miRNA Biogenesis WP2338	miRNA Biogenesis	MicroRNA biogenesis, RNA interference, Nuclear export of RNA, Formation of the microRNA-induced silencing complex (miRISC), Post-transcriptional regulation of gene expression	0.5	0.0	0.8392966534877283	llm2geneset	1035	985
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Corticotropin Releasing Hormone Signaling Pathway WP2355	Corticotropin Releasing Hormone Signaling Pathway	Hormone biosynthesis, Cytokine signaling in the immune system, Apoptosis signaling pathway	0.4	0.25	0.5708218708745308	llm2geneset	1363	1925
gpt-4o-mini-2024-07-18	WikiPathway_2023_Human	Parkin Ubiquitin Proteasomal System Pathway WP2359	Parkin Ubiquitin Proteasomal System Pathway	Ubiquitin-proteasome pathway, Heat shock response, Protein folding	0.6	0.25	0.7182051930329454	llm2geneset	1273	1561
