model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Neurotransmitter regulation and metabolic signaling  	0.25	0.0	0.5519236521861272	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	GABAergic synapse, Synaptic vesicle cycle	GABAergic synapse, Synaptic vesicle cycle	Regulation of Neurotransmitter Release and Synaptic Activity  	0.2	0.0	0.5522315675552683	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Sphingolipid metabolism and glycosphingolipid homeostasis  	0.375	0.14285714285714285	0.6809388770613743	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction, Inositol phosphate metabolism	Cardiac muscle contraction, Inositol phosphate metabolism	Calcium signaling and mitochondrial metabolism  	0.16666666666666666	0.0	0.4854092884377635	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	DNA replication, Oxidative phosphorylation	DNA replication, Oxidative phosphorylation	Mitochondrial Bioenergetics and Nucleotide Metabolism  	0.0	0.0	0.5120285969182221	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Notch signaling pathway, Phosphatidylinositol signaling system	Notch signaling pathway, Phosphatidylinositol signaling system	Neuronal signaling and development via the Notch pathway  	0.5	0.0	0.6395732994743348	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Wnt signaling pathway	Hedgehog signaling pathway, Wnt signaling pathway	Wnt signaling pathway regulation and vertebrate development 	0.5	0.4	0.6301413679503889	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction, Glycerophospholipid metabolism	Cardiac muscle contraction, Glycerophospholipid metabolism	Mitochondrial bioenergetics and phospholipid metabolism  	0.2	0.0	0.5714407652090343	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, RNA transport	Amino sugar and nucleotide sugar metabolism, RNA transport	RNA Processing and Translation Regulation  	0.25	0.0	0.549942853877115	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Lipid Metabolism and Homeostasis  	0.16666666666666666	0.0	0.5170776578103038	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phototransduction	Glycolysis / Gluconeogenesis, Phototransduction	Metabolic Regulation and Energy Homeostasis  	0.0	0.0	0.48200809443870596	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Oxidative phosphorylation, Phototransduction	Oxidative phosphorylation, Phototransduction	Mitochondrial electron transport and ATP synthesis  	0.0	0.0	0.536665446433864	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, GABAergic synapse	Chemokine signaling pathway, GABAergic synapse	Chemokine signaling and inflammatory response  	0.4	0.25	0.6868111766293384	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Phosphoinositide metabolism and Insulin signaling integration  	0.2	0.0	0.655882402371796	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, RNA transport	Chemokine signaling pathway, RNA transport	Chemokine signaling and immune response modulation  	0.4	0.25	0.6587399623374384	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	RNA transport, Wnt signaling pathway	RNA transport, Wnt signaling pathway	Wnt Signaling Pathway Regulation and RNA Processing  	0.8	0.5	0.7038770860752912	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Protein Ubiquitination and Glycosylation Regulation  	0.2	0.0	0.6442135577372471	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	Glycolytic and Gluconeogenic Regulation in Energy Metabolism  	0.2222222222222222	0.0	0.47059166802402597	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Phosphoinositide metabolism and signaling regulation  	0.14285714285714285	0.0	0.6289790364784664	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycerophospholipid metabolism, Non-homologous end-joining	Glycerophospholipid metabolism, Non-homologous end-joining	Phospholipid Metabolism and Remodeling  	0.16666666666666666	0.0	0.6399294130864513	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Steroid hormone biosynthesis, Tryptophan metabolism	Steroid hormone biosynthesis, Tryptophan metabolism	Hormonal Regulation and Metabolism of Endogenous Compounds  	0.4	0.0	0.5017108314045751	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction, Phototransduction	Cardiac muscle contraction, Phototransduction	Phototransduction and Muscle Contraction Regulation  	0.75	0.3333333333333333	0.7536041810614678	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	Lactic acid metabolism and gluconeogenesis  	0.25	0.0	0.6191469138907275	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	GABAergic synapse, Tryptophan metabolism	GABAergic synapse, Tryptophan metabolism	Neurotransmitter Synthesis and Modulation  	0.0	0.0	0.5759419559647332	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Notch signaling pathway	Notch signaling pathway regulation and neuronal differentiation  	0.42857142857142855	0.3333333333333333	0.5122029937239376	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, Wnt signaling pathway	Chemokine signaling pathway, Wnt signaling pathway	Wnt Signaling Pathway and Chemokine-Mediated Immune Response**  	0.6666666666666666	0.4	0.7510175215414969	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Amino sugar and nucleotide sugar metabolism, Tryptophan metabolism	Tryptophan and serotonin metabolism  	0.375	0.0	0.6549968854525908	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Notch signaling pathway, Synaptic vesicle cycle	Notch signaling pathway, Synaptic vesicle cycle	Notch signaling pathway regulation and synaptic transmission  	0.6666666666666666	0.4	0.7653071004701263	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Sphingolipid metabolism, Wnt signaling pathway	Sphingolipid metabolism, Wnt signaling pathway	Wnt Signaling Pathway Modulation and Cell Fate Determination  	0.6	0.5	0.5679998287956944	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan biosynthesis, Prolactin signaling pathway	Glycosaminoglycan biosynthesis and cell signaling modulation  	0.6	0.25	0.7208243131825535	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Fatty acid degradation, Hedgehog signaling pathway	Fatty acid degradation, Hedgehog signaling pathway	Lipid Metabolism and Hedgehog Signaling Pathway Integration  	0.5	0.4	0.7180282994730727	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Fatty acid degradation, Pentose phosphate pathway	Fatty acid degradation, Pentose phosphate pathway	Fatty acid metabolism and energy homeostasis  	0.3333333333333333	0.2	0.618981476374733	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Prolactin signaling pathway, Pyruvate metabolism	Prolactin signaling pathway, Pyruvate metabolism	Metabolic regulation and energy homeostasis  	0.2	0.0	0.4669744253977235	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Insulin signaling pathway	Hedgehog signaling pathway, Insulin signaling pathway	Regulation of metabolic signaling and cellular growth	0.16666666666666666	0.0	0.5006673232403227	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Tryptophan metabolism, Ubiquitin mediated proteolysis	Tryptophan metabolism, Ubiquitin mediated proteolysis	Ubiquitin-Proteasome System and Cellular Protein Homeostasis  	0.2	0.0	0.5489071099873093	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Phosphatidylinositol signaling system, Phototransduction	Phosphatidylinositol signaling system, Phototransduction	Phototransduction and Signal Transduction in Photoreceptor Cells  	0.5	0.0	0.6150531925327476	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Non-homologous end-joining	Hedgehog signaling pathway, Non-homologous end-joining	Hedgehog signaling and DNA damage response regulation  	0.2857142857142857	0.16666666666666666	0.6994541347665232	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Hedgehog signaling pathway, Phosphatidylinositol signaling system	Phosphoinositide signaling and regulation in developmental pathways  	0.3333333333333333	0.0	0.6414940550063777	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Amino sugar and nucleotide sugar metabolism, Phosphatidylinositol signaling system	Phosphoinositide signaling and membrane trafficking regulation  	0.2222222222222222	0.0	0.5960271377916307	GSAI_2hint
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, Non-homologous end-joining	Chemokine signaling pathway, Non-homologous end-joining	Chemokine signaling and immune response modulation  	0.2857142857142857	0.16666666666666666	0.6352423521326133	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Nuclear Receptor Transcription Pathway R-HSA-383280, mRNA Splicing R-HSA-72172	Nuclear Receptor Transcription Pathway, mRNA Splicing	Regulation of RNA Processing and Transcriptome Modulation  	0.0	0.0	0.5046963476948627	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, Triglyceride Biosynthesis R-HSA-75109	Organic Cation/Anion/Zwitterion Transport, Triglyceride Biosynthesis	Lipid metabolism and transport regulation  	0.14285714285714285	0.0	0.5440450057363434	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, PI3K/AKT Activation R-HSA-198203	Organic Cation/Anion/Zwitterion Transport, PI3K/AKT Activation	Regulation of Cellular Metabolism and Signaling Pathways  	0.0	0.0	0.49428928280734563	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556, MicroRNA (miRNA) Biogenesis R-HSA-203927	Cellular Response To Heat Stress, MicroRNA (miRNA) Biogenesis	Nuclear RNA Processing and Protein Quality Control  	0.0	0.0	0.43432596701341	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Organic Cation/Anion/Zwitterion Transport R-HSA-549132	Mitochondrial Uncoupling, Organic Cation/Anion/Zwitterion Transport	Mitochondrial transport and thermogenesis  	0.2857142857142857	0.0	0.6691199855980365	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Ca2+ Activated K+ Channels R-HSA-1296052, Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	Ca2+ Activated K+ Channels, Transcriptional Regulation Of White Adipocyte Differentiation	Regulation of metabolic processes and inflammatory response  	0.2	0.1111111111111111	0.37434523842548306	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Creatine Metabolism R-HSA-71288, Signaling By WNT R-HSA-195721	Creatine Metabolism, Signaling By WNT	Wnt/β-Catenin signaling pathway regulation  	0.4	0.0	0.5162134591889457	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Cholesterol Biosynthesis R-HSA-191273, tRNA Modification In Mitochondrion R-HSA-6787450	Cholesterol Biosynthesis, tRNA Modification In Mitochondrion	Sterol Biosynthesis and Regulation  	0.16666666666666666	0.0	0.5499606411446654	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Mitochondrial Translation R-HSA-5368287	MicroRNA (miRNA) Biogenesis, Mitochondrial Translation	Mitochondrial Ribosome Assembly and RNA Processing  	0.2	0.0	0.641542523985528	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation Transport R-HSA-549127, Serotonin And Melatonin Biosynthesis R-HSA-209931	Organic Cation Transport, Serotonin And Melatonin Biosynthesis	Amino acid and neurotransmitter metabolism	0.14285714285714285	0.0	0.5355941960584831	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Olfactory Signaling Pathway R-HSA-381753	Mitochondrial Uncoupling, Olfactory Signaling Pathway	Olfactory signal transduction and sensory perception  	0.4	0.25	0.605902184201817	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Metal Ion SLC Transporters R-HSA-425410, Surfactant Metabolism R-HSA-5683826	Metal Ion SLC Transporters, Surfactant Metabolism	Surfactant metabolism and regulation in lung physiology  	0.3333333333333333	0.2	0.5522324433765878	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, Molybdenum Cofactor Biosynthesis R-HSA-947581	Fatty Acid Metabolism, Molybdenum Cofactor Biosynthesis	Lipid Metabolism and Remodeling  	0.16666666666666666	0.0	0.5140158150162609	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	Bile Acid And Bile Salt Metabolism, Vitamin B5 (Pantothenate) Metabolism	Cholesterol and Bile Acid Metabolism	0.4	0.2222222222222222	0.7044912083960098	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	MicroRNA (miRNA) Biogenesis R-HSA-203927, Vitamin B5 (Pantothenate) Metabolism R-HSA-199220	MicroRNA (miRNA) Biogenesis, Vitamin B5 (Pantothenate) Metabolism	Regulation of RNA processing and fatty acid metabolism  	0.14285714285714285	0.0	0.5241388928329596	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Chondroitin Sulfate Biosynthesis R-HSA-2022870, MicroRNA (miRNA) Biogenesis R-HSA-203927	Chondroitin Sulfate Biosynthesis, MicroRNA (miRNA) Biogenesis	Post-Transcriptional Regulation and Extracellular Matrix Modulation  	0.0	0.0	0.5093789670089859	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	PI3K/AKT Activation R-HSA-198203, Vitamin B1 (Thiamin) Metabolism R-HSA-196819	PI3K/AKT Activation, Vitamin B1 (Thiamin) Metabolism	PI3K-AKT signaling and glucose metabolism regulation  	0.42857142857142855	0.16666666666666666	0.6426351422140173	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Interleukin-27 Signaling R-HSA-9020956, RNA Polymerase III Transcription Initiation R-HSA-76046	Interleukin-27 Signaling, RNA Polymerase III Transcription Initiation	Cytokine signaling and transcriptional regulation in the immune response  	0.25	0.0	0.51558574840099	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, Mitochondrial Fatty Acid Beta-Oxidation Of Saturated Fatty Acids R-HSA-77286	Organic Cation/Anion/Zwitterion Transport, Mitochondrial Fatty Acid Beta-Oxidation Of Saturated Fatty Acids	Fatty Acid Beta-Oxidation and Transport Dynamics  	0.35714285714285715	0.23076923076923078	0.6447148069250757	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	RNA Polymerase III Transcription Initiation R-HSA-76046, Transport Of Nucleotide Sugars R-HSA-727802	RNA Polymerase III Transcription Initiation, Transport Of Nucleotide Sugars	RNA polymerase complex activity and transcription regulation  	0.3333333333333333	0.125	0.5647904405016535	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, Signaling By Leptin R-HSA-2586552	Organic Cation/Anion/Zwitterion Transport, Signaling By Leptin	Regulation of Metabolic Processes and Energy Homeostasis  	0.0	0.0	0.46923289672302326	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Signaling By WNT R-HSA-195721, Surfactant Metabolism R-HSA-5683826	Signaling By WNT, Surfactant Metabolism	Wnt signaling pathway modulation and oncogenic processes  	0.4	0.0	0.5738805954992388	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Phenylalanine And Tyrosine Metabolism R-HSA-8963691, Phospholipid Metabolism R-HSA-1483257	Phenylalanine And Tyrosine Metabolism, Phospholipid Metabolism	Phospholipid metabolism and signaling 	0.5	0.2	0.6363865277251652	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Mitochondrial Uncoupling R-HSA-166187, Regulation Of NF-kappa B Signaling R-HSA-9758274	Mitochondrial Uncoupling, Regulation Of NF-kappa B Signaling	Mitochondrial dynamics and apoptosis regulation  	0.25	0.0	0.6162958967737576	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091, Mitochondrial Translation R-HSA-5368287	Heparan Sulfate/Heparin (HS-GAG) Metabolism, Mitochondrial Translation	Mitochondrial protein synthesis and glycosaminoglycan metabolism  	0.25	0.0	0.6960928549456944	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Establishment Of Sister Chromatid Cohesion R-HSA-2468052, RNA Polymerase III Transcription Initiation R-HSA-76046	Establishment Of Sister Chromatid Cohesion, RNA Polymerase III Transcription Initiation	RNA Polymerase III Transcription Regulation and Chromosomal Cohesion  	0.5	0.3333333333333333	0.7266847090672661	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Surfactant Metabolism R-HSA-5683826, Tight Junction Interactions R-HSA-420029	Surfactant Metabolism, Tight Junction Interactions	Epithelial Barrier Formation and Regulation  	0.0	0.0	0.5202020177112651	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Metal Ion SLC Transporters R-HSA-425410, Nucleotide Salvage R-HSA-8956321	Metal Ion SLC Transporters, Nucleotide Salvage	Nucleotide and metal ion homeostasis  	0.5	0.2	0.6391053056702596	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Serotonin And Melatonin Biosynthesis R-HSA-209931, Surfactant Metabolism R-HSA-5683826	Serotonin And Melatonin Biosynthesis, Surfactant Metabolism	Regulation of Neurotransmission and Pulmonary Surfactant Homeostasis  	0.3333333333333333	0.0	0.6533024684612941	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Hyaluronan Metabolism R-HSA-2142845, Mitochondrial Uncoupling R-HSA-166187	Hyaluronan Metabolism, Mitochondrial Uncoupling	Hyaluronan metabolism and tissue homeostasis  	0.5	0.3333333333333333	0.7014901136733797	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Nucleotide Biosynthesis R-HSA-8956320, tRNA Modification In Mitochondrion R-HSA-6787450	Nucleotide Biosynthesis, tRNA Modification In Mitochondrion	Nucleotide Metabolism and Purine Biosynthesis  	0.3333333333333333	0.0	0.6057295553507867	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Fatty Acid Metabolism R-HSA-8978868, Mitochondrial Translation Elongation R-HSA-5389840	Fatty Acid Metabolism, Mitochondrial Translation Elongation	Fatty acid metabolism and mitochondrial protein synthesis  	0.6666666666666666	0.4	0.814506970633921	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Triglyceride Biosynthesis R-HSA-75109, Type I Hemidesmosome Assembly R-HSA-446107	Triglyceride Biosynthesis, Type I Hemidesmosome Assembly	Lipid metabolism and cell adhesion	0.0	0.0	0.6249713667107405	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Glycosphingolipid Metabolism R-HSA-1660662, Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	Glycosphingolipid Metabolism, Heparan Sulfate/Heparin (HS-GAG) Metabolism	Heparan sulfate biosynthesis and remodeling**  	0.25	0.14285714285714285	0.6653842939208188	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Regulation Of Glycolysis By Fructose 2,6-Bisphosphate Metabolism R-HSA-9634600, Signaling By Leptin R-HSA-2586552	Regulation Of Glycolysis By Fructose 2,6-Bisphosphate Metabolism, Signaling By Leptin	Leptin signaling and metabolic regulation  	0.3333333333333333	0.0	0.7079328145845889	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Signaling By BMP R-HSA-201451, Sphingolipid Metabolism R-HSA-428157	Signaling By BMP, Sphingolipid Metabolism	Sphingolipid metabolism and signaling regulation  	0.6	0.25	0.7129503784795549	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291, Tight Junction Interactions R-HSA-420029	Metabolism Of Amino Acids And Derivatives, Tight Junction Interactions	Amino Acid Metabolism and Urea Cycle Regulation  	0.4444444444444444	0.125	0.5986512576262468	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Interleukin-23 Signaling R-HSA-9020933, RNA Polymerase III Transcription Termination R-HSA-73980	Interleukin-23 Signaling, RNA Polymerase III Transcription Termination	Cytokine production and immune response regulation  	0.0	0.0	0.4033397969973453	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814, Interferon Alpha/Beta Signaling R-HSA-909733	Collagen Biosynthesis And Modifying Enzymes, Interferon Alpha/Beta Signaling	Extracellular matrix organization and immune response modulation  	0.1111111111111111	0.0	0.5275175121008262	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Coenzyme A Biosynthesis R-HSA-196783, RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061	Coenzyme A Biosynthesis, RNA Polymerase III Transcription Initiation From Type 1 Promoter	RNA Polymerase Complex Assembly and Function in Transcription Regulation  	0.25	0.09090909090909091	0.5083991927896845	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Organic Cation/Anion/Zwitterion Transport R-HSA-549132, Serotonin And Melatonin Biosynthesis R-HSA-209931	Organic Cation/Anion/Zwitterion Transport, Serotonin And Melatonin Biosynthesis	Monoamine Metabolism and Transport Regulation  	0.2222222222222222	0.0	0.6252087308641554	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741, Pyruvate Metabolism R-HSA-70268	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism, Pyruvate Metabolism	Fatty acid metabolism and mitochondrial function  	0.2222222222222222	0.0	0.4612250425427158	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Coenzyme A Biosynthesis R-HSA-196783, Interleukin-23 Signaling R-HSA-9020933	Coenzyme A Biosynthesis, Interleukin-23 Signaling	Immune response modulation and cellular metabolism regulation  	0.0	0.0	0.45720827276059367	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Intraflagellar Transport R-HSA-5620924, Transport Of Fatty Acids R-HSA-804914	Intraflagellar Transport, Transport Of Fatty Acids	Ciliary assembly and maintenance  	0.0	0.0	0.38001340898151403	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061, Visual Phototransduction R-HSA-2187338	RNA Polymerase III Transcription Initiation From Type 1 Promoter, Visual Phototransduction	Visual signal transduction and photoreception  	0.09090909090909091	0.0	0.540921748886602	GSAI_2hint
gpt-4o-mini-2024-07-18	Reactome_2022	Olfactory Signaling Pathway R-HSA-381753, Telomere Maintenance R-HSA-157579	Olfactory Signaling Pathway, Telomere Maintenance	Olfactory signaling and gene regulation  	0.4	0.25	0.6719140771554106	GSAI_2hint
