model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-3.5-turbo-0125	Reactome_2022	ABC Transporters In Lipid Homeostasis R-HSA-1369062	ABC Transporters In Lipid Homeostasis	Cholesterol Efflux, Lipid Transport, Sterol Homeostasis, Cholesterol Transport, Cholesterol Homeostasis	0.4	0.0	0.6302253511160085	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	ABC Transporters In Lipid Homeostasis R-HSA-1369062	ABC Transporters In Lipid Homeostasis	Cholesterol Efflux, Lipid Transport, Sterol Homeostasis, Cholesterol Transport, Cholesterol Homeostasis	0.4	0.0	0.6302253511160085	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	ABC-family Proteins Mediated Transport R-HSA-382556	ABC-family Proteins Mediated Transport	Proteasomal Protein Catabolic Process, Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Lipid Transport, Ubiquitin-Dependent ERAD Pathway	0.4	0.0	0.44681739667408094	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	ABC-family Proteins Mediated Transport R-HSA-382556	ABC-family Proteins Mediated Transport	Proteasomal Protein Catabolic Process, Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Lipid Transport, Ubiquitin-Dependent ERAD Pathway	0.4	0.0	0.44681739667408094	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	ABC-family Proteins Mediated Transport R-HSA-382556	ABC-family Proteins Mediated Transport	Proteasomal Protein Catabolic Process, Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Lipid Transport, Ubiquitin-Dependent ERAD Pathway	0.4	0.0	0.44681739667408094	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821	ADORA2B Mediated Anti-Inflammatory Cytokine Production	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway, Activation Of Adenylate Cyclase Activity, Positive Regulation Of Adenylate Cyclase Activity, G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger	0.0	0.0	0.42581467523889804	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821	ADORA2B Mediated Anti-Inflammatory Cytokine Production	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway, Activation Of Adenylate Cyclase Activity, Positive Regulation Of Adenylate Cyclase Activity, G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger	0.0	0.0	0.42581467523889804	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821	ADORA2B Mediated Anti-Inflammatory Cytokine Production	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway, Activation Of Adenylate Cyclase Activity, Positive Regulation Of Adenylate Cyclase Activity, G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger	0.0	0.0	0.42581467523889804	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592	ADP Signaling Thru P2Y Purinoceptor 1	Phospholipase C-activating Dopamine Receptor Signaling Pathway, G Protein-Coupled Acetylcholine Receptor Signaling Pathway, Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway, Action Potential, Acetylcholine Receptor Signaling Pathway	0.16666666666666666	0.0	0.5298535534283181	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592	ADP Signaling Thru P2Y Purinoceptor 1	Phospholipase C-activating Dopamine Receptor Signaling Pathway, G Protein-Coupled Acetylcholine Receptor Signaling Pathway, Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway, Action Potential, Acetylcholine Receptor Signaling Pathway	0.16666666666666666	0.0	0.5298535534283181	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592	ADP Signaling Thru P2Y Purinoceptor 1	Phospholipase C-activating Dopamine Receptor Signaling Pathway, G Protein-Coupled Acetylcholine Receptor Signaling Pathway, Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway, Action Potential, Acetylcholine Receptor Signaling Pathway	0.16666666666666666	0.0	0.5298535534283181	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	ADP Signaling Thru P2Y Purinoceptor 12 R-HSA-392170	ADP Signaling Thru P2Y Purinoceptor 12	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway, Response To Catecholamine, Cellular Response To Ketone	0.16666666666666666	0.0	0.5788134830968181	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	ADP Signaling Thru P2Y Purinoceptor 12 R-HSA-392170	ADP Signaling Thru P2Y Purinoceptor 12	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway, Response To Catecholamine, Cellular Response To Ketone	0.16666666666666666	0.0	0.5788134830968181	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	ADP Signaling Thru P2Y Purinoceptor 12 R-HSA-392170	ADP Signaling Thru P2Y Purinoceptor 12	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway, Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway, Response To Catecholamine, Cellular Response To Ketone	0.16666666666666666	0.0	0.5788134830968181	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	AKT Phosphorylates Targets In Cytosol R-HSA-198323	AKT Phosphorylates Targets In Cytosol	Negative Regulation Of Protein Kinase Activity, Regulation Of Type B Pancreatic Cell Development, Positive Regulation Of Protein Metabolic Process, DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest, Regulation Of Apoptotic Process	0.2	0.0	0.4860811592054677	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	AKT Phosphorylates Targets In Cytosol R-HSA-198323	AKT Phosphorylates Targets In Cytosol	Negative Regulation Of Protein Kinase Activity, Regulation Of Type B Pancreatic Cell Development, Positive Regulation Of Protein Metabolic Process, DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest, Regulation Of Apoptotic Process	0.2	0.0	0.4860811592054677	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	AKT Phosphorylates Targets In Cytosol R-HSA-198323	AKT Phosphorylates Targets In Cytosol	Negative Regulation Of Protein Kinase Activity, Regulation Of Type B Pancreatic Cell Development, Positive Regulation Of Protein Metabolic Process, DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest, Regulation Of Apoptotic Process	0.2	0.0	0.4860811592054677	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	AKT Phosphorylates Targets In Nucleus R-HSA-198693	AKT Phosphorylates Targets In Nucleus	Positive Regulation Of Glucose Metabolic Process, Cellular Response To Peptide Hormone Stimulus, Cellular Response To Insulin Stimulus, Insulin Receptor Signaling Pathway, Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane	0.0	0.0	0.35741585514505547	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	AKT Phosphorylates Targets In Nucleus R-HSA-198693	AKT Phosphorylates Targets In Nucleus	Positive Regulation Of Glucose Metabolic Process, Cellular Response To Peptide Hormone Stimulus, Cellular Response To Insulin Stimulus, Insulin Receptor Signaling Pathway, Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane	0.0	0.0	0.35741585514505547	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	AKT Phosphorylates Targets In Nucleus R-HSA-198693	AKT Phosphorylates Targets In Nucleus	Positive Regulation Of Glucose Metabolic Process, Cellular Response To Peptide Hormone Stimulus, Cellular Response To Insulin Stimulus, Insulin Receptor Signaling Pathway, Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane	0.0	0.0	0.35741585514505547	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	ALK Mutants Bind TKIs R-HSA-9700645	ALK Mutants Bind TKIs	Clathrin Coat Assembly, Regulation Of Cell Population Proliferation, Regulation Of Dendrite Development, Regulation Of Protein Phosphorylation, Regulation Of Apoptotic Process	0.0	0.0	0.32130494000967735	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	ALK Mutants Bind TKIs R-HSA-9700645	ALK Mutants Bind TKIs	Clathrin Coat Assembly, Regulation Of Cell Population Proliferation, Regulation Of Dendrite Development, Regulation Of Protein Phosphorylation, Regulation Of Apoptotic Process	0.0	0.0	0.32130494000967735	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	ALK Mutants Bind TKIs R-HSA-9700645	ALK Mutants Bind TKIs	Clathrin Coat Assembly, Regulation Of Cell Population Proliferation, Regulation Of Dendrite Development, Regulation Of Protein Phosphorylation, Regulation Of Apoptotic Process	0.0	0.0	0.32130494000967735	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	AMPK Inhibits chREBP Transcriptional Activity	Glucose Homeostasis, Regulation Of Cold-Induced Thermogenesis, Lipid Oxidation, Positive Regulation Of Cold-Induced Thermogenesis, Positive Regulation Of Metabolic Process	0.0	0.0	0.4225936375062954	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	AMPK Inhibits chREBP Transcriptional Activity	Glucose Homeostasis, Regulation Of Cold-Induced Thermogenesis, Lipid Oxidation, Positive Regulation Of Cold-Induced Thermogenesis, Positive Regulation Of Metabolic Process	0.0	0.0	0.4225936375062954	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	AMPK Inhibits chREBP Transcriptional Activity	Glucose Homeostasis, Regulation Of Cold-Induced Thermogenesis, Lipid Oxidation, Positive Regulation Of Cold-Induced Thermogenesis, Positive Regulation Of Metabolic Process	0.0	0.0	0.4225936375062954	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC Truncation Mutants Have Impaired AXIN Binding R-HSA-5467337	APC Truncation Mutants Have Impaired AXIN Binding	Protein Dephosphorylation, Dephosphorylation, Protein Modification Process, Negative Regulation Of Wnt Signaling Pathway, Response To Lead Ion	0.0	0.0	0.4404638214900152	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC Truncation Mutants Have Impaired AXIN Binding R-HSA-5467337	APC Truncation Mutants Have Impaired AXIN Binding	Protein Dephosphorylation, Dephosphorylation, Protein Modification Process, Negative Regulation Of Wnt Signaling Pathway, Response To Lead Ion	0.0	0.0	0.4404638214900152	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC Truncation Mutants Have Impaired AXIN Binding R-HSA-5467337	APC Truncation Mutants Have Impaired AXIN Binding	Protein Dephosphorylation, Dephosphorylation, Protein Modification Process, Negative Regulation Of Wnt Signaling Pathway, Response To Lead Ion	0.0	0.0	0.4404638214900152	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409	APC-Cdc20 Mediated Degradation Of Nek2A	Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle, Regulation Of Mitotic Cell Cycle, Protein K11-linked Ubiquitination, Protein Polyubiquitination	0.16666666666666666	0.0	0.5288484274606303	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409	APC-Cdc20 Mediated Degradation Of Nek2A	Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle, Regulation Of Mitotic Cell Cycle, Protein K11-linked Ubiquitination, Protein Polyubiquitination	0.16666666666666666	0.0	0.5288484274606303	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409	APC-Cdc20 Mediated Degradation Of Nek2A	Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle, Regulation Of Mitotic Cell Cycle, Protein K11-linked Ubiquitination, Protein Polyubiquitination	0.16666666666666666	0.0	0.5288484274606303	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143	APC/C-mediated Degradation Of Cell Cycle Proteins	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Mitotic Cell Cycle	0.375	0.14285714285714285	0.581280337813934	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143	APC/C-mediated Degradation Of Cell Cycle Proteins	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Mitotic Cell Cycle	0.375	0.14285714285714285	0.581280337813934	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143	APC/C-mediated Degradation Of Cell Cycle Proteins	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Mitotic Cell Cycle	0.375	0.14285714285714285	0.581280337813934	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048	APC/C:Cdc20 Mediated Degradation Of Cyclin B	Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle, Protein K11-linked Ubiquitination, Regulation Of Mitotic Cell Cycle, Protein Polyubiquitination	0.125	0.0	0.542198448107636	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048	APC/C:Cdc20 Mediated Degradation Of Cyclin B	Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle, Protein K11-linked Ubiquitination, Regulation Of Mitotic Cell Cycle, Protein Polyubiquitination	0.125	0.0	0.542198448107636	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048	APC/C:Cdc20 Mediated Degradation Of Cyclin B	Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle, Protein K11-linked Ubiquitination, Regulation Of Mitotic Cell Cycle, Protein Polyubiquitination	0.125	0.0	0.542198448107636	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154	APC/C:Cdc20 Mediated Degradation Of Securin	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.14285714285714285	0.0	0.5068700306021918	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154	APC/C:Cdc20 Mediated Degradation Of Securin	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.14285714285714285	0.0	0.5068700306021918	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154	APC/C:Cdc20 Mediated Degradation Of Securin	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.14285714285714285	0.0	0.5068700306021918	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.25	0.0	0.5656988284463428	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.25	0.0	0.5656988284463428	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.25	0.0	0.5656988284463428	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.058823529411764705	0.0	0.5100444501055632	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.058823529411764705	0.0	0.5100444501055632	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.058823529411764705	0.0	0.5100444501055632	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.25	0.09090909090909091	0.5431677161462231	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.25	0.09090909090909091	0.5431677161462231	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process, Ubiquitin-Dependent Protein Catabolic Process, Proteasomal Protein Catabolic Process, Anaphase-Promoting Complex-Dependent Catabolic Process, Regulation Of Meiotic Cell Cycle	0.25	0.09090909090909091	0.5431677161462231	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway R-HSA-5649702	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway	Base-Excision Repair, Depyrimidination, Base-Excision Repair, AP Site Formation, Pyrimidine Deoxyribonucleotide Catabolic Process, DNA Repair	0.18181818181818182	0.1	0.6316600950450213	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway R-HSA-5649702	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway	Base-Excision Repair, Depyrimidination, Base-Excision Repair, AP Site Formation, Pyrimidine Deoxyribonucleotide Catabolic Process, DNA Repair	0.18181818181818182	0.1	0.6316600950450213	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway R-HSA-5649702	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway	Base-Excision Repair, Depyrimidination, Base-Excision Repair, AP Site Formation, Pyrimidine Deoxyribonucleotide Catabolic Process, DNA Repair	0.18181818181818182	0.1	0.6316600950450213	ORA	0	0
gpt-4o-mini-2024-07-18	Reactome_2022	APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689	APOBEC3G Mediated Resistance To HIV-1	Negative Regulation Of Viral Process, Regulation Of Viral Genome Replication, Negative Regulation Of Viral Genome Replication, mRNA 5'-Splice Site Recognition, Negative Regulation Of Protein Polyubiquitination	0.0	0.0	0.46357142758265796	ORA	0	0
gpt-3.5-turbo-0125	Reactome_2022	APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689	APOBEC3G Mediated Resistance To HIV-1	Negative Regulation Of Viral Process, Regulation Of Viral Genome Replication, Negative Regulation Of Viral Genome Replication, mRNA 5'-Splice Site Recognition, Negative Regulation Of Protein Polyubiquitination	0.0	0.0	0.46357142758265796	ORA	0	0
gpt-4o-2024-08-06	Reactome_2022	APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689	APOBEC3G Mediated Resistance To HIV-1	Negative Regulation Of Viral Process, Regulation Of Viral Genome Replication, Negative Regulation Of Viral Genome Replication, mRNA 5'-Splice Site Recognition, Negative Regulation Of Protein Polyubiquitination	0.0	0.0	0.46357142758265796	ORA	0	0
