model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method
gpt-3.5-turbo-0125	KEGG_2021_Human	Non-homologous end-joining, Ubiquitin mediated proteolysis	Non-homologous end-joining, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.14285714285714285	0.0	0.584619389167917	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Non-homologous end-joining, Ubiquitin mediated proteolysis	Non-homologous end-joining, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.14285714285714285	0.0	0.584619389167917	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Insulin signaling pathway, Renin-angiotensin system	Insulin signaling pathway, Renin-angiotensin system	Cellular Response To Insulin Stimulus, Phosphorylation	0.16666666666666666	0.0	0.5454720612028889	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Insulin signaling pathway, Renin-angiotensin system	Insulin signaling pathway, Renin-angiotensin system	Cellular Response To Insulin Stimulus, Phosphorylation	0.16666666666666666	0.0	0.5454720612028889	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Insulin signaling pathway, Renin-angiotensin system	Insulin signaling pathway, Renin-angiotensin system	Cellular Response To Insulin Stimulus, Phosphorylation	0.16666666666666666	0.0	0.5454720612028889	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Pentose phosphate pathway	D-Glutamine and D-glutamate metabolism, Pentose phosphate pathway	Pentose-Phosphate Shunt, Glucose 6-Phosphate Metabolic Process	0.3333333333333333	0.125	0.6345370258490834	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Pentose phosphate pathway	D-Glutamine and D-glutamate metabolism, Pentose phosphate pathway	Pentose-Phosphate Shunt, Glucose 6-Phosphate Metabolic Process	0.3333333333333333	0.125	0.6345370258490834	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Pentose phosphate pathway	D-Glutamine and D-glutamate metabolism, Pentose phosphate pathway	Pentose-Phosphate Shunt, Glucose 6-Phosphate Metabolic Process	0.3333333333333333	0.125	0.6345370258490834	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction, Prolactin signaling pathway	Cardiac muscle contraction, Prolactin signaling pathway	Aerobic Electron Transport Chain, Mitochondrial ATP Synthesis Coupled Electron Transport	0.0	0.0	0.2768049209037597	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Cardiac muscle contraction, Prolactin signaling pathway	Cardiac muscle contraction, Prolactin signaling pathway	Aerobic Electron Transport Chain, Mitochondrial ATP Synthesis Coupled Electron Transport	0.0	0.0	0.2768049209037597	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Cardiac muscle contraction, Prolactin signaling pathway	Cardiac muscle contraction, Prolactin signaling pathway	Aerobic Electron Transport Chain, Mitochondrial ATP Synthesis Coupled Electron Transport	0.0	0.0	0.2768049209037597	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Phosphatidylinositol signaling system, Wnt signaling pathway	Phosphatidylinositol signaling system, Wnt signaling pathway	Wnt Signaling Pathway, Canonical Wnt Signaling Pathway	0.6666666666666666	0.4	0.6961077551610706	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Phosphatidylinositol signaling system, Wnt signaling pathway	Phosphatidylinositol signaling system, Wnt signaling pathway	Wnt Signaling Pathway, Canonical Wnt Signaling Pathway	0.6666666666666666	0.4	0.6961077551610706	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Phosphatidylinositol signaling system, Wnt signaling pathway	Phosphatidylinositol signaling system, Wnt signaling pathway	Wnt Signaling Pathway, Canonical Wnt Signaling Pathway	0.6666666666666666	0.4	0.6961077551610706	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Gamma-Aminobutyric Acid Signaling Pathway, Nucleotide-Sugar Biosynthetic Process	0.25	0.14285714285714285	0.7130655996603446	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Gamma-Aminobutyric Acid Signaling Pathway, Nucleotide-Sugar Biosynthetic Process	0.25	0.14285714285714285	0.7130655996603446	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Amino sugar and nucleotide sugar metabolism, GABAergic synapse	Gamma-Aminobutyric Acid Signaling Pathway, Nucleotide-Sugar Biosynthetic Process	0.25	0.14285714285714285	0.7130655996603446	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	GABAergic synapse, Synaptic vesicle cycle	GABAergic synapse, Synaptic vesicle cycle	Chemical Synaptic Transmission, Gamma-Aminobutyric Acid Signaling Pathway	0.2	0.0	0.6353009554822362	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	GABAergic synapse, Synaptic vesicle cycle	GABAergic synapse, Synaptic vesicle cycle	Chemical Synaptic Transmission, Gamma-Aminobutyric Acid Signaling Pathway	0.2	0.0	0.6353009554822362	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	GABAergic synapse, Synaptic vesicle cycle	GABAergic synapse, Synaptic vesicle cycle	Chemical Synaptic Transmission, Gamma-Aminobutyric Acid Signaling Pathway	0.2	0.0	0.6353009554822362	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Sphingolipid Metabolic Process, Sphingolipid Biosynthetic Process	0.25	0.14285714285714285	0.6449549017636624	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Sphingolipid Metabolic Process, Sphingolipid Biosynthetic Process	0.25	0.14285714285714285	0.6449549017636624	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Amino sugar and nucleotide sugar metabolism, Sphingolipid metabolism	Sphingolipid Metabolic Process, Sphingolipid Biosynthetic Process	0.25	0.14285714285714285	0.6449549017636624	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction, Inositol phosphate metabolism	Cardiac muscle contraction, Inositol phosphate metabolism	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.5448021581235349	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Cardiac muscle contraction, Inositol phosphate metabolism	Cardiac muscle contraction, Inositol phosphate metabolism	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.5448021581235349	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Cardiac muscle contraction, Inositol phosphate metabolism	Cardiac muscle contraction, Inositol phosphate metabolism	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.5448021581235349	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	DNA replication, Oxidative phosphorylation	DNA replication, Oxidative phosphorylation	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain	0.0	0.0	0.5212710184360221	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	DNA replication, Oxidative phosphorylation	DNA replication, Oxidative phosphorylation	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain	0.0	0.0	0.5212710184360221	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	DNA replication, Oxidative phosphorylation	DNA replication, Oxidative phosphorylation	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain	0.0	0.0	0.5212710184360221	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Notch signaling pathway, Phosphatidylinositol signaling system	Notch signaling pathway, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.5659167631181263	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Notch signaling pathway, Phosphatidylinositol signaling system	Notch signaling pathway, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.5659167631181263	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Notch signaling pathway, Phosphatidylinositol signaling system	Notch signaling pathway, Phosphatidylinositol signaling system	Phosphatidylinositol Metabolic Process, Phosphatidylinositol Biosynthetic Process	0.16666666666666666	0.0	0.5659167631181263	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Hedgehog signaling pathway, Wnt signaling pathway	Hedgehog signaling pathway, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.8333333333333334	0.8	0.7351790485251269	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Hedgehog signaling pathway, Wnt signaling pathway	Hedgehog signaling pathway, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.8333333333333334	0.8	0.7351790485251269	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Hedgehog signaling pathway, Wnt signaling pathway	Hedgehog signaling pathway, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.8333333333333334	0.8	0.7351790485251269	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction, Glycerophospholipid metabolism	Cardiac muscle contraction, Glycerophospholipid metabolism	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.4	0.0	0.6005861406505324	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Cardiac muscle contraction, Glycerophospholipid metabolism	Cardiac muscle contraction, Glycerophospholipid metabolism	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.4	0.0	0.6005861406505324	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Cardiac muscle contraction, Glycerophospholipid metabolism	Cardiac muscle contraction, Glycerophospholipid metabolism	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.4	0.0	0.6005861406505324	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, RNA transport	Amino sugar and nucleotide sugar metabolism, RNA transport	RNA Export From Nucleus, mRNA Export From Nucleus	0.125	0.0	0.512314916931513	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, RNA transport	Amino sugar and nucleotide sugar metabolism, RNA transport	RNA Export From Nucleus, mRNA Export From Nucleus	0.125	0.0	0.512314916931513	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism, RNA transport	Amino sugar and nucleotide sugar metabolism, RNA transport	RNA Export From Nucleus, mRNA Export From Nucleus	0.125	0.0	0.512314916931513	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.3333333333333333	0.0	0.7145025919062875	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.3333333333333333	0.0	0.7145025919062875	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycerophospholipid metabolism, Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.3333333333333333	0.0	0.7145025919062875	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phototransduction	Glycolysis / Gluconeogenesis, Phototransduction	Pyruvate Metabolic Process, Glycolytic Process	0.0	0.0	0.5717954229558226	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phototransduction	Glycolysis / Gluconeogenesis, Phototransduction	Pyruvate Metabolic Process, Glycolytic Process	0.0	0.0	0.5717954229558226	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phototransduction	Glycolysis / Gluconeogenesis, Phototransduction	Pyruvate Metabolic Process, Glycolytic Process	0.0	0.0	0.5717954229558226	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Oxidative phosphorylation, Phototransduction	Oxidative phosphorylation, Phototransduction	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain	0.0	0.0	0.5373638379484171	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Oxidative phosphorylation, Phototransduction	Oxidative phosphorylation, Phototransduction	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain	0.0	0.0	0.5373638379484171	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Oxidative phosphorylation, Phototransduction	Oxidative phosphorylation, Phototransduction	Mitochondrial ATP Synthesis Coupled Electron Transport, Aerobic Electron Transport Chain	0.0	0.0	0.5373638379484171	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, GABAergic synapse	Chemokine signaling pathway, GABAergic synapse	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.6	0.25	0.7235452971573912	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemokine signaling pathway, GABAergic synapse	Chemokine signaling pathway, GABAergic synapse	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.6	0.25	0.7235452971573912	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Chemokine signaling pathway, GABAergic synapse	Chemokine signaling pathway, GABAergic synapse	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.6	0.25	0.7235452971573912	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Pyruvate Metabolic Process, Phosphatidylinositol Metabolic Process	0.2	0.0	0.6956680946929933	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Pyruvate Metabolic Process, Phosphatidylinositol Metabolic Process	0.2	0.0	0.6956680946929933	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Glycolysis / Gluconeogenesis, Phosphatidylinositol signaling system	Pyruvate Metabolic Process, Phosphatidylinositol Metabolic Process	0.2	0.0	0.6956680946929933	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway, RNA transport	Chemokine signaling pathway, RNA transport	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.6	0.25	0.7496998108859063	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Chemokine signaling pathway, RNA transport	Chemokine signaling pathway, RNA transport	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.6	0.25	0.7496998108859063	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Chemokine signaling pathway, RNA transport	Chemokine signaling pathway, RNA transport	Chemokine-Mediated Signaling Pathway, Cellular Response To Chemokine	0.6	0.25	0.7496998108859063	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	RNA transport, Wnt signaling pathway	RNA transport, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.6	0.5	0.6590688176664484	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	RNA transport, Wnt signaling pathway	RNA transport, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.6	0.5	0.6590688176664484	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	RNA transport, Wnt signaling pathway	RNA transport, Wnt signaling pathway	Canonical Wnt Signaling Pathway, Wnt Signaling Pathway	0.6	0.5	0.6590688176664484	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.2	0.0	0.5895648027865432	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.2	0.0	0.5895648027865432	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Glycosaminoglycan biosynthesis, Ubiquitin mediated proteolysis	Protein Ubiquitination, Protein Polyubiquitination	0.2	0.0	0.5895648027865432	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	Cellular Response To Insulin Stimulus, Phosphorylation	0.1111111111111111	0.0	0.5063872178928591	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	Cellular Response To Insulin Stimulus, Phosphorylation	0.1111111111111111	0.0	0.5063872178928591	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	D-Glutamine and D-glutamate metabolism, Insulin signaling pathway	Cellular Response To Insulin Stimulus, Phosphorylation	0.1111111111111111	0.0	0.5063872178928591	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Phosphatidylinositol Biosynthetic Process, Phosphatidylinositol Metabolic Process	0.14285714285714285	0.0	0.7020139144267494	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Phosphatidylinositol Biosynthetic Process, Phosphatidylinositol Metabolic Process	0.14285714285714285	0.0	0.7020139144267494	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis, Inositol phosphate metabolism	Phosphatidylinositol Biosynthetic Process, Phosphatidylinositol Metabolic Process	0.14285714285714285	0.0	0.7020139144267494	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Glycerophospholipid metabolism, Non-homologous end-joining	Glycerophospholipid metabolism, Non-homologous end-joining	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.3333333333333333	0.0	0.6066540441122188	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Glycerophospholipid metabolism, Non-homologous end-joining	Glycerophospholipid metabolism, Non-homologous end-joining	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.3333333333333333	0.0	0.6066540441122188	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Glycerophospholipid metabolism, Non-homologous end-joining	Glycerophospholipid metabolism, Non-homologous end-joining	Glycerophospholipid Biosynthetic Process, Phosphatidic Acid Metabolic Process	0.3333333333333333	0.0	0.6066540441122188	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Steroid hormone biosynthesis, Tryptophan metabolism	Steroid hormone biosynthesis, Tryptophan metabolism	Steroid Metabolic Process, Steroid Hormone Biosynthetic Process	0.6	0.25	0.6568200890095137	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Steroid hormone biosynthesis, Tryptophan metabolism	Steroid hormone biosynthesis, Tryptophan metabolism	Steroid Metabolic Process, Steroid Hormone Biosynthetic Process	0.6	0.25	0.6568200890095137	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Steroid hormone biosynthesis, Tryptophan metabolism	Steroid hormone biosynthesis, Tryptophan metabolism	Steroid Metabolic Process, Steroid Hormone Biosynthetic Process	0.6	0.25	0.6568200890095137	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction, Phototransduction	Cardiac muscle contraction, Phototransduction	Aerobic Electron Transport Chain, Mitochondrial ATP Synthesis Coupled Electron Transport	0.0	0.0	0.3663978929127183	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	Cardiac muscle contraction, Phototransduction	Cardiac muscle contraction, Phototransduction	Aerobic Electron Transport Chain, Mitochondrial ATP Synthesis Coupled Electron Transport	0.0	0.0	0.3663978929127183	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	Cardiac muscle contraction, Phototransduction	Cardiac muscle contraction, Phototransduction	Aerobic Electron Transport Chain, Mitochondrial ATP Synthesis Coupled Electron Transport	0.0	0.0	0.3663978929127183	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	Pyruvate Metabolic Process, Ethanol Oxidation	0.25	0.14285714285714285	0.5560127758722414	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	Pyruvate Metabolic Process, Ethanol Oxidation	0.25	0.14285714285714285	0.5560127758722414	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	D-Glutamine and D-glutamate metabolism, Pyruvate metabolism	Pyruvate Metabolic Process, Ethanol Oxidation	0.25	0.14285714285714285	0.5560127758722414	ORA
gpt-4o-mini-2024-07-18	KEGG_2021_Human	GABAergic synapse, Tryptophan metabolism	GABAergic synapse, Tryptophan metabolism	Gamma-Aminobutyric Acid Signaling Pathway, Synaptic Transmission, GABAergic	0.25	0.0	0.6447419780895216	ORA
gpt-3.5-turbo-0125	KEGG_2021_Human	GABAergic synapse, Tryptophan metabolism	GABAergic synapse, Tryptophan metabolism	Gamma-Aminobutyric Acid Signaling Pathway, Synaptic Transmission, GABAergic	0.25	0.0	0.6447419780895216	ORA
gpt-4o-2024-08-06	KEGG_2021_Human	GABAergic synapse, Tryptophan metabolism	GABAergic synapse, Tryptophan metabolism	Gamma-Aminobutyric Acid Signaling Pathway, Synaptic Transmission, GABAergic	0.25	0.0	0.6447419780895216	ORA
