model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-4o-mini-2024-07-18	Reactome_2022	ALK Mutants Bind TKIs R-HSA-9700645	ALK Mutants Bind TKIs	None found.	0.0	0.0	0.17853781568332916	llm2geneset	1034	1626
gpt-4o-mini-2024-07-18	Reactome_2022	AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	AMPK Inhibits chREBP Transcriptional Activity	AMPK signaling pathway, Regulation of fatty acid metabolism	0.2	0.0	0.6136578123833554	llm2geneset	1043	1181
gpt-4o-mini-2024-07-18	Reactome_2022	APC Truncation Mutants Have Impaired AXIN Binding R-HSA-5467337	APC Truncation Mutants Have Impaired AXIN Binding	PP2A activation, Regulation of Wnt signaling pathway, Wnt signaling pathway	0.0	0.0	0.42377286313929463	llm2geneset	1074	1275
gpt-4o-mini-2024-07-18	Reactome_2022	APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409	APC-Cdc20 Mediated Degradation Of Nek2A	Anaphase-promoting complex (APC/C) mediates proteolysis, Ubiquitin-proteasome pathway, Spindle Assembly Checkpoint, Cell Cycle Regulation, Mitotic Cell Cycle	0.3333333333333333	0.0	0.6268010325882114	llm2geneset	1129	1890
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143	APC/C-mediated Degradation Of Cell Cycle Proteins	Proteasome-mediated Protein Catabolism, Anaphase Promoting Complex (APC) mediated Mitotic Exit, Cell Cycle, Mitotic Spindle Assembly	0.25	0.14285714285714285	0.6836667938236671	llm2geneset	1368	1865
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048	APC/C:Cdc20 Mediated Degradation Of Cyclin B	Protein Ubiquitination, Regulation of the Cell Cycle, Cell Cycle, Ubiquitin-Proteasome Pathway	0.125	0.0	0.48581890612269485	llm2geneset	1103	1858
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154	APC/C:Cdc20 Mediated Degradation Of Securin	Proteasomal degradation, APC/C-mediated proteolysis, Ubiquitin-proteasome pathway, Protein catabolic process	0.42857142857142855	0.16666666666666666	0.6769497294550513	llm2geneset	1272	1850
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409	APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins	Proteasome-mediated Protein Catabolism, Ubiquitin-proteasome System, Mitotic Spindle Assembly, Cell Cycle Regulation	0.25	0.0	0.5252692523803312	llm2geneset	1308	1790
gpt-4o-mini-2024-07-18	Reactome_2022	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178	APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1	Proteasome-mediated protein catabolism, Anaphase-promoting complex/cyclosome (APC/C) complex, Ubiquitin-proteasome pathway, Cell cycle regulation, Mitotic spindle assembly	0.11764705882352941	0.0625	0.5920224551823232	llm2geneset	1316	1666
gpt-4o-mini-2024-07-18	Reactome_2022	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419	APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied	Proteasome-mediated degradation, Ubiquitin-proteasome system, Regulation of anaphase, Cell cycle	0.16666666666666666	0.09090909090909091	0.5130727268509134	llm2geneset	1294	2004
gpt-4o-mini-2024-07-18	Reactome_2022	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway R-HSA-5649702	APEX1-Independent Resolution Of AP Sites Via Single Nucleotide Replacement Pathway	Base Excision Repair	0.0	0.0	0.5097007606098127	llm2geneset	1033	1319
gpt-4o-mini-2024-07-18	Reactome_2022	APOBEC3G Mediated Resistance To HIV-1 R-HSA-180689	APOBEC3G Mediated Resistance To HIV-1	None found.	0.0	0.0	0.17901675685255616	llm2geneset	1010	1185
gpt-4o-mini-2024-07-18	Reactome_2022	ARMS-mediated Activation R-HSA-170984	ARMS-mediated Activation	Neurotrophin signaling pathway, MAPK signaling pathway	0.0	0.0	0.2798294445567919	llm2geneset	1018	1674
gpt-4o-mini-2024-07-18	Reactome_2022	ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994	ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress	RNA Exosome Complex, Transcriptional regulation in response to stress, Unfolded Protein Response	0.4444444444444444	0.25	0.5477905636500109	llm2geneset	1111	1293
gpt-4o-mini-2024-07-18	Reactome_2022	ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183	ATF6 (ATF6-alpha) Activates Chaperone Genes	Unfolded Protein Response (UPR), Endoplasmic Reticulum (ER) Stress Response	0.0	0.0	0.5527481659087266	llm2geneset	1051	1223
gpt-4o-mini-2024-07-18	Reactome_2022	ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033	ATF6 (ATF6-alpha) Activates Chaperones	Unfolded Protein Response, Endoplasmic Reticulum Stress Response	0.0	0.0	0.5645362299816278	llm2geneset	1040	1318
gpt-4o-mini-2024-07-18	Reactome_2022	AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408	AUF1 (hnRNP D0) Binds And Destabilizes mRNA	Proteasome-mediated ubiquitin-dependent protein catabolic process, Protein folding and degradation, Cellular response to stress, Heat shock protein (HSP) regulation	0.14285714285714285	0.0	0.379484519061824	llm2geneset	1225	1839
gpt-4o-mini-2024-07-18	Reactome_2022	AURKA Activation By TPX2 R-HSA-8854518	AURKA Activation By TPX2	Centrosome assembly, Microtubule dynamics, Mitotic spindle organization, Ciliary assembly and function, Regulation of cell division	0.0	0.0	0.4106360595466113	llm2geneset	1274	1368
gpt-4o-mini-2024-07-18	Reactome_2022	Abacavir ADME R-HSA-2161522	Abacavir ADME	Drug absorption and transport, Organic cation transport	0.0	0.0	0.4597043876562665	llm2geneset	1036	1335
gpt-4o-mini-2024-07-18	Reactome_2022	Abacavir Metabolism R-HSA-2161541	Abacavir Metabolism	None found.	0.0	0.0	0.18120372062831358	llm2geneset	1000	1199
gpt-4o-mini-2024-07-18	Reactome_2022	Abacavir Transmembrane Transport R-HSA-2161517	Abacavir Transmembrane Transport	Drug transport, Transport across the plasma membrane, Cellular response to drug, Multidrug resistance protein activity	0.3333333333333333	0.0	0.5382117702139574	llm2geneset	1015	1690
gpt-4o-mini-2024-07-18	Reactome_2022	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects	G1/S Transition of Mitotic Cell Cycle, E2F-mediated Regulation of Transcription, Cell Cycle Regulation, Positive Regulation of Cell Proliferation	0.38461538461538464	0.25	0.5836454136936481	llm2geneset	1100	1374
gpt-4o-mini-2024-07-18	Reactome_2022	Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139	Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects	G1/S transition of the cell cycle, Cell cycle regulation, Ubiquitin-mediated proteolysis	0.3	0.1111111111111111	0.5607602995894041	llm2geneset	1154	1771
gpt-4o-mini-2024-07-18	Reactome_2022	Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136	Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects	Anaphase Promoting Complex/Cyclosome (APC/C) Regulation, Ubiquitin-Proteasome Pathway, Cell Cycle Checkpoints	0.09090909090909091	0.0	0.47137875043418587	llm2geneset	1115	1596
gpt-4o-mini-2024-07-18	Reactome_2022	Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242	Abortive Elongation Of HIV-1 Transcript In Absence Of Tat	RNA polymerase II transcription, Transcription elongation	0.2	0.0	0.47495632854090053	llm2geneset	1100	1624
gpt-4o-mini-2024-07-18	Reactome_2022	Acetylcholine Neurotransmitter Release Cycle R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	Exocytosis, Regulation of neurotransmitter secretion, Neurotransmitter release, Synaptic vesicle cycle, Stimulus-secretion coupling	0.5	0.3333333333333333	0.666453143379106	llm2geneset	1072	1544
gpt-4o-mini-2024-07-18	Reactome_2022	Acetylcholine Binding And Downstream Events R-HSA-181431	Acetylcholine Binding And Downstream Events	Nicotinic acetylcholine receptor signaling pathway, Acetylcholine receptor activity	0.2	0.0	0.6435704523699396	llm2geneset	1065	1659
gpt-4o-mini-2024-07-18	Reactome_2022	Acetylcholine Inhibits Contraction Of Outer Hair Cells R-HSA-9667769	Acetylcholine Inhibits Contraction Of Outer Hair Cells	None found.	0.0	0.0	0.1390427670978932	llm2geneset	1019	1569
gpt-4o-mini-2024-07-18	Reactome_2022	Acetylcholine Regulates Insulin Secretion R-HSA-399997	Acetylcholine Regulates Insulin Secretion	Phospholipase C signaling pathway, Calcium signaling pathway, G protein-coupled receptor signaling pathway	0.0	0.0	0.30596506958757097	llm2geneset	1052	1910
gpt-4o-mini-2024-07-18	Reactome_2022	Acrosome Reaction And Sperm:Oocyte Membrane Binding R-HSA-1300645	Acrosome Reaction And Sperm:Oocyte Membrane Binding	None found.	0.0	0.0	0.1425365645744611	llm2geneset	1012	1096
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948	Activated NOTCH1 Transmits Signal To Nucleus	Notch signaling pathway, Regulation of epithelial cell development	0.16666666666666666	0.0	0.6929927861819605	llm2geneset	1113	1352
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NTRK2 Signals Thru CDK5 R-HSA-9032845	Activated NTRK2 Signals Thru CDK5	None found.	0.0	0.0	0.19451977070601584	llm2geneset	1029	1349
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NTRK2 Signals Thru FRS2 And FRS3 R-HSA-9028731	Activated NTRK2 Signals Thru FRS2 And FRS3	Neurotrophin signaling pathway, RAS signaling pathway, FGFR signaling pathway	0.14285714285714285	0.0	0.5654724012345694	llm2geneset	1040	1808
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NTRK2 Signals Thru FYN R-HSA-9032500	Activated NTRK2 Signals Thru FYN	Focal adhesion	0.0	0.0	0.38337228251896827	llm2geneset	1018	2028
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NTRK2 Signals Thru PI3K R-HSA-9028335	Activated NTRK2 Signals Thru PI3K	Neurotrophin signaling pathway, PI3K-Akt signaling pathway, Signal transduction by growth factor receptors and second messengers	0.4	0.0	0.6065875090177122	llm2geneset	1051	1384
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NTRK2 Signals Thru RAS R-HSA-9026519	Activated NTRK2 Signals Thru RAS	Neurotrophin signaling pathway, MAPK signaling pathway, Ras signaling pathway	0.4	0.0	0.5840361534983843	llm2geneset	1036	1834
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NTRK3 Signals Thru PI3K R-HSA-9603381	Activated NTRK3 Signals Thru PI3K	Insulin receptor signaling pathway, Neurotrophin signaling pathway, Cell growth and proliferation, PI3K-Akt signaling pathway	0.4	0.0	0.6330083440507079	llm2geneset	1035	1351
gpt-4o-mini-2024-07-18	Reactome_2022	Activated NTRK3 Signals Thru RAS R-HSA-9034864	Activated NTRK3 Signals Thru RAS	RAS signaling pathway, Neurotrophin signaling pathway, Signal transduction via phosphoinositide 3-kinase (PI3K) pathway	0.4	0.0	0.5787208648150205	llm2geneset	1049	1446
gpt-4o-mini-2024-07-18	Reactome_2022	Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886	Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3	Histone Modifications	0.0	0.0	0.28305556009436306	llm2geneset	1124	1874
gpt-4o-mini-2024-07-18	Reactome_2022	Activated Point Mutants Of FGFR2 R-HSA-2033519	Activated Point Mutants Of FGFR2	FGF signaling pathway	0.0	0.0	0.550373040762726	llm2geneset	1052	1072
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of AMPK Downstream Of NMDARs R-HSA-9619483	Activation Of AMPK Downstream Of NMDARs	AMPK signaling pathway, Cognition and neuronal function	0.16666666666666666	0.0	0.6452457630677332	llm2geneset	1038	2059
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814	Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins	Proteasome-mediated protein catabolism, Cell cycle, Chromosome segregation	0.15384615384615385	0.0	0.4871521253121204	llm2geneset	1292	1707
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of ATR In Response To Replication Stress R-HSA-176187	Activation Of ATR In Response To Replication Stress	DNA replication, Cell cycle regulation	0.125	0.0	0.44504982445476426	llm2geneset	1111	1780
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of BAD And Translocation To Mitochondria R-HSA-111447	Activation Of BAD And Translocation To Mitochondria	Apoptosis signaling pathway, PI3K-Akt signaling pathway, Regulation of mitochondrial membrane permeability	0.14285714285714285	0.0	0.5251551394987812	llm2geneset	1057	1308
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of BH3-only Proteins R-HSA-114452	Activation Of BH3-only Proteins	Apoptosis signaling pathway, Cellular response to stress, Regulation of cell cycle, p53 signaling pathway	0.2	0.0	0.49713828462732784	llm2geneset	1107	1504
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of C3 And C5 R-HSA-174577	Activation Of C3 And C5	Complement System	0.0	0.0	0.44723025301857655	llm2geneset	1005	1508
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of Ca-permeable Kainate Receptor R-HSA-451308	Activation Of Ca-permeable Kainate Receptor	None found.	0.0	0.0	0.15233290997019927	llm2geneset	1033	1786
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of G Protein Gated Potassium Channels R-HSA-1296041	Activation Of G Protein Gated Potassium Channels	Potassium ion transport, Potassium channel activity	0.42857142857142855	0.16666666666666666	0.6546506267761902	llm2geneset	1107	1913
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of GABAB Receptors R-HSA-991365	Activation Of GABAB Receptors	G protein-coupled receptor signaling pathway, Cyclic nucleotide metabolic process, Potassium ion transport	0.25	0.0	0.39599537201961593	llm2geneset	1158	2098
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of HOX Genes During Differentiation R-HSA-5619507	Activation Of HOX Genes During Differentiation	Histone modification, Chromatin remodeling, Transcription regulation	0.0	0.0	0.3982092671720144	llm2geneset	1335	1722
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon R-HSA-936964	Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon	Innate Immunity Signaling Pathway, Toll-Like Receptor (TLR) Signaling Pathway	0.0	0.0	0.4791047440170454	llm2geneset	1101	1656
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of Matrix Metalloproteinases R-HSA-1592389	Activation Of Matrix Metalloproteinases	Proteolytic processing of proteins, Extracellular matrix organization, Regulation of epithelial cell migration	0.25	0.0	0.5112334740277095	llm2geneset	1120	1506
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of NF-kappaB In B Cells R-HSA-1169091	Activation Of NF-kappaB In B Cells	Proteasome complexes, Ubiquitin-proteasome pathway, NF-kB signaling pathway	0.14285714285714285	0.0	0.6044258364763863	llm2geneset	1255	1793
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767	Activation Of NIMA Kinases NEK9, NEK6, NEK7	G2/M Transition, M Phase of Cell Cycle, Cell Cycle Regulation, Mitotic Spindle Assembly	0.14285714285714285	0.0	0.43703543881881285	llm2geneset	1020	1499
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755	Activation Of NMDA Receptors And Postsynaptic Events	MAPK signaling pathway, Neurotrophin signaling pathway, cAMP-mediated signaling	0.0	0.0	0.3779922778987335	llm2geneset	1327	1395
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of NOXA And Translocation To Mitochondria R-HSA-111448	Activation Of NOXA And Translocation To Mitochondria	Transcriptional regulation of cell proliferation, Regulation of cell cycle	0.14285714285714285	0.0	0.32391406569190345	llm2geneset	1015	1569
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation R-HSA-2151209	Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation	AMPK signaling pathway, MAPK signaling pathway	0.0	0.0	0.521438144669327	llm2geneset	1042	1294
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of PUMA And Translocation To Mitochondria R-HSA-139915	Activation Of PUMA And Translocation To Mitochondria	p53 signaling pathway	0.0	0.0	0.4698740149273174	llm2geneset	1031	1473
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of RAC1 R-HSA-428540	Activation Of RAC1	Cell migration	0.0	0.0	0.3455657482384557	llm2geneset	1050	1335
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of RAC1 Downstream Of NMDARs R-HSA-9619229	Activation Of RAC1 Downstream Of NMDARs	Calcium signaling pathway	0.0	0.0	0.3552159014082351	llm2geneset	1037	1825
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of SMO R-HSA-5635838	Activation Of SMO	Hedgehog signaling pathway	0.0	0.0	0.4126664483735293	llm2geneset	1078	1418
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of TRKA Receptors R-HSA-187015	Activation Of TRKA Receptors	Neurotrophin signaling pathway, G protein-coupled receptor signaling pathway	0.25	0.0	0.575493925324726	llm2geneset	1034	2171
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of Caspases Thru Apoptosome-Mediated Cleavage R-HSA-111459	Activation Of Caspases Thru Apoptosome-Mediated Cleavage	Caspase activation and execution phase of apoptosis, Intrinsic pathway of apoptosis, Apoptosis signaling pathway, Mitochondrial outer membrane permeabilization	0.42857142857142855	0.0	0.6613680798134478	llm2geneset	1040	1285
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	Activation Of Gene Expression By SREBF (SREBP)	Cholesterol biosynthesis, Mevalonate pathway, Fatty acid biosynthesis	0.0	0.0	0.43471780171340374	llm2geneset	1143	1155
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326	Activation Of Kainate Receptors Upon Glutamate Binding	Calcium signaling pathway	0.0	0.0	0.3157136539038797	llm2geneset	1108	2069
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of AP-1 Family Of Transcription Factors R-HSA-450341	Activation Of AP-1 Family Of Transcription Factors	Mitogen-Activated Protein Kinase (MAPK) signaling pathway, Cellular response to stress, Neurotrophin signaling pathway, Transcription regulation by the AP-1 complex	0.375	0.14285714285714285	0.7510913335433169	llm2geneset	1061	1776
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of TFAP2 (AP-2) Family Of Transcription Factors R-HSA-8866907	Activation Of TFAP2 (AP-2) Family Of Transcription Factors	Transcriptional regulation by the AP-2 family of transcription factors, Histone modification and transcriptional activation	0.6666666666666666	0.625	0.7931372781628793	llm2geneset	1078	1634
gpt-4o-mini-2024-07-18	Reactome_2022	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662	mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S	Translation initiation, Ribosome biogenesis, Assembly of the ribosomal subunits, Regulation of translation	0.07142857142857142	0.0	0.5322380535267702	llm2geneset	1207	1898
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of Phototransduction Cascade R-HSA-2485179	Activation Of Phototransduction Cascade	Photoreceptor cell signaling, Phototransduction, Retinal phototransduction cascade, Signal transduction in the photoreceptor cells	0.5	0.3333333333333333	0.8379147923973707	llm2geneset	1050	1385
gpt-4o-mini-2024-07-18	Reactome_2022	Activation Of Pre-Replicative Complex R-HSA-68962	Activation Of Pre-Replicative Complex	DNA replication, MCM complex, Eukaryotic DNA replication, Nuclear replication fork	0.2	0.0	0.5040592815554005	llm2geneset	1108	1745
gpt-4o-mini-2024-07-18	Reactome_2022	Acyl Chain Remodeling Of CL R-HSA-1482798	Acyl Chain Remodeling Of CL	Mitochondrial fatty acid beta-oxidation	0.0	0.0	0.4033130139526099	llm2geneset	1039	1886
gpt-4o-mini-2024-07-18	Reactome_2022	Acyl Chain Remodeling Of DAG And TAG R-HSA-1482883	Acyl Chain Remodeling Of DAG And TAG	Glycerolipid metabolism, Triacylglycerol biosynthesis, Lipid droplet formation, Lipid metabolism	0.0	0.0	0.5575374665377699	llm2geneset	1029	1881
gpt-4o-mini-2024-07-18	Reactome_2022	Acyl Chain Remodelling Of PC R-HSA-1482788	Acyl Chain Remodelling Of PC	Phospholipid metabolism, Lysophosphatidylcholine catabolic process, Arachidonic acid signaling pathway	0.0	0.0	0.5284211174891162	llm2geneset	1154	1696
gpt-4o-mini-2024-07-18	Reactome_2022	Acyl Chain Remodelling Of PE R-HSA-1482839	Acyl Chain Remodelling Of PE	Phospholipid metabolism, Arachidonic acid metabolism	0.0	0.0	0.49421459676708174	llm2geneset	1149	2179
gpt-4o-mini-2024-07-18	Reactome_2022	Acyl Chain Remodelling Of PG R-HSA-1482925	Acyl Chain Remodelling Of PG	Phospholipid metabolism, Arachidonic acid metabolism	0.0	0.0	0.4952107115211292	llm2geneset	1098	1932
gpt-4o-mini-2024-07-18	Reactome_2022	Acyl Chain Remodelling Of PI R-HSA-1482922	Acyl Chain Remodelling Of PI	Phospholipid metabolism, Arachidonic acid signaling pathway	0.0	0.0	0.47665574539849165	llm2geneset	1093	1663
gpt-4o-mini-2024-07-18	Reactome_2022	Acyl Chain Remodelling Of PS R-HSA-1482801	Acyl Chain Remodelling Of PS	Phospholipid metabolic process, Arachidonic acid metabolism	0.0	0.0	0.4676710422182885	llm2geneset	1114	1311
gpt-4o-mini-2024-07-18	Reactome_2022	Adaptive Immune System R-HSA-1280218	Adaptive Immune System	Ubiquitin-mediated proteolysis, Antigen processing and presentation, PI3K-Akt signaling pathway, Immune response, Endocytosis	0.3333333333333333	0.0	0.5993956953474386	llm2geneset	3889	1425
gpt-4o-mini-2024-07-18	Reactome_2022	Adenylate Cyclase Activating Pathway R-HSA-170660	Adenylate Cyclase Activating Pathway	cAMP signaling pathway	0.25	0.0	0.5488656320900581	llm2geneset	1045	1748
gpt-4o-mini-2024-07-18	Reactome_2022	Adenylate Cyclase Inhibitory Pathway R-HSA-170670	Adenylate Cyclase Inhibitory Pathway	Regulation of adenylate cyclase activity, cAMP signaling pathway, Adenylate cyclase activating adrenergic receptor signaling pathway, G protein-coupled receptor signaling pathway, GPCR signaling pathway	0.75	0.3333333333333333	0.708988396439669	llm2geneset	1075	2204
gpt-4o-mini-2024-07-18	Reactome_2022	Adherens Junctions Interactions R-HSA-418990	Adherens Junctions Interactions	Cadherin signaling pathway, Cell adhesion molecules (CAMs) pathway, Adherens junctions	0.6666666666666666	0.5	0.8527317897332309	llm2geneset	1110	1337
gpt-4o-mini-2024-07-18	Reactome_2022	Adrenaline,noradrenaline Inhibits Insulin Secretion R-HSA-400042	Adrenaline,noradrenaline Inhibits Insulin Secretion	Calcium ion transport, Regulation of cyclic nucleotide biosynthetic process, Neurotransmitter receptor signaling pathway	0.0	0.0	0.27183174847245234	llm2geneset	1111	1978
gpt-4o-mini-2024-07-18	Reactome_2022	Adrenoceptors R-HSA-390696	Adrenoceptors	Adrenergic receptor activity, Response to catecholamine, Regulation of systemic arterial blood pressure by norepinephrine, Adrenergic signaling in cardiomyocytes, G protein-coupled receptor signaling pathway	0.0	0.0	0.6553959883376477	llm2geneset	1064	1579
gpt-4o-mini-2024-07-18	Reactome_2022	Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415	Advanced Glycosylation Endproduct Receptor Signaling	None found.	0.0	0.0	0.15228200909389664	llm2geneset	1048	1469
gpt-4o-mini-2024-07-18	Reactome_2022	Aflatoxin Activation And Detoxification R-HSA-5423646	Aflatoxin Activation And Detoxification	Drug Metabolism - cytochrome P450	0.0	0.0	0.4316411864905446	llm2geneset	1088	1359
gpt-4o-mini-2024-07-18	Reactome_2022	Aggrephagy R-HSA-9646399	Aggrephagy	Regulation of protein stability and degradation, Ciliary assembly and function, Heat shock response	0.0	0.0	0.31731317968911565	llm2geneset	1092	1721
