set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter
Colorectal cancer	0.010526315789473684	0.004333366925325002	0.046511627906976744	2.4291309669522643	0.0876871773901839	0.5501940542129187	MSH3,PIK3CA,MTOR,FOS	BRAF,FOS,CASP3,TGFB1,BAK1,MAPK8,ARAF,RAC2,TGFB2,GADD45B,LEF1,BIRC5,EGF,MAP2K2,TGFA,BAD,MYC,TGFB3,GADD45A,BCL2L11,TCF7L2,MAP2K1,AKT2,TP53,SMAD4,EGFR,HRAS,RALGDS,PIK3CA,PIK3CB,CDKN1A,SMAD2,MSH3,RALB,RAF1,BAX,MLH1,APPL1,RHOA,KRAS,CYCS,TGFBR2,CASP9,POLK,TCF7L1,MAPK3,DDB2,MAPK1,PIK3R2,CCND1,RAC1,GADD45G,SOS1,AKT3,APC,SMAD3,RAC3,DCC,PIK3R3,RPS6KB2,RALA,JUN,AREG,NRAS,APC2,RPS6KB1,PIK3CD,AXIN2,MTOR,EREG,MAPK9,MSH6,PMAIP1,TCF7,MSH2,GSK3B,MAPK10,TGFBR1,PIK3R1,BCL2,SOS2,CTNNB1,AXIN1,BBC3,GRB2,AKT1	380	86	4
Chemical carcinogenesis	0.021052631578947368	0.012042729013403204	0.03347280334728033	1.7481611979740146	0.09747570500716136	0.5963192823953285	GSTA4,MTOR,PIK3CA,SULT1A1,CHRNA4,FOS,RELA,PRKCA	UGT2B4,RPS6KA3,ESR2,CHRNA9,FOS,GSTA1,PRKACA,CREB3L4,CHRNA7,FGF22,FGF17,CYP2A13,CACNA1F,UGT2B17,XIAP,UGT2B15,GSTP1,CYP3A7-CYP3A51P,GSTT2B,MGST3,ADCY7,PGR,GSTO2,GNAI1,CHRNA3,EGF,MAP2K2,BIRC5,FGF6,AIP,FGF3,BAD,MYC,FGF16,GSTA4,CREB3L2,RXRG,CCND3,NFKB1,MIRLET7F2,AHR,UGT1A6,EPHX1,ADCY3,KPNB1,RXRB,MAP2K1,CACNA1D,AKT2,UGT2B28,MIRLET7D,GSTA3,ADCY1,PAQR7,SRC,GSTM1,GNAS,ATF2,EGFR,HRAS,KLF5,KPNA6,JAK2,AKT1,HSP90AA1,NR1I3,FGF2,ADRB1,FGF8,PIK3CA,PIK3CB,CACNA1B,MIR29C,SULT1A3,GSTM3,RPS6KA6,CREB1,KPNA2,MGST2,UGT2B7,GSTM5,FGF4,PTGS2,RAF1,CYP1A2,CYP3A5,DLL4,NAT2,CHRNB2,MIRLET7B,CACNA1A,ADCY2,GSTT1,CYP2C8,KPNA7,KPNA3,ADCY4,UGT1A4,UGT1A5,GSTO1,KRAS,SULT1A4,NAT1,GSTA2,EPHX4,MIRLET7G,MIR29B2,GNAI3,CYP2A7,CYP2B6,FGF18,CYP3A7,GNAI2,MIRLET7F1,PRKCG,PRKACG,MAPK3,UGT2A2,CDC25A,CHRNB4,MIRLET7I,CYP2C18,CHRNA4,FGF5,MAPK1,SULT2A1,CYP2E1,CCND1,PIK3R2,ADCY6,MIR141,ESR1,MIRLET7A1,MGST1,WNT1,RB1,CACNA1C,SOS1,AKT3,GSTM4,UGT2A3,ADCY5,HPGDS,PPARA,JAG1,PAQR8,AIPL1,CREB5,NOTCH2,PTGES3,UGT1A1,UGT1A9,UGT1A10,UGT2A1,HSP90AB1,EIF4EBP1,PIK3R3,RPS6KA1,HSD11B1,RPS6KB2,FGF20,MIRLET7A3,CYP2C19,AKR1C2,GSTA5,JUN,EPHX3,SULT1A1,GSTM2,CREB3L3,UGT1A8,NRAS,RPS6KB1,CYP2C9,CYP3A4,UGT2B10,PIK3CD,CYP2A6,RELA,PRKCA,E2F1,ARRB1,CREB3,MTOR,RPS6KA2,EPHX2,CYP3A43,STAT3,CBR1,KLF4,PRKCB,PAQR5,ATF4,STAT5A,HSP90B1,GSTT2,MIR29B1,VEGFA,CYP1B1,RXRA,UGT1A7,ADRB2,AR,VDR,GSTK1,SULT1A2,PRKACB,ADRB3,CYP1A1,KPNA4,MIRLET7E,FGF9,FGF10,HSD11B1L,UGT1A3,MIR29A,PIK3R1,KPNA1,KPNA5,BCL2,IKBKE,SOS2,BCL6,CDC6,ADCY9,ARRB2,ATF6B,ARNT,CREB3L1,ADCY8,DLL3,GRB2,FGF7,CACNA1S,DLL1,STAT5B,TNFSF11,MIRLET7A2,UGT2B11	380	239	8
Pathways in cancer	0.039473684210526314	0.0267560213645067	0.02824858757062147	1.4753196550698782	0.09876538114672628	0.5963192823953285	MSH3,GSTA4,ARHGEF12,MTOR,ABL1,PRKCA,CXCR4,MITF,CSF3R,PIK3CA,GNG3,FOS,ITGB1,RELA,DAPK2	GNG13,FOS,MECOM,FGF17,XIAP,EDNRA,NFKBIA,MAPK8,EGLN2,GSTT2B,RAC2,FGF6,CALML4,LEF1,TGFA,RBX1,FGF16,IFNA14,DAPK3,LAMA2,FN1,CAMK2G,HEYL,COL4A1,ITGA2B,WNT4,ADCY3,CSF2RA,GNG2,TXNRD3,GSTM1,DAPK1,JAK2,ABL1,RUNX1,EPAS1,CCNE2,WNT9A,TXNRD2,RUNX1T1,FGF23,TXNRD1,VEGFC,ELK1,IGF1,CCNA2,DLL4,FLT3,AGTR1,CDK2,IL12A,FZD2,MITF,RASGRP3,APPL1,IL6,DAPK2,NFE2L2,GNAI3,JAG2,LAMC2,GNG8,CRKL,PLCB1,CDKN1B,CALM2,DDB2,ETS1,MAPK1,BCL2L1,ADCY6,PLD2,ESR1,MGST1,PTCH1,RB1,APAF1,SOS1,AKT3,PDGFA,ITGA6,ADCY5,GNA11,NOTCH2,FOXO1,COL4A3,DCC,NQO1,TFG,STAT4,LPAR6,IL7,NOTCH1,ZBTB17,JUN,GNG11,MMP9,NRAS,CTBP1,PLCB2,AXIN2,BMP2,WNT5A,MTOR,WNT7A,GNGT2,KNG1,LAMA4,MSH6,LAMA5,PRKCB,IL3,GSTT2,NOS2,RXRA,AR,CUL2,IFNA16,AGT,FGF10,CAMK2D,AXIN1,ARNT,BCR,ADCY8,DLL1,LPAR5,WNT8B,LPAR1,LAMB3,IKBKB,COL4A2,KITLG,PRKACA,GNG5,FZD3,BAK1,GSTP1,ITGA3,IFNA8,ARAF,BIRC5,CKS1B,FGF3,IL4R,RAD51,HDAC1,MYC,GSTA4,NKX3-1,CCND3,TGFB3,CRK,GADD45A,RPS6KA5,FGFR3,PGF,ADCY1,TP53,HES1,HIF1A,EGFR,SMAD4,GNAS,HSP90AA1,KLK3,PIK3CA,CXCL12,CDKN1A,CTBP2,CALML5,FLT4,HMOX1,MGST2,COL4A4,NCOA3,IFNA17,FGF4,PTGS2,IL12RB1,RARA,BAX,PLCB3,IGF1R,MLH1,ADCY2,BDKRB1,FZD9,GSTO1,IL12RB2,KRAS,WNT9B,F2RL3,PDGFRA,GNAI2,PRKCG,PRKACG,E2F2,TCF7L1,TPR,GNG10,PAX8,PLEKHG5,PTGER3,CCND1,ITGB1,PIK3R2,WNT10A,APC,RAC3,RASSF5,GLI2,LPAR3,LAMB4,PPARG,VEGFB,LAMC1,HSP90AB1,PIK3R3,LRP6,NFKB2,MMP2,FGF20,CKS2,VEGFD,CASP7,FRAT1,WNT3,PIK3CD,PIM1,F2,KIT,IFNAR2,CSF3R,EDNRB,WNT16,IFNA2,GNB3,FZD4,NCOA1,FZD10,IL5RA,EDN1,GLI1,FH,IL2RG,CHUK,STAT2,HES5,SKP2,TERC,FGFR1,IL15,TGFBR1,SPI1,STK4,SOS2,CTNNB1,STAT5B,AKT1,IL4,IL23R,ESR2,IL12B,IL6R,GSTA1,SP1,MGST3,GSTO2,GADD45B,IL23A,BAD,FGF1,BID,SKP1,GNB1,FRAT2,RXRG,CUL1,NFKB1,FASLG,CCNE1,WNT5B,TCF7L2,PTGER4,PTCH2,LAMB2,CREBBP,BDKRB2,FZD6,PIM2,PPARD,TRAF2,EML4,HRAS,IFNA1,FGF2,RALBP1,FGF21,IL2RA,SMAD2,ARHGEF12,SLC2A1,BIRC7,CDK6,TRAF1,COL4A6,GNG3,CCDC6,IL13RA1,ADCY4,MDM2,RHOA,DVL2,CYCS,HGF,PTGER1,CDK4,CASP9,POLK,PTEN,ROCK2,IKBKG,PTK2,IFNA4,GLI3,CSF2RB,CALML6,SMO,RAC1,PDGFRB,GADD45G,HHIP,IFNAR1,WNT1,RARB,IL13,IFNA13,IL5,JAG1,FLT3LG,GNA13,PLCG1,RPS6KB2,RALA,FGF19,BIRC3,GSTA5,FZD7,APC2,GNB2,NCOA4,GNG12,PRKCA,RELA,CBL,DVL3,IFNGR2,MAPK9,FADD,PDGFB,STAT3,BIRC2,EPOR,HSP90B1,KEAP1,VEGFA,MET,PMAIP1,TPM3,BRCA2,MSH2,PRKACB,CXCR4,SHH,GNG4,FGF9,MAX,ADCY9,IL6ST,NOTCH3,DLL3,GRB2,FGFR2,FGF7,NTRK1,IGF2,STAT6,BRAF,LRP5,CEBPA,LPAR2,FGF22,CASP3,COL4A5,TGFB1,TRAF5,ADCY7,TGFB2,GNAI1,EGF,MAP2K2,CALM3,WNT8A,PLD1,WNT2,BCL2L11,LAMB1,RXRB,MAP2K1,CAMK2B,AKT2,ERBB2,GSTA3,IFNA6,ROCK1,JAK1,IFNG,E2F3,JAK3,CDC42,TRAF4,RALGDS,FZD1,CXCL8,FGF8,PIK3CB,WNT6,CSF1R,GSTM3,CAMK2A,PML,MSH3,RALB,FZD5,LPAR4,GNG7,RASSF1,VHL,GSTM5,RASGRP4,RAF1,HDAC2,CTNNA2,GSTT1,IL3RA,GNAQ,IL15RA,EGLN3,TGFBR2,GSTA2,CASP8,NOTCH4,CALM1,FGF18,HEY1,IL7R,GNB4,RET,KIF7,MAPK3,ARHGEF11,FGF5,EGLN1,ELOB,CDKN2A,WNT11,PTGER2,ITGA2,IFNA7,CTNNA3,DVL1,GSTM4,CDKN2B,WNT2B,MMP1,LAMA3,SMAD3,GNGT1,SUFU,ALK,LAMA1,TERT,CCNA1,IFNA21,JUP,IL2,CTNNA1,GSTM2,RPS6KB1,IL2RB,RASGRP2,PLCG2,IFNA10,EPO,E2F1,CCND2,WNT10B,CDH1,WNT7B,RASGRP1,F2R,PLCB4,STAT5A,ARHGEF1,WNT3A,ZBTB16,EP300,IFNA5,HEY2,STAT1,ARNT2,TCF7,FZD8,LAMC3,ITGAV,GNB5,GSK3B,MAPK10,TRAF3,TRAF6,BCL2,PIK3R1,CALML3,FGFR4,FAS,GNA12,IFNGR1,BMP4,BBC3,ELOC	380	531	15
Amyotrophic lateral sclerosis	0.02894736842105263	0.01834122745137559	0.03021978021978022	1.5782677848467324	0.10204551060486551	0.5967908129302435	SEM1,MTOR,PSMD9,TUBA4A,NUP93,PINK1,DCTN4,TUBB2A,NEFL,PPP3CB,FUS	GPX5,DNAI1,NUP43,NDUFAB1,CASP12,NRG4,GPX3,PSMD8,PSMA7,GRIA2,BECN1,PPP3CC,ATP5F1A,COX3,COX6C,DNAL4,PSMD1,COX7A2L,NDUFS7,OPTN,NDUFB8,PFN4,DNAH1,RAE1,C9ORF72,PRPH,NDUFS1,NEFL,RAB39B,PSMB6,DNALI1,PFN1,COX2,ATP5MC1,NUP107,KLC2,GPX1,PSMD7,PPP3CA,PSMA5,CHCHD10,COX7B,NDUFA4,MCU,UQCRC1,BCL2L1,APAF1,PSMA2,DCTN1,SEH1L,KIF5A,ATP5MC3,NDUFS4,NDUFB5,TUBAL3,UQCRFS1,CYC1,PPP3R2,ALYREF,EIF2S1,TNF,PFN2,TUBB6,PFN3,MTOR,TUBB,UQCRH,ATF4,PINK1,DNAH17,NOS2,NDUFA5,AMBRA1,NUP210L,NDUFB3,TUBB4B,GABARAP,COX4I2,ATP6,NDUFC2-KCTD14,ND2,PSMD9,MAPK14,SDHD,PSMC5,CHMP2B,ACTB,PRKN,NDUFA13,PSMA8,ITPR3,ACTR1B,RANBP2,HAP1,KLC4,UQCR10,NRG3,NDUFB2,PSMD13,PSMA3,NUP85,TP53,ATP5F1C,SDHC,TUBA4A,PSMD3,GPX2,ANG,ND5,NDUFA10,BAX,RAB8A,NDUFS3,MAPK13,POM121,PSMC4,NDUFB11,NUP62,PSMD4,MAP2K6,ATF6,CYTB,UBQLN4,TPR,ND6,TNFRSF1A,ANXA11,XBP1,NDUFB4,HNRNPA3,NUP160,CASP1,NDC1,HNRNPA1,NUP54,NXF1,PSMB4,COX6B1,DCTN6,NXT1,PSMD6,ALS2,ADRM1,UBQLN1,ACTR10,MAP2K3,PIK3C3,SEM1,RAB5A,NDUFV3,NUP210,NUP35,COX5A,DNAL1,SLC1A2,DCTN3,ND1,NUP153,TUBA1A,NDUFA3,ANXA7,EIF2AK3,MAP3K5,NEFH,PPP3CB,ATP5F1E,ATP5PB,SQSTM1,NDUFB7,PSMC3,NUP133,NOS1,MAPK11,GRIN1,COX6B2,COX5B,GPX8,DCTN5,GRIA1,PSMD12,DNAH9,MAPK12,PSMD11,ATP5F1B,SEC13,BAD,NUP205,NDUFB9,BID,KIF5B,NDUFA7,PSMB5,TOMM40L,NXF3,ULK1,NXF2,NDUFA11,TRAF2,DNAH7,DNAH8,GRIN2A,NRG1,KLC1,ACTG1,UQCR11,POM121L2,NXF2B,ATG13,PPP3R1,ATP5PF,ATG14,DERL1,HNRNPA2B1,PSMB2,SDHA,DNAI2,NUP214,CYCS,NUP98,VCP,NDUFB1,CASP9,POM121C,DCTN2,DNAH10,DNAH2,COX7B2,ATP5PO,NRG2,DNAH14,RAC1,TOMM40,NDUFS5,WDR41,ATP5MC2,ATP5PD,PSMD2,NXT2,HDAC6,TNFRSF1B,DNAH12,NDUFA4L2,GABARAPL1,SDHB,NUP188,COX7A1,TUBB2A,FIG4,NDUFA8,NDUFA12,COX8A,TBK1,TUBB3,NDUFV1,RAB1A,TUBB8,WIPI2,DCTN4,PSMB7,GRIN2D,DNAH6,ERN1,UQCRB,NDUFB10,SRSF7,ERBB4,FUS,ND3,GRIN2B,KLC3,CASP3,PSMA4,VAPB,TUBA1B,NUP58,NDUFA1,NRBF2,NDUFA2,ATG2A,TUBA3C,TARDBP,HSPA5,NDUFA6,RB1CC1,NDUFC1,UBQLN3,HNRNPA1L2,DAXX,PSMC1,DNAH3,SOD1,TUBA3E,UQCRQ,PSMC2,ND4,ACTR1A,MATR3,NDUFB6,TUBB2B,SMCR8,COX8C,TUBB4A,ATXN2L,COX4I1,ATP8,UQCRHL,PSMA1,NUP50,COX7A2,NDUFS2,NEFM,TUBA8,GPX7,PIK3R4,VDAC1,KIF5C,SETX,NUP155,PSMA6,NUP93,DNAH11,BECN2,PSMD14,COX1,NDUFS8,GPX6,NDUFV2,ATG2B,NUP37,ULK2,NDUFA9,COX6A1,ND4L,NCBP1,COX7C,NDUFC2,UQCRC2,GRIN2C,ATG101,TUBA1C,SPG11,CAT,GABARAPL2,GLE1,UBQLN2,COX6A2,PSMC6,PSMB1,SRSF3,TUBA3D,TUBB1,NXF5,ATXN2,ATP5F1D,BCL2,SIGMAR1,DDIT3,NUP88,CCS,TANK,WIPI1,NDUFS6,DNAH5,PSMB3	380	364	11
Morphine addiction	0.010526315789473684	0.004585306862843898	0.04395604395604396	2.2956622325043377	0.1025734209723856	0.5967908129302435	KCNJ6,GNG3,GABRG2,PRKCA	GNG13,GABRB1,PRKACA,GNG5,ADCY7,PDE3B,GNAI1,GABRA2,GNB1,GRK4,ADCY3,DRD1,GNG2,GABRR3,PDE3A,PDE8A,ADCY1,GNAS,GRK5,PDE10A,PDE2A,CACNA1B,GABRR1,GABRA1,GABRP,GRK2,GABRA3,GNG7,KCNJ3,GABRG2,KCNJ9,PDE1C,CACNA1A,ADCY2,GNG3,ADCY4,PDE4A,GABRA5,GABRE,GNAI3,GABRG1,GNAI2,GNG8,PRKCG,PRKACG,GNB4,GABRD,GABRG3,PDE11A,GNG10,GRK6,ADCY6,PDE1A,KCNJ5,GABBR2,ADCY5,GNGT1,PDE4B,SLC32A1,GABRQ,PDE7A,GNG11,GNB2,GNG12,PRKCA,ARRB1,GNGT2,GABRB2,GABBR1,GNB3,PRKCB,ADORA1,PDE8B,PDE4D,GABRB3,OPRM1,GRK3,GABRA4,PRKACB,GABRA6,GNG4,GNB5,GABRR2,PDE1B,KCNJ6,ADCY9,GNAO1,ARRB2,ADCY8,PDE4C,PDE7B	380	91	4
VEGF signaling pathway	0.007894736842105263	0.0029728912627229667	0.05084745762711865	2.655575379125781	0.10817636516941789	0.6097805345666857	PIK3CA,PPP3CB,PRKCA	CDC42,PTK2,MAPK3,KDR,MAPK12,NFATC2,MAPKAPK2,PIK3CA,PIK3CB,PLA2G4B,JMJD7-PLA2G4B,MAPK1,PIK3R2,NOS3,PPP3R1,RAC1,SPHK2,PRKCB,SH2D2A,SPHK1,RAC2,MAPKAPK3,VEGFA,MAP2K2,HSPB1,RAF1,AKT3,PTGS2,BAD,RAC3,PLA2G4C,PPP3CB,PXN,PPP3CC,MAPK13,SHC2,PLA2G4E,PLCG1,PIK3R3,PIK3R1,KRAS,PPP3CA,MAP2K1,PLA2G4A,AKT2,MAPK14,MAPK11,PLA2G4D,PPP3R2,CASP9,SRC,NRAS,PIK3CD,PRKCG,PLA2G4F,PLCG2,AKT1,HRAS,PRKCA	380	59	3
Relaxin signaling pathway	0.013157894736842105	0.0065000503879875035	0.03875968992248062	2.0242758057935535	0.1086171577196909	0.6097805345666857	GNG3,PIK3CA,FOS,RELA,PRKCA	GNG13,MAPK12,SHC3,COL4A2,FOS,PRKACA,CREB3L4,TGFB1,COL4A5,GNG5,RXFP2,NFKBIA,MAPK8,ADCY7,GNAI1,MAP2K2,GNB1,CREB3L2,PRKCZ,COL4A1,NFKB1,ADCY3,GNG2,MAP2K4,RXFP3,MAP2K1,AKT2,ADCY1,RXFP4,SRC,GNAS,EGFR,ATF2,HRAS,PIK3CA,PIK3CB,SMAD2,CREB1,COL4A4,VEGFC,GNG7,RAF1,PLCB3,ADCY2,INSL3,MAPK13,COL4A6,GNG3,ADCY4,SHC1,KRAS,TGFBR2,GNAI3,COL1A1,GNAI2,GNG8,PRKACG,RLN1,GNB4,PLCB1,MAPK3,GNG10,RXFP1,MAPK1,MMP13,PIK3R2,ADCY6,SOS1,AKT3,MMP1,ADCY5,CREB5,GNGT1,COL4A3,GNA15,VEGFB,COL1A2,INSL5,PIK3R3,MMP2,VEGFD,JUN,COL3A1,GNG11,MMP9,RLN2,CREB3L3,NRAS,GNB2,PIK3CD,PLCB2,GNG12,RELA,PRKCA,ARRB1,CREB3,MAP2K7,GNGT2,EDNRB,MAPK9,ACTA2,NOS3,GNB3,PLCB4,ATF4,EDN1,NOS2,VEGFA,PRKACB,SHC2,GNG4,RLN3,SHC4,GNB5,MAPK10,TGFBR1,PIK3R1,SOS2,ADCY9,GNAO1,ARRB2,MAPK14,NOS1,ATF6B,MAPK11,CREB3L1,ADCY8,GRB2,AKT1	380	129	5
Phosphonate and phosphinate metabolism	0.002631578947368421	0.0003023279250226746	0.16666666666666666	8.70438596491228	0.11157138422542043	0.6155662577954231	CHPT1	PCYT1A,PCYT1B,CHPT1,CEPT1,SELENOI,PCYT2	380	6	1
Parkinson disease	0.021052631578947368	0.012546608888440995	0.0321285140562249	1.6779539209469456	0.11579132854141065	0.6280207649703629	SEM1,TH,PSMD9,TUBA4A,SLC6A3,PINK1,TUBB2A,SLC18A2	PSMD12,RYR3,PSMC5,KLC3,PRKACA,NDUFAB1,CASP3,PSMA4,SLC25A5,PSMD11,MAPK8,ATP5F1B,PRKN,TUBA1B,CALML4,NDUFA13,PSMA8,PSMD8,GNAI1,ITPR3,PSMA7,CALM3,NDUFA1,NDUFB9,KLC4,NDUFA2,KIF5B,TH,ATP5F1A,CAMK2G,MAOB,UQCR10,COX3,COX6C,NDUFA7,PSMB5,PSMD1,COX7A2L,NDUFS7,NDUFB8,DRD1,RPS27A,MFN2,NDUFB2,CAMK2B,TUBA3C,ITPR1,PSMD13,PSMA3,HSPA5,VDAC3,TP53,NDUFA11,NDUFA6,NDUFC1,GNAS,ATP5F1C,NDUFS1,PSMB6,UCHL1,GPR37,SDHC,TUBA4A,KLC1,UQCR11,PSMD3,DAXX,MFN1,CALML5,PSMC1,CAMK2A,ATP5PF,TUBA3E,HTRA2,UQCRQ,ND5,COX2,PSMC2,TRAP1,NDUFA10,BAX,ND4,ATP5MC1,NDUFS3,UBA7,SNCA,PSMB2,SDHA,PSMC4,KLC2,UBE2J1,NDUFB6,PSMD7,TUBB2B,NDUFB11,DRD2,UBE2G2,PSMD4,COX8C,ATF6,TUBB4A,PSMA5,CYCS,ATP8,COX4I1,NFE2L2,UQCRHL,PSMA1,GNAI3,CALM1,COX7A2,NDUFB1,CASP9,GNAI2,NDUFS2,CYTB,TUBA8,PRKACG,SEPTIN5,TXN,COX7B,CALM2,ND6,DUSP1,UBA1,NDUFA4,COX7B2,ATP5PO,VDAC1,KIF5C,XBP1,NDUFB4,MCU,UQCRC1,BCL2L1,CALML6,PSMA6,SLC18A1,PSMD14,APAF1,SNCAIP,COX1,PSMA2,ADCY5,NDUFS8,NDUFS5,PSMB4,COX6B1,ATP5MC2,NDUFV2,PSMD6,SLC6A3,MAOA,ATP5PD,PSMD2,KIF5A,ADRM1,PLCG1,NDUFA9,UBE2J2,ATP5MC3,NDUFA4L2,COX6A1,SEM1,ND4L,TUBAL3,NDUFV3,UBC,SDHB,COX7C,CYC1,NDUFC2,NDUFS4,NDUFB5,UQCRFS1,EIF2S1,UQCRC2,COX7A1,COX5A,TUBB2A,SLC25A4,TUBB6,TUBA1C,LRRK2,NDUFA8,ND1,UBA52,TUBA1A,MAPK9,NDUFA3,PARK7,TUBB,EIF2AK3,TXN2,COX6A2,MAP3K5,PSMC6,NDUFA12,PSMB1,UQCRH,ATF4,PINK1,COX8A,ADORA2A,ITPR2,NDUFA5,TUBB3,TUBA3D,NDUFV1,GNAL,SLC25A6,TUBB8,ATP5F1E,ATP5PB,UBE2G1,PRKACB,NDUFB3,TUBB1,TUBB4B,NDUFB7,PSMB7,VDAC2,COX4I2,MAPK10,ATP6,PSMC3,UBE2L3,ATP5F1D,NDUFC2-KCTD14,SLC18A2,CALML3,UBE2L6,MAPT,ERN1,ND2,UQCRB,DDIT3,PSMD9,NDUFB10,SDHD,NDUFS6,UBB,CAMK2D,PPIF,SLC25A31,COX6B2,PSMB3,COX5B,ND3	380	249	8
Glycerophospholipid metabolism	0.010526315789473684	0.0049380227753703515	0.04081632653061224	2.131686358754028	0.1252020168047301	0.651876346516153	TAZ,PEMT,CHPT1,LPGAT1	LCAT,CDS2,JMJD7-PLA2G4B,LYPLA2,DGKB,PLA2G2D,AGPAT4,PLA2G2C,CRLS1,PLD1,CEPT1,LPGAT1,CHKB,LPIN3,PGS1,ETNPPL,DGKG,DGKA,MBOAT7,PTDSS1,PLA2G4F,CHAT,CDIPT,AGPAT2,PLA2G4B,PLA2G12A,PCYT2,MBOAT1,PHOSPHO1,TAZ,LPCAT4,PLA2G10,ETNK2,PLA2G15,PCYT1A,PLPP2,AGPAT3,AGPAT5,LPIN2,AGPAT1,PLD4,GPD1L,PNPLA6,LPCAT1,ADPRM,PISD,DGKI,DGKZ,LPCAT3,GPD2,PLB1,PLD2,GPCPD1,PLA2G12B,DGKQ,PLA2G2E,LPCAT2,LPIN1,PLPP3,PLA2G4E,PLA2G2A,LCLAT1,PLA1A,PLA2G4A,PLA2G4D,GPAT4,PLA2G6,PLAAT3,PLPP5,DGKE,GPAT2,PNPLA7,DGKH,PLPP4,PEMT,LYPLA1,PLPP1,PLA2G2F,PLA2G5,GNPAT,SELENOI,PLA2G4C,GPAT3,PLA2G1B,CHKA,DGKK,GPAM,PCYT1B,CHPT1,PLA2G3,DGKD,PTDSS2,ACHE,PLD3,CDS1,ETNK1,MBOAT2,GPD1	380	98	4
Inflammatory mediator regulation of TRP channels	0.010526315789473684	0.0049380227753703515	0.04081632653061224	2.131686358754028	0.1252020168047301	0.651876346516153	IL1B,PIK3CA,PRKCQ,PRKCA	MAPK12,PRKACA,JMJD7-PLA2G4B,PPP1CB,P2RY2,MAPK8,CALML4,ADCY7,ITPR3,CALM3,CAMK2G,ADCY3,PTGER4,ASIC1,CAMK2B,ITPR1,BDKRB2,ADCY1,ASIC5,SRC,NGF,GNAS,PLA2G4F,PIK3CA,PLA2G4B,PIK3CB,TRPV4,CALML5,HTR2A,CAMK2A,HTR2B,ASIC3,IGF1,PPP1CC,PLCB3,HTR2C,ADCY2,BDKRB1,MAPK13,ADCY4,GNAQ,MAP2K6,CALM1,PRKCG,PRKACG,PLCB1,CALM2,PIK3R2,PTGER2,CALML6,ADCY6,ASIC2,PRKCH,ADCY5,PRKCE,TRPV2,PLA2G4E,PLCG1,IL1RAP,PIK3R3,MAP2K3,IL1B,PLA2G4A,PRKCQ,PLA2G4D,PLA2G6,CYP2J2,TRPA1,PIK3CD,PLCG2,PLCB2,TRPM8,HRH1,PRKCA,KNG1,MAPK9,IL1R1,TRPV3,PRKCB,TRPV1,PLCB4,ITPR2,ASIC4,PLA2G4C,ALOX12,PRKCD,PRKACB,PPP1CA,MAPK10,PIK3R1,CALML3,ADCY9,F2RL1,MAPK14,CAMK2D,MAPK11,ADCY8,NTRK1	380	98	4
