set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Golgi apparatus	0.010526315789473684	0.003527159125264537	0.05714285714285714	2.984360902255639	0.047953191191325656	0.3692835061792394	RAB6A,GBF1,COG7,BET1	GOLGA2,GOLGA7B,RAB2B,USO1,ARF4,COG4,TMED9,TRAPPC8,TRAPPC3,TRAPPC4,TRAPPC10,GOLGA6C,COG8,TRAPPC13,RAB6B,STX10,ARFGEF2,TRAPPC14,STX16,COG5,GOLGA4,GORAB,ARF5,TMED7,GOLPH3L,TRAPPC6A,BET1,GGA3,BLZF1,COG1,GGA2,TRAPPC9,GOLPH3,GOLGA8A,GOLGA1,ARF1,TRAPPC1,RAB1A,RAB6A,SEC22B,TRAPPC11,GBF1,TMED2,RAB1B,ERGIC2,TRAPPC12,GOLGA3,ARFGEF1,YKT6,GGA1,ERGIC3,COG6,ERGIC1,STX5,GOLGA7,TRAPPC2,TRAPPC5,RAB2A,STX6,GOLGB1,COG3,COG7,GOLM1,GOLGA5,COG2,VTI1A,GOLGA6B,GOLGA6A,GOPC,TRAPPC6B	380	70	4	154	962
Mitophagy	0.005263157894736842	0.001007759750075582	0.1	5.222631578947369	0.0573046847232618	0.3692835061792394	PINK1,BNIP3L	VDAC1,BNIP3,NIX,FUNDC1,NRF1,PRKN,PINK1,TBK1,BNIP3L,AMBRA1,BECN1,NRF2,SQSTM1,OPTN,NFE2L2,PGAM5,ULK1,MAP1LC3B,RAB7A,ATG5	380	20	2	154	269
Inflammatory response	0.005263157894736842	0.001007759750075582	0.1	5.222631578947369	0.0573046847232618	0.3692835061792394	IL1B,RELA	CSF2,CXCL10,S100A8,TLR4,STAT3,CCL2,IL8,CXCL1,IL10,TNFAIP3,PTGS2,NFKB1,S100A9,CRP,IL6,IL1B,MCP1,TNF,IFNG,RELA	380	20	2	156	262
Positive regulation of metabolic process	0.005263157894736842	0.001007759750075582	0.1	5.222631578947369	0.0573046847232618	0.3692835061792394	MTOR,RELA	MTOR,AP2B1,TFEB,SIRT1,IGF1,AMPK,PKM,FOXO1,PPARG,PGC1A,GSK3B,PFKFB3,RPTOR,PIK3R1,EGR1,FOXO3,ULK1,AKT1,INSR,RELA	380	20	2	158	265
Endothelial cell migration	0.005263157894736842	0.001007759750075582	0.1	5.222631578947369	0.0573046847232618	0.3692835061792394	ITGB1,CXCR4	PTK2,KDR,CXCL12,TIE1,ANGPT1,NOS3,ITGB1,RAC1,VEGFA,FLT1,ITGA5,CXCR4,FN1,RHOA,MMP2,VCL,CTNNB1,MMP9,ENG,ANGPT2	380	20	2	158	260
Regulation of cell proliferation	0.007894736842105263	0.0022674594376700594	0.06666666666666667	3.4817543859649125	0.05736442814434786	0.3692835061792394	MTOR,PIK3CA,BRCA1	MAPK3,E2F1,MTOR,FGF2,BRAF,PIK3CA,HRAS,CDKN1A,MAPK1,TGFB1,SP1,CDKN2A,STAT3,CCND1,IGF1,STAT5A,WNT3A,VEGFA,RB1,CDKN2B,APC,SMAD3,SOCS3,MYC,PPARG,FGFR1,HMGA1,GSK3B,NF1,TBX2,BRCA1,KRAS,TRAF6,NOTCH1,FOXO3,CTNNB1,JUN,PDGFRA,SMURF1,TP53,SRC,SMAD4,EGFR,AKT1,PTEN	380	45	3	158	583
Autophagosome maturation	0.005263157894736842	0.0012093117000906983	0.08333333333333333	4.35219298245614	0.07914747069840444	0.4636373809895963	PINK1,MAP1LC3A	VPS34,ATG9A,ATG7,PRKN,ATG14,PINK1,UVRAG,AMBRA1,WIPI2,BECN1,MAP1LC3A,TECPR1,GABARAP,SNX18,VPS15,YKT6,PIK3C3,GABARAPL1,VAMP8,STX17,MAP1LC3B,RAB7A,PIK3R4,ATG5	380	24	2	158	344
GABAergic synapse	0.007894736842105263	0.002620175350196513	0.057692307692307696	3.0130566801619434	0.08102400832827897	0.4636373809895963	SYT1,CACNA1E,GABRG2	GABRG3,SYT2,GABRB1,CACNA1B,GAD1,SYT1,GABRR1,GABRB2,GABRA1,SNAP25,GABRP,CACNA2D1,STX1B,STX1A,CACNB3,DLG4,GABRA3,CACNB4,CACNB2,CACNA1G,GPHN,GABRG2,GABRB3,CACNA1C,ABAT,CACNA2D2,GABRA2,GABRA4,GAD2,CACNA1A,CACNA2D4,GABRA6,CACNA1E,STXBP1,VAMP2,GABRR2,SLC32A1,GABRR3,GABRQ,CACNA1H,GABRA5,CACNA1D,GABRE,GABRG1,SLC12A5,CACNA1I,CACNB1,CACNA1S,GABRD,SYT9,SLC6A1,CACNA2D3	380	52	3	158	735
Immune cell migration	0.005263157894736842	0.0013100876750982565	0.07692307692307693	4.017408906882591	0.09088971320786607	0.49271791896895817	CX3CR1,CXCR4	CDC42,LFA1,ITGB2,CXCL10,RHOC,CD44,CXCL12,CHEK1,PDPN,RAC1,ARHGEF1,VAV1,CCL21,ICAM1,PTPRC,ITGAL,CXCR4,CCR2,S1PR1,CCR7,RHOA,VCL,EZR,ROCK1,VCAM1,CX3CR1	380	26	2	156	339
DNA repair	0.007894736842105263	0.0028217273002116294	0.05357142857142857	2.797838345864662	0.09614326597501886	0.49513781977134713	MSH3,FANCM,BRCA1	FANCM,POLB,XRCC1,ERCC8,CHEK1,ERCC6,FANCA,ATR,FANCI,ATM,WRN,XRCC3,MSH3,MSH6,FANCC,FANCE,LIG4,XPD,CHEK2,XPG,XRCC2,RPA1,XRCC4,FANCG,XRCC6,RAD51,ERCC3,FANCD2,MLH1,ERCC5,XPA,BRCA2,RAD50,FANCJ,MSH2,XPC,XPB,BRCA1,PMS2,XRCC5,MUTYH,ERCC2,NBN,PMS1,RAD52,XPF,FANCL,FANCF,ERCC1,LIG3,FANCB,POLQ,TP53,ERCC4,RAD54L,LIG1	380	56	3	152	717
Exocytosis	0.005263157894736842	0.001511639625113373	0.06666666666666667	3.4817543859649125	0.11572941309774154	0.5000054163681963	SYT1,EXOC5	EXOC1,SYT1,VPS45,SNAP25,STX1B,STX1A,EXOC5,RAB27B,EXOC2,STX4,MUNC18-1,SYT7,EXOC3,RAB27A,SNAP23,SEC22B,EXOC7,STX2,STXBP1,VAMP2,STXBP2,SEC1,RALA,STX3,RAB3A,EXOC6,NSF,UNC13B,EXOC8,EXOC4	380	30	2	154	402
Protein phosphorylation	0.005263157894736842	0.001511639625113373	0.06666666666666667	3.4817543859649125	0.11572941309774154	0.5000054163681963	MTOR,PIK3CA	MAPK3,JAK2,PTK2,MTOR,LCK,BRAF,PIK3CA,PRKACA,MAPK1,CHEK1,ATR,ATM,GRK2,CAMK2A,MAPK8,CSNK2A1,RAF1,CDK2,CDK1,MAP3K1,GSK3B,PLK1,PKN1,MAP2K1,PDGFRA,SRC,PRKCG,EGFR,AKT1,PTEN	380	30	2	152	391
Cytoplasmic microtubule organization	0.005263157894736842	0.001511639625113373	0.06666666666666667	3.4817543859649125	0.11572941309774154	0.5000054163681963	MAP1A,KIF3A	MAP1A,DCX,DYNC1H1,TUBA1A,TTPA,CEP85,MAP1B,TUBB,CEP170,KIF3A,TPX2,KIF1A,MID1,MAP4,TUBG1,KIF5B,CLIP1,DCTN1,TUBG2,NDEL1,NUMA1,PLK1,STMN1,MAP2,STMN2,NIN,CLIP2,DCTN2,KIFC1,DYNC2H1	380	30	2	166	402
Nucleosome assembly	0.007894736842105263	0.003073667237730525	0.04918032786885246	2.568507333908542	0.11650611643530788	0.5000054163681963	NAP1L1,HIST1H4H,HIST1H2BG	HIST2H2AE,HIST1H3H,HIST1H3C,HIST2H2AA3,HIST1H3D,HIST1H4I,HIST1H3A,HSP90AA1,CAF1A,CHAF1A,HIST2H2AC,HIST3H2A,HIST2H4A,HIST1H4C,HIST1H1C,HIST1H4E,NAP1L3,HIST1H2BE,NAP1L1,DEK,ASF1A,HIST3H3,HIRA,HIST1H4A,HIST1H4D,HIST1H2BB,HIST1H1A,HIST2H2AB,HIST1H2BA,HIST1H1B,HIST1H3E,HIST1H4L,CHAF1B,NAP1L2,HIST1H3G,HIST1H3I,HIST1H2BC,HIST1H4B,HIST1H1D,HIST2H2AD,HIST1H3J,HIST2H4B,CAF1B,NAP1L4,HIST1H2AC,HIST1H2BG,HIST2H3A,HSPA1A,HIST1H3B,HIST1H3F,HIST1H4J,ASF1B,HIST1H2BF,HIST4H4,HIST1H1E,HIST1H4F,HIST1H4K,HIST1H4H,HIST1H4G,HIST1H2BD,HIST2H3C	380	61	3	156	946
Protein ubiquitination	0.005263157894736842	0.0016628035876247102	0.06060606060606061	3.165231259968102	0.13534219219049215	0.5473617060263625	MDM4,BRCA1	SYVN1,UBE2D3,TRIP12,RNF4,PSMB9,CUL3,UBE2D1,FBXW7,UBE2N,UBE3A,XIAP,MDM4,UBE2C,UBR1,UBE1,RBX1,SKP1,UBE2D2,SKP2,UBE2R2,UBE2G1,PSMB8,CUL1,UBR2,RNF2,MDM2,BRCA1,PSMD4,BIRC3,NEDD4,UBE2I,NEDD4L,BTRC	380	33	2	154	438
Nerve growth factor processing	0.002631578947368421	0.0004031039000302328	0.125	6.528289473684211	0.14593059840174685	0.5473617060263625	SORT1	PLAT,NTRK3,SORT1,NTRK2,NGF,PLG,NTRK1,MAG	380	8	1	158	107
Cell adhesion	0.005263157894736842	0.0017635795626322684	0.05714285714285714	2.984360902255639	0.14879735697804028	0.5473617060263625	ITGB1,CADM1	PECAM1,ITGB2,DSC2,CD44,CDH1,PVR,ITGB1,ITGA1,ITGA2,SELPLG,ITGA3,CXADR,CD99,JAM1,ICAM1,CLDN1,CADM1,NCAM1,LAMC1,SELL,LAMA1,DSG2,CLDN3,LAMB1,CLDN7,CLDN5,CD2,DSC1,CLDN2,DSG1,VCAM1,CDH2,ICAM2,CLDN4,SELE	380	35	2	152	453
mRNA transport	0.005263157894736842	0.0017635795626322684	0.05714285714285714	2.984360902255639	0.14879735697804028	0.5473617060263625	SRP54,MAGOH	YTHDF2,IGF2BP3,IGF2BP1,KHDRBS1,THOC6,E1F4E,THOC2,IGF2BP2,THOC5,TAP,YTHDF3,NXF1,RBM8A,YTHDF1,SARNP,NXF5,NUP214,SRP54,DDX19A,MAGOH,THOC1,NXF3,DDX19B,NUP98,THOC7,CPSF6,RAE1,NXF4,ALYREF,NXF2,UTP3,THOC3,EIF4A3,SYMPK,SNRNP200	380	35	2	154	477
G-protein coupled receptor signaling pathway	0.007894736842105263	0.003577547112768316	0.04225352112676056	2.2067457375833954	0.16138012477955269	0.5557784038384885	RGS16,PRKCQ,PRKCA	RGS5,CREB3,ATF1,PRKACA,RGS14,GRK7,RGS6,GRK2,PRKAR1A,GRK6,ADCY6,CREB1,RGS8,PRKCB,PRKCA,RGS16,ADCY7,RGS4,PRKCH,GNAI1,ATF4,GNA14,RGS7,ATF7,GRK3,ADCY5,PRKCE,CREM,GNA11,CREB5,GNA15,ADCY2,GRK1,PRKAR2A,PRKCD,PRKACB,PRKCZ,ATF2,PRKCI,ADCY4,RGS19,GRK4,ADCY3,GNAQ,RGS12,RGS3,PRKAR1B,ATF6,RGS20,ADCY9,GNAO1,ARRB2,PRKCQ,GNAI3,RGS2,ADCY1,RGS9,RGS13,GNAI2,ADCY8,RGS11,PRKCG,PRKAR2B,GNAS,RGS17,PRKACG,GRK5,RGS1,RGS10,RGS18,ARRB1	380	71	3	162	941
Phagocytosis	0.005263157894736842	0.0019147435251436057	0.05263157894736842	2.748753462603878	0.16944396504603046	0.5557784038384885	ITGAM,PIK3CA	FCGR2C,CDC42,TLR2,SIRPA,ACTG1,CLEC7A,PIK3CA,CR4,TLR4,STAT3,FCGR2B,APOA1,RAC1,ACTB,FCGR3B,CLTA,STAT1,CR3,PRKCD,CD36,ITGAX,RHOA,CR1,FCGR3A,PIK3R1,CLTB,VCL,PTK2B,SYK,MYO1F,SCARB1,TLN1,ITGAM,APOE,MSR1,FCGR2A,CD14,FCGR1A	380	38	2	156	498
MAPK signaling pathway	0.005263157894736842	0.0019147435251436057	0.05263157894736842	2.748753462603878	0.16944396504603046	0.5557784038384885	PIK3CA,FOS	MAPK3,MEK1,PIK3CG,CBL,PDPK1,BRAF,RPS6KA2,RPS6KA3,PIK3CA,PIK3CB,FOS,HRAS,MAPK1,ERK2,ELK1,MAP2K2,SOS1,RAF1,RIT1,MYC,DUSP6,RPS6KA1,NF1,KRAS,SHC1,MKNK1,PGF,MAP2K1,JUN,MEK2,Gab1,MKNK2,PIK3CD,NRAS,GRB2,DUSP5,ATF2,ERK1	380	38	2	156	502
Cytoplasmic dynein complex	0.005263157894736842	0.0019651315126473848	0.05128205128205128	2.6782726045883942	0.17643023024046733	0.5557784038384885	RAB6A,DCTN4	DYNC1H1,DYNLT1,DYNLT5,LIS1,TOR1A,DYNC1IN1,DCTN7,HOOK3,DYNLRB2,RABM2B,NDE1,DYNC1I1,DCTN6,NDEL1,RAB6A,DCTN1,BICDL1,DCTN4,BICD2,DCTN3,DYNLT4,DYNC1LI1,DNAAF4,DYNC1LI2,DYNLL2,DYNLRB3,DCTN8,DYNLT3,DYNLL1,DYNLT7,DYNLRB1,DNAAF3,DYNC1I2,DYNLT6,DCTN2,HOOK1,DCTN9,DCTN5,HOOK2	380	39	2	164	394
Cellular response to oxidative stress	0.005263157894736842	0.002015519500151164	0.05	2.6113157894736845	0.18346083233503507	0.5557784038384885	SESN1,PINK1	MT2A,MAPK3,PRDX6,SRXN1,CAT,MAPK1,PRDX3,ATR,ATM,HMOX1,NRF1,PRDX5,TXNRD1,MAPK8,SOD1,KEAP1,SESN1,GCLC,PINK1,DJ1,ALDH2,GCLM,PRDX2,PARK2,GSS,NRF2,GPX1,NQO1,GSK3B,SOD2,PRDX4,FOXO3,NFE2L2,GSR,MAPK14,SESN2,TP53,HIF1A,TXN,PRDX1	380	40	2	160	361
Cell migration	0.005263157894736842	0.002015519500151164	0.05	2.6113157894736845	0.18346083233503507	0.5557784038384885	ITGB1,CXCR4	CDC42,PTK2,ACTG1,RHOC,CXCL8,CXCL12,PDGFB,CCL2,ITGB1,ACTA1,ITGA2,RAC1,ACTB,TGFBI,VEGFA,EFNA1,ICAM1,PXN,FN1,CXCR4,LAMA1,COL4A1,FGFR1,CRK,CCL5,MYLK,MMP2,VIM,AKT2,COL1A1,MMP9,EPHA2,TLN1,SRC,ROCK1,VCAM1,EGFR,AKT1,MYH9,ROCK2	380	40	2	152	517
Glutamatergic synapse	0.010526315789473684	0.005895394537942154	0.03418803418803419	1.7855150697255961	0.19550985979871052	0.5753575874076338	GRIA3,CACNA1E,SLC38A2,GABRG2	SLC38A2,GRIN2B,GRIK2,GABRB1,NRXN3,SYNGAP1,SLC17A6,CACNA1F,CACNB3,CACNB4,GRIA2,GABRA2,GAD2,SYN1,CACNG6,CAMK2G,GRIK3,CACNA1S,GABRR3,GRM4,CAMK2B,CACNA1D,GRM8,DLG3,GRIA4,SLC38A4,CACNA1G,GRIN2A,NTRK2,CACNA1B,NLGN1,NTRK3,GABRR1,GABRA1,CACNA2D1,CAMK2A,SHANK3,GABRA3,GABRG2,VGLUT2,GRIN3A,SLC38A1,CACNA1A,NLGN2,CACNG7,GABRA5,GRIK1,GABRE,CACNG2,NLGN3,GABRG1,GRM5,CACNB1,GRM6,SHANK2,GABRD,GABRG3,SLC1A6,GRM1,GAD1,VGLUT1,SLC17A7,DLG1,HOMER3,VGLUT3,GRM2,CACNG1,CACNA1C,SLC1A1,GABBR2,GRIA3,SLC17A8,CACNA2D4,GRIN3B,GRM7,GABRQ,CACNG5,SLC1A3,NRXN1,GRIK4,NLGN4,GRIN2C,SLC1A2,DLG2,CACNA2D3,TRKB,GABRB2,GRIA1,GABBR1,DLG4,PSD,CACNB2,NRXN2,GABRB3,SYN2,CACNA2D2,GABRA4,HOMER2,GABRA6,CACNA1E,GABRR2,HOMER1,CACNG8,BDNF,GRIN2D,SLC38A3,CACNA1H,GRIK5,GRM3,SYN3,CAMK2D,CACNG3,CACNA1I,GRIN1,SLC1A7,CACNG4,SHANK1	380	117	4	164	1137
Neurotrophic factor-mediated signaling pathways	0.005263157894736842	0.0023178474251738385	0.043478260869565216	2.2707093821510296	0.22634086294438135	0.6475863578686466	MTOR,PIK3CA	RET,MAPK3,MTOR,GFRA3,BRAF,PIK3CA,PIK3CB,NTRK3,NTRK2,IRS2,MAPK1,FOXO4,PTPN11,CREB1,PLD2,NTF5,MAP2K2,SOS1,RAF1,AKT3,GFRA1,FOXO1,PLD1,NGFR,PLCγ1,PLCG1,IRS1,SHC1,KRAS,NTF3,BDNF,GFRA2,MAP2K1,FOXO3,GDNF,GFRA4,AKT2,NTF4,NRAS,NGF,GRB2,NTRK1,PLCG2,AKT1,HRAS,FOXO6	380	46	2	164	413
Cytoskeleton organization	0.007894736842105263	0.0043837549128287814	0.034482758620689655	1.8009074410163342	0.24134953931467415	0.6718649337678767	MAP1A,RHOB,WASF3	MAP1A,TMSB4X,FLNA,DIAPH1,DNM1,ACTA1,ACTB,FHOD1,FLNB,MYH7,KRT18,KIF5B,DIAPH3,SSH1,CTTN,DOCK2,MSTN,ARPC5,TPM1,MYH8,ACTN3,ACTN1,MYH9,CFL2,CDC42,ACTG1,ARPC1B,ACTR3,KRT8,ARPC4,MYO6,TMSB10,PFN1,CFL1,RHOA,RHOB,MAP2,VCL,EZR,SSH2,ACTN4,RHOT2,MYH6,WASL,TPM2,MYH4,WASF1,RAC1,WASF3,DNM3,RDX,TRIO,DES,CAP1,ACTR2,MYH1,MOE,ARPC2,DOCK1,NES,DST,VIM,TLN1,MYO5C,PFN2,MYH3,RHOJ,MYH2,DIAPH2,TUBA1A,ACTN2,RHOT1,TUBB,GSN,ARPC3,MYO5A,MYO5B,WASF2,TPM3,TPM4,CAP2,PLEC,KIF11,FHOD3,MAPT,DOCK3,DNM2	380	87	3	158	1120
Mitochondrial biogenesis	0.002631578947368421	0.0008062078000604656	0.0625	3.2641447368421055	0.27061324121193603	0.703098355834761	TFAM	NRF1,TOMM20,HSPD1,NRF2,PPARG,SIRT5,CLPP,PGC1A,TOMM22,HSPE1,CREB,SIRT3,SIRT1,LONP1,POLG,TFAM	380	16	1	162	213
Axon guidance receptor activity	0.005263157894736842	0.0027713393127078503	0.03636363636363636	1.8991387559808612	0.29160289349692553	0.703098355834761	SEMA3E,PLXNA1	SEMA3E,NTN1,SLIT1,SEMA4C,NRP1,UNC5A,PLXNB1,SEMA4A,EphA1,NRP2,UNC5C,EphA7,NTNG1,EphB4,ROBO2,PLXNC1,SEMA4D,EphA2,SEMA4E,EphA6,SEMA3A,NTNG2,EphB3,EphB2,PLXNA4,SEMA4B,SEMA3F,PLXNB3,L1CAM,EphA4,EphB1,SEMA4H,DCC,EphA3,SEMA3B,SLIT3,UNC5B,EphA5,SEMA3G,EphA8,ROBO3,ROBO1,PLXNA2,PLXNA3,SEMA4G,ROBO4,SLIT2,SEMA3C,SEMA3D,PLXNA1,UNC5D,EphA10,PLXNB2,SEMA4F,EphB6	380	55	2	158	757
Protein autophosphorylation	0.002631578947368421	0.0009069837750680237	0.05555555555555555	2.9014619883040935	0.2988360084056228	0.703098355834761	ABL1	MAPK3,JAK2,KIT,RET,RIPK1,ABL1,TYRO3,PDGFRB,TEK,FGFR1,SRC,BCR,MST1R,MAPK1,VEGFR2,MET,EGFR,IGF1R	380	18	1	160	161
Focal adhesion	0.005263157894736842	0.0028217273002116294	0.03571428571428571	1.8652255639097746	0.2988421389606996	0.703098355834761	ITGB1,PIK3CA	CDC42,PTK2,MAPK3,AKT1,PIK3CG,PIK3CA,PIK3CB,KRT4,MAPK1,FAK,ZO1,FLNA,ITGB1,RAC1,KRT5,TNS3,PDGFRB,EGFR,KRT8,TNS2,KRT1,KRT18,KRT7,PPP2CA,KRT3,TNS1,PXN,FN1,COL4A1,PPP1CA,KRT6B,CSK,RHOA,TNS4,KRT2,SHC1,KRT6A,ERBB3,ILK,VCL,ARP3,AKT2,SYK,ERBB2,PDGFRA,COL1A1,TLN1,SRC,ERBB4,GRB2,ITGB3,PIK3CD,ACTN1,ACTN4,PTEN,TLN2	380	56	2	154	728
Vesicle-mediated transport	0.007894736842105263	0.00503879875037791	0.03	1.5667894736842107	0.3101814880444499	0.703098355834761	RAB6A,SYT1,EXOC5	COPA,GOLGA2,CTSL2,RAB11A,VAPB,ARF3,OSBP,EXOC2,GGA3,VAPA,AP5B1,PLD1,CTSD,VPS11,GOLGA3,GORASP2,HSPA8,YIPF1,ITPR1,DDC,LYST,FCHO1,TBC1D10B,RAB2B,ARF4,RAB5C,RALBP1,AP2A1,AP2A2,AP1M1,FMNL1,RAB8A,AP2M1,TBC1D10A,ARFGEF1,PI4KB,RAB2A,EXOC6,RAB9B,RAB7A,EXOC4,AP2B1,AP3B1,GORASP1,RAB6B,PITPNB,ARFGAP1,EPB41L2,PLD2,ARF5,AP3M1,HPS3,BLOC1S1,RAB3D,CTSF,GGA2,ARL2,DGKQ,AP2S1,COPG1,GOLGA1,RAB6A,EXOC7,HPS1,RAB1B,VPS35,GGA1,OSBPL9,ARL1,RAB5A,AP3S2,AP1G1,AP3S1,VTI1A,EXOC1,CTSL,VAMP3,FCHO2,SYT1,VPS18,COPE,CTSG,EXOC5,VPS33A,CYB561,EXOC3,VPS16,ARF1,RAB1A,TBC1D10C,VPS41,RAB9A,AP4B1,ARF6,VPS33B,RAB5B,DYNLL1,DAB2,EXOC8,AP1B1	380	100	3	158	950
