set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter	in_toks	out_toks
Axon guidance	0.015873015873015872	0.0027209513252040712	0.018518518518518517	5.833627278071723	0.15841792604890875	0.7091088118379726	PLXNA1	EPHB3,SEMA3E,NTN1,SLIT1,EPHB2,UNC5A,NTRK3,NTRK2,EFNA3,PLXNB1,EPHA1,UNC5C,EPHA10,NRTN,ROBO2,EPHA5,EPHB1,NTN2,SEMA3A,EFNA1,EFNA4,PLXNA4,EPHB4,SEMA3F,PLXNB3,EPHA8,DCC,PLXND1,EPHB6,SEMA3B,SLIT3,UNC5B,SEMA3G,ROBO3,ROBO1,NTN3,PLXNA2,PLXNA3,EPHA6,GDNF,ROBO4,SLIT2,EPHA7,SEMA3C,SEMA3D,PLXNA1,EPHA2,UNC5D,EFNA2,EPHA3,EPHA4,NTRK1,PLXNB2,EFNA5	63	54	1	154	725
Toll-like receptor signaling pathway	0.0	0.0022674594376700594	0.0	0.0	1.0	1.0		MAPK3,IKBKG,TLR2,TIRAP,TRAF4,TLR9,IKBKB,TLR4,RELB,CASP3,MAPK1,MAPK9,IRF3,FADD,TLR5,TICAM1,MAPK8,IRF7,TLR3,MAP3K7,TLR1,TLR8,TRIF,TLR10,CHUK,RIPK1,IRF5,NFKB1,TLR7,TAB1,IRAK4,NFKB2,TRAF6,TAB2,TRAF3,IRAK2,CASP8,CASP7,MAPK14,TICAM2,TLR6,MYD88,TRAF2,IRAK1,RELA	63	45	0	160	410
Transmembrane receptor protein tyrosine kinase signaling pathway	0.0	0.002620175350196513	0.0	0.0	1.0	1.0		RET,KIT,EPHB3,KDR,EPHB2,ACVR2A,NTRK2,NTRK3,TIE1,ACVR1B,EPHA1,EPHA10,TEK,ROS1,PDGFRB,EPHA5,EPHB1,BMPR2,FLT1,ACVR2B,MET,FLT3,IGF1R,MERTK,EPHB4,ALK,FGFR1,EPHA8,FGFR3,EPHB6,TGFBR1,BMPR1A,ERBB3,TGFBR2,FGFR4,ERBB2,EPHA6,AXL,BMPR1B,PDGFRA,EPHA7,EPHA2,ERBB4,EPHA3,FGFR2,ACVR1C,EPHA4,NTRK1,EGFR,ACVRL1,ACVR1,INSR	63	52	0	170	680
Immune response-regulating signaling pathway	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		IKBKG,TLR9,IKBKB,TLR4,RELB,TNFRSF9,IRF3,STAT3,TICAM1,IRF7,MAPK8,MAP3K7,CTLA4,CD80,BTLA,CD40,STAT2,CD86,STAT1,NFKB1,TLR7,CD28,ICOS,TNFRSF4,NFKB2,TRAF6,PDCD1,MAPK14,MYD88,RELA	63	30	0	162	390
Regulation of cell communication	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		MAPK3,MTOR,BRAF,PIK3CA,FOS,MAPK1,CDKN1A,PTEN,CDKN2A,CCND1,CDK6,VEGFA,RB1,SOS1,RAF1,GAPDH,NF1,MDM2,SHC1,KRAS,CTNNB1,JUN,CDK4,TP53,SRC,NRAS,GRB2,EGFR,AKT1,HRAS	63	30	0	158	384
Notch signaling pathway	0.0	0.0017131915751284893	0.0	0.0	1.0	1.0		DTX2,FBXW7,NUMB,MAML1,NRARP,DTX3,DTX1,PSEN1,MAML2,EP300,DLL4,RFNG,DTX4,JAG1,NOTCH2,MFNG,HES5,HEY2,ADAM17,HEYL,NCOR2,RBPJ,NOTCH1,CREBBP,PSEN2,LFNG,NOTCH4,JAG2,NOTCH3,DLL3,HEY1,HES1,DLL1,MAML3	63	34	0	156	449
Reactive oxygen species metabolic process	0.0	0.00448453088783634	0.0	0.0	1.0	1.0		GPX5,NOX1,SRXN1,GSTA1,DUOX1,NDUFAB1,TRXR1,PRDX5,GPX3,NDUFA13,GCLC,GCLM,NDUFA1,NDUFA2,GSS,NDUFA7,COX6C,NDUFS7,NDUFB2,FOXO3,GSR,NDUFA11,NDUFA6,NDUFS1,NOX5,CTR1,CYBA,TXNRD2,GPX2,NOX3,TXNRD1,SOD1,NDUFA10,PRDX2,NDUFS3,ME1,NDUFB6,GPX1,NDUFB11,GSTO1,MT3,COX4I1,NFE2L2,NDUFS2,GPX7,TXN,NDUFA4,UQCRC1,NDUFS8,NDUFS5,COX6B1,GPX6,NQO1,PRDX4,NDUFA9,TFAM,COX6A1,NDUFS4,NDUFB5,AKR1C2,DUOX2,AKR1C3,CYC1,SOD3,UQCRC2,COX5A,PRDX1,NOX2,NDUFA8,PRDX6,CAT,PRDX3,NDUFA3,PARK7,TXN2,NRF1,NDUFA12,KEAP1,NDUFA5,NOX4,GSTK1,NDUFB3,CYBB,SOD2,NDUFB10,NDUFS6,GPX4,COX5B,GPX8	63	89	0	158	1280
Regulation of reactive oxygen species metabolic process	0.0	0.001612415600120931	0.0	0.0	1.0	1.0		NOX2,NOX1,PRDX6,CAT,DUOX1,PRDX3,TXNRD2,GPX2,NOX3,HMOX1,PRDX5,TXNRD1,SOD1,GPX3,HMOX2,GCLC,NOX4,GCLM,PRDX2,GPX1,NQO1,SOD2,PRDX4,NFE2L2,GSR,TXNRD3,DUOX2,GPX4,SOD3,NOX5,TXN,PRDX1	63	32	0	164	297
Regulation of protein stability	0.0	0.0012596996875944774	0.0	0.0	1.0	1.0		UBA1,PSME1,SYVN1,RNF4,USP7,SPOP,FBXW7,STUB1,HUWE1,PSME4,PSMB1,PSMD14,TRIM25,SOCS1,SKP2,CUL1,MARCH5,GSK3B,PSMC3,DCAF15,NEDD4,UBC,USP14,UCHL1,BTRC	63	25	0	158	327
RNA processing	0.0	0.002519399375188955	0.0	0.0	1.0	1.0		SF3B3,EXOSC1,SRSF6,RNASEH1,EXOSC4,SRSF11,AGO1,EXOSC3,RNASEH2B,EXOSC9,EXOSC6,SRSF8,CNOT8,RBM28,SRSF2,EXOSC2,EXOSC5,RBM17,XRN2,NONO,DCAF13,SRSF3,SRSF1,PSPC1,RBM15,SRSF5,RBM8A,EXOSC11,SF3B2,AGO2,RNASEH2A,SF3B1,RNASEH2C,SRSF10,CNOT6,XRN1,SRSF4,DICER1,DROSHA,EXOSC10,SRSF7,SRSF12,CNOT7,PARN,EXOSC7,SRSF9,SFPQ,RNH1,SNRNP200,EXOSC8	63	50	0	152	677
Positive regulation of neuron projection development	0.0	0.0024690113876851758	0.0	0.0	1.0	1.0		CDC42,MAPK3,JAK2,FGF2,FGF8,PIK3CA,S1PR4,MAPK1,MAPK9,STAT3,S1PR2,DLG4,CAMK2A,SPARC,RAC1,CREB1,MAPK8,PTPN11,CHEK2,VEGFA,CYFIP1,RELN,FGF1,CAMK2G,S1PR5,DCC,S1PR1,GSK3B,S1PR3,RHOA,LIMK1,PIK3R1,SHC1,BCL2,PTN,NTF3,BDNF,EFNB1,LIMK2,EFNB3,CAMK2B,GDNF,EFNB2,NTF4,NGF,ROCK1,EPHA4,AKT1,ROCK2	63	49	0	160	454
Modulation of chemical synaptic transmission	0.0	0.0018139675501360475	0.0	0.0	1.0	1.0		SYT4,SYT3,SYT2,SYT1,GAD1,SNAP25,SLC17A7,DLG1,DLG4,CAMK2A,SHANK3,SYT13,SYN2,SYT5,GAD2,SYT7,SYN1,SYT11,SNCB,CAMK2G,SYT9,SLC32A1,CAMK2B,SYN3,SYT10,SLC1A3,SYT8,SYT12,SHANK2,DLG3,GRIN1,SLC1A2,DLG2,SYT6,SHANK1,GRIN2A	63	36	0	162	486
Oxidative stress response	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		HMOX1,NFE2L2,GSR,TXNRD1,SOD1,KEAP1,GCLC,GSTP1,GPX1,CAT,NQO1,SOD2,GCLM,TXN,PRDX1	63	15	0	158	201
Regulation of apoptotic process	0.0	0.001562027612617152	0.0	0.0	1.0	1.0		CASP3,TNFRSF10B,CDKN1A,BCL2L1,XIAP,DIABLO,SMAC,APAF1,AIFM1,BAD,CD95,BAX,BID,NFKB1,FASLG,MDM2,BCL2L11,BCL2,PDCD4,CYCS,DR4,CASP8,FAS,TRADD,DR5,TP53,CASP9,TNF,AKT1,PTEN,RELA	63	31	0	160	278
Regulation of cell proliferation	0.0	0.0022674594376700594	0.0	0.0	1.0	1.0		MAPK3,E2F1,MTOR,FGF2,BRAF,PIK3CA,HRAS,CDKN1A,MAPK1,TGFB1,SP1,CDKN2A,STAT3,CCND1,IGF1,STAT5A,WNT3A,VEGFA,RB1,CDKN2B,APC,SMAD3,SOCS3,MYC,PPARG,FGFR1,HMGA1,GSK3B,NF1,TBX2,BRCA1,KRAS,TRAF6,NOTCH1,FOXO3,CTNNB1,JUN,PDGFRA,SMURF1,TP53,SRC,SMAD4,EGFR,AKT1,PTEN	63	45	0	158	583
Antigen processing and presentation	0.0	0.001612415600120931	0.0	0.0	1.0	1.0		HLA-DMB,HLA-DOB,CTSC,HLA-B,HLA-DOA,CTSA,TAP1,IL4,PSMB9,HLA-DRB5,HLA-DRB1,HLA-DMA,IL10,CTSS,HLA-C,HLA-DRA,TAP2,HLA-DQB1,LMP7,CD74,CTSD,TAPBP,PSMB8,HLA-A,ERAP2,CTSB,LMP2,CANX,HLA-DPB1,ERAP1,IFNG,CALR	63	32	0	158	427
Chemokine signaling pathway	0.0	0.003527159125264537	0.0	0.0	1.0	1.0		PIK3CG,PLCβ1,MAPK3,ACKR2,XCR1,CCR3,CXCR1,CXCR3,CDC42,PAK4,RHOC,PIK3CA,NFATC2,PIK3CB,PIK3R6,MAPK1,MAPK9,PAK6,CCR5,PIK3R2,RAC1,MAPK8,PAK2,CCR1,CCR10,RAC2,GNAI1,AKT3,NFATC4,CCRL2,PIK3R5,PAK5,NFATC3,CXCR2,CXCR4,CCR2,CXCR5,ACKR4,GNA13,LIMK1,CCR9,CCR7,PLCβ4,GNAQ,PIK3R3,MAPK10,ACKR1,CXCR6,PIK3R1,RHOA,RHOB,LIMK2,ACKR3,NFATC1,PLCβ2,CCR8,AKT2,GNAI3,GNA12,CCR6,CCR4,PIK3CD,GNAI2,PAK1,PAK3,ROCK1,GNAS,PLCβ3,AKT1,ROCK2	63	70	0	158	925
Vesicle-mediated transport	0.0	0.002065907487654943	0.0	0.0	1.0	1.0		AP2B1,AP3B1,COPA,ARF3,AP2A1,GRASP55,VAMP7,EFHD2,AP3M1,GGA3,AP1M1,AP4E1,GGA2,AP5B1,AP2S1,COPG1,ARF1,FLII,LAMP1,AP2M1,HN1,TBC1D15,TMED10,TMED2,VPS35,KIF5A,GGA1,AP4B1,VPS29,RAB5A,ITPR1,SCYL1,COPB1,AP1G1,ZNF512,YCYFR1,AP3S1,RAB7A,AP1B1,AP1S2,LAMP2	63	41	0	158	392
Lysosomal transport	0.0	0.002015519500151164	0.0	0.0	1.0	1.0		CLN6,AP3B1,VPS13C,SCARB2,DYNC1H1,NPC2,GALC,HEXA,LAMTOR3,LAMTOR5,SLC9A6,VAMP7,CLN8,SLC30A10,HEXB,SUMF1,VPS33A,WDR48,PSAP,GNPTG,GAA,LAMP1,M6PR,CLN3,LAMTOR4,VPS41,CLN5,GNPTAB,NPC1,AP4B1,SLC4A7,LAMTOR1,SNAPIN,VPS33B,MCOLN1,LAMTOR2,SORT1,AP1B1,LAMP2,SLC11A2	63	40	0	156	535
TNF signaling pathway	0.0	0.002166683462662501	0.0	0.0	1.0	1.0		IKBKG,CYLD,TNFRSF1A,IKBKB,RELB,MAPK9,FADD,BCL2L1,CASP10,FLNA,STAT3,XIAP,CFLAR,BIRC2,MAPK8,TRAF5,NFKBIA,MAP3K7,STAT5A,REL,NFKBIE,BIRC5,TNFAIP3,SOCS3,CHUK,STAT1,RIPK1,NFKB1,TNFRSF1B,MAP2K6,MAP2K4,BIRC3,BCL2,CASP8,TRADD,MAPK14,NFKBIB,SRC,TNF,TRAF2,JAK1,STAT5B,RELA	63	43	0	156	565
Apoptotic signaling pathway	0.0	0.001007759750075582	0.0	0.0	1.0	1.0		MCL1,ACTIVATOR,PUMA,CASP3,FADD,XIAP,DIABLO,APAF1,BAD,BAX,BID,NOXA,BCL2,CYCS,CASP8,FAS,TRADD,TP53,CASP9,TNF	63	20	0	158	253
Actin filament organization	0.0	0.0028217273002116294	0.0	0.0	1.0	1.0		CORO2B,ACTG1,RHOC,MYH10,DSTN,PIP5K1B,CORO1B,IQGAP1,CORO1C,FLNA,CORO1A,ARPC3,ARPC1B,DLG1,GSN,WASF1,ACTA1,CORO6,ACTB,WASF3,PIP5K1A,CORO2A,FLNB,IQGAP3,TWF2,ARPC4,RDX,MYH14,WASF2,PFN1,CFL1,MYL6,CAP2,WIPF1,CAP1,IQGAP2,WIPF2,ARPC2,PPP1R9A,VCL,JUN,ARPC1A,WIPF3,ARPC5,EZR,TLN1,TWF1,WAS,PPP1R9B,PIP5K1C,ROCK1,PFN2,MYH9,ARPC5L,CFL2,ROCK2	63	56	0	156	748
Regulation of transcription from RNA polymerase II promoter	0.0	0.002015519500151164	0.0	0.0	1.0	1.0		E2F1,AP2B1,RUNX1,NR3C1,TAL1,CEBPB,SP1,STAT3,YY1,NFYA,CREB1,KLF4,ESR1,TFAP2A,ELK1,FOXA1,RARA,CBFB,MYC,STAT1,SOX2,AR,PPARG,TBP,NFKB1,MTF1,TLE1,BRCA1,NFATC1,GATA1,FOXO3,NFE2L2,CTNNB1,JUN,GATA4,TP53,SMAD4,ATF2,GATA3,RELA	63	40	0	168	360
Golgi vesicle transport	0.0	0.001511639625113373	0.0	0.0	1.0	1.0		COPA,RAB2B,GOLGA2,GOSR2,GOSR1,COPB2,SEC23A,SEC24A,SEC24B,SEC24D,BET1,GOLGA4,COPZ1,BET1L,GOLGA1,RAB1A,SAR1A,RAB1B,GOLGA3,YKT6,SAR1B,ARCN1,STX5,RAB2A,SEC24C,COPB1,GOLGA5,COPG,GOLGA6,SEC23B	63	30	0	158	405
Alpha-synuclein clearance	0.0	0.0011085357250831401	0.0	0.0	1.0	1.0		HSP90AA1,LRRK2,CHMP2B,TFEB,ALP,PRKN,GBA,PINK1,DJ1,ATP13A2,TFE3,SNCA,CTSD,SQSTM1,CTSB,HDAC6,HSPA8,TMEM175,NEDD4,BAG3,VCP,UCHL1	63	22	0	160	199
Endoplasmic reticulum stress	0.0	0.0007054318250529074	0.0	0.0	1.0	1.0		HERPUD1,JNK,PPP1R15A,ATF4,ERN1,HSPA5,CHOP,XBP1,IRE1,BCL2,BAX,ATF6,BIP,EIF2AK3	63	14	0	160	130
Synapse assembly	0.0	0.0022674594376700594	0.0	0.0	1.0	1.0		PSD93,MDGAs1,MDGAs2,SLIT1,NLGN4X,PVRL4,DSCAM,NRXN3,NLGN1,NEUREXIN3,NCAM2,NEUREXIN1,PVRL2,DLG4,SHANK3,LRRTM4,ROBO2,NRXN2,CASK,PSD95,NLGN4Y,NEUREXIN2,CADM1,NCAM1,DAG1,PVRL3,NLGN2,SLIT3,ROBO3,SYNPO,ROBO1,LRRTM3,ROBO4,SLIT2,NLGN3,NRXN1,CADM4,RAPGEF2,SHANK2,CADM2,PVRL1,LRRTM2,LRRTM1,CADM3,SHANK1	63	45	0	154	625
Wnt signaling pathway	0.0	0.002166683462662501	0.0	0.0	1.0	1.0		WNT5A,DVL3,LRP5,WNT7A,FZD1,WNT10B,WNT6,WNT16,WNT9A,WNT11,WNT7B,FZD3,FZD4,FZD5,FZD10,WNT10A,WNT3A,LEF1,DVL1,WNT1,WNT2B,APC,WNT8B,WNT8A,FZD2,TCF7,FZD9,WNT2,FZD8,GSK3B,WNT4,LRP6,TCF7L2,WNT5B,DVL2,WNT9B,CTNNB1,FZD6,FZD7,WNT3,AXIN1,TCF7L1,AXIN2	63	43	0	156	582
Mitochondrial electron transport, NADH to ubiquinone	0.0	0.0022170714501662803	0.0	0.0	1.0	1.0		NDUFA4,NDUFA8,MT-ND4,NDUFB4,NDUFA3,NDUFA12,MT-ND3,NDUFA13,NDUFA5,NDUFV1,NDUFA10,NDUFA1,NDUFS8,NDUFB9,NDUFS3,NDUFS5,NDUFA2,MT-ND4L,NDUFV2,MT-ND1,NDUFB3,NDUFB6,NDUFA7,NDUFB7,MT-ND5,NDUFB11,NDUFB8,NDUFA9,NDUFS7,MT-ND6,MT-ND2,NDUFB2,NDUFS4,NDUFB5,NDUFB10,NDUFV3,NDUFC2,NDUFS6,NDUFB1,NDUFA6,NDUFA11,NDUFS2,NDUFC1,NDUFS1	63	44	0	176	623
Insulin receptor signaling pathway	0.0	0.0013604756626020356	0.0	0.0	1.0	1.0		MAPK3,MTOR,PIK3CA,PIK3CB,IRS2,MAPK1,PDK1,FOXO4,SOS1,AKT3,RAF1,PPARGC1A,FOXO1,INSR,SLC2A4,IRS1,TCF7L2,SHC1,PIK3R1,RAS,SOS2,FOXO3,AKT2,GRB2,AKT1,PTEN,GAB1	63	27	0	158	249
Regulation of protein ubiquitination	0.0	0.003224831200241862	0.0	0.0	1.0	1.0		RNF19B,SOCS4,ITCH,UBE2D3,RNF4,CUL5,UBE2D1,UBR4,CUL3,UBE3C,FBXW7,SOCS6,STUB1,HERC1,UBE3A,RNF10,TRIM32,TRIM63,UBR1,TRIM72,CNOT4,KEAP1,CUL4B,RNF12,RNF6,HERC6,TRIM25,RNF19A,PARK2,UBR5,SOCS1,SOCS3,TRIM40,HERC2,UBE2D2,SKP2,TRIML2,CUL1,CUL2,UBR2,RNF2,CUL7,ITCHB,RNF13,UBR3,TRIM50,HERC3,RNF14,TRIM41,HERC4,UBE2D4,SOCS7,RNF7,HERC5,SOCS5,RNF8,SOCS2,RNF5,RNF11,UBE3B,TRIM71,CUL4A,FBXW8,BTRC	63	64	0	160	584
Microglial cell migration	0.0	0.0007558198125566865	0.0	0.0	1.0	1.0		CCR2,CSF1,ICAM1,PTGES,CXCL12,TREM2,CSF1R,TYROBP,ITGAM,EGFR,CCL2,P2RY12,MERTK,SIRT1,CX3CR1	63	15	0	158	201
MAPK signaling pathway	0.0	0.002569787362692734	0.0	0.0	1.0	1.0		MAPK3,MEK1,MAP4K2,DUSP1,DUSP7,DUSP8,BRAF,MAPK12,MAPKAPK2,RPS6KA2,RPS6KA3,HRAS,MAPK1,ERK2,MAP4K3,DUSP2,RPS6KA6,MAPK8,GADD45G,GADD45B,MAPKAPK3,MAP2K2,DUSP4,RPS6KA4,SOS1,RAF1,RSK1,RSK3,MAPK13,DUSP6,GADD45A,RPS6KA5,RPS6KA1,DUSP16,MAPK10,KRAS,DUSP10,SOS2,DUSP9,MAP2K1,MAP4K1,RSK4,MAPK14,MAPK15,MEK2,MAPK11,RSK2,NRAS,DUSP5,EGFR,ERK1	63	51	0	156	683
Endosomal sorting complex required for transport (ESCRT) pathway	0.0	0.0014612516376095938	0.0	0.0	1.0	1.0		VPS22,VPS36,CHMP4A,CHMP7,ALIX,PDCD6IP,TSG101,IST1,CHMP2B,CHMP4C,VPS4A,VPS37D,VPS37C,CHMP4B,LIP5,CHMP1B,CHMP6,CHMP1A,VPS23,CHMP3,VPS37A,VPS25,CHMP2A,VPS24,SNF8,VPS28,VPS37B,CHMP5,VPS4B	63	29	0	172	279
