term	go_id	go_depth
MHC Protein Complex (GO:0042611)	GO:0042611	6
MIB Complex (GO:0140275)	GO:0140275	8
MICOS Complex (GO:0061617)	GO:0061617	8
MLL1 Complex (GO:0071339)	GO:0071339	11
MLL1/2 Complex (GO:0044665)	GO:0044665	10
MLL3/4 Complex (GO:0044666)	GO:0044666	10
MOZ/MORF Histone Acetyltransferase Complex (GO:0070776)	GO:0070776	10
NADPH Oxidase Complex (GO:0043020)	GO:0043020	6
NMDA Selective Glutamate Receptor Complex (GO:0017146)	GO:0017146	8
NSL Complex (GO:0044545)	GO:0044545	10
NURF Complex (GO:0016589)	GO:0016589	10
NuA4 Histone Acetyltransferase Complex (GO:0035267)	GO:0035267	11
P Granule (GO:0043186)	GO:0043186	6
P-body (GO:0000932)	GO:0000932	6
PAR Polarity Complex (GO:0120157)	GO:0120157	8
PRC1 Complex (GO:0035102)	GO:0035102	6
PTW/PP1 Phosphatase Complex (GO:0072357)	GO:0072357	6
RISC Complex (GO:0016442)	GO:0016442	5
RISC-loading Complex (GO:0070578)	GO:0070578	6
RNA N6-methyladenosine Methyltransferase Complex (GO:0036396)	GO:0036396	5
RNA Polymerase I Complex (GO:0005736)	GO:0005736	9
RNA Polymerase II, Core Complex (GO:0005665)	GO:0005665	10
RNA Polymerase III Complex (GO:0005666)	GO:0005666	9
RSC-type Complex (GO:0016586)	GO:0016586	9
SAGA Complex (GO:0000124)	GO:0000124	10
SAGA-type Complex (GO:0070461)	GO:0070461	9
SAM Complex (GO:0001401)	GO:0001401	11
SCF Ubiquitin Ligase Complex (GO:0019005)	GO:0019005	6
SUMO Ligase Complex (GO:0106068)	GO:0106068	5
SWI/SNF Complex (GO:0016514)	GO:0016514	9
Set1C/COMPASS Complex (GO:0048188)	GO:0048188	10
Sin3 Complex (GO:0016580)	GO:0016580	11
Sin3-type Complex (GO:0070822)	GO:0070822	10
Smc5-Smc6 Complex (GO:0030915)	GO:0030915	8
Swr1 Complex (GO:0000812)	GO:0000812	10
T Cell Receptor Complex (GO:0042101)	GO:0042101	5
THO Complex Part Of Transcription Export Complex (GO:0000445)	GO:0000445	9
TIM22 Mitochondrial Import Inner Membrane Insertion Complex (GO:0042721)	GO:0042721	8
TIM23 Mitochondrial Import Inner Membrane Translocase Complex (GO:0005744)	GO:0005744	8
TORC2 Complex (GO:0031932)	GO:0031932	5
TRAPPII Protein Complex (GO:1990071)	GO:1990071	5
TRAPPIII Protein Complex (GO:1990072)	GO:1990072	6
U1 snRNP (GO:0005685)	GO:0005685	6
U12-type Spliceosomal Complex (GO:0005689)	GO:0005689	9
U2 snRNP (GO:0005686)	GO:0005686	6
U2-type Catalytic Step 1 Spliceosome (GO:0071006)	GO:0071006	10
U2-type Catalytic Step 2 Spliceosome (GO:0071007)	GO:0071007	10
U2-type Precatalytic Spliceosome (GO:0071005)	GO:0071005	10
U2-type Prespliceosome (GO:0071004)	GO:0071004	10
U2-type Spliceosomal Complex (GO:0005684)	GO:0005684	9
U4 snRNP (GO:0005687)	GO:0005687	6
U4/U6 X U5 tri-snRNP Complex (GO:0046540)	GO:0046540	7
U5 snRNP (GO:0005682)	GO:0005682	6
U6 snRNP (GO:0005688)	GO:0005688	6
U7 snRNP (GO:0005683)	GO:0005683	5
X Chromosome (GO:0000805)	GO:0000805	8
Acetylcholine-Gated Channel Complex (GO:0005892)	GO:0005892	7
Acrosomal Membrane (GO:0002080)	GO:0002080	6
Acrosomal Vesicle (GO:0001669)	GO:0001669	5
Actin Cytoskeleton (GO:0015629)	GO:0015629	7
Actin Filament (GO:0005884)	GO:0005884	8
Actin-Based Cell Projection (GO:0098858)	GO:0098858	5
Activin Receptor Complex (GO:0048179)	GO:0048179	5
Adherens Junction (GO:0005912)	GO:0005912	6
Aggresome (GO:0016235)	GO:0016235	5
Alpha-Beta T Cell Receptor Complex (GO:0042105)	GO:0042105	6
Alveolar Lamellar Body (GO:0097208)	GO:0097208	6
Amphisome (GO:0044753)	GO:0044753	7
Amphisome Membrane (GO:1904930)	GO:1904930	8
Anaphase-Promoting Complex (GO:0005680)	GO:0005680	6
Apical Dendrite (GO:0097440)	GO:0097440	7
Apical Junction Complex (GO:0043296)	GO:0043296	6
Apicolateral Plasma Membrane (GO:0016327)	GO:0016327	6
Astral Microtubule (GO:0000235)	GO:0000235	10
Astrocyte Projection (GO:0097449)	GO:0097449	6
Asymmetric Synapse (GO:0032279)	GO:0032279	6
Asymmetric, Glutamatergic, Excitatory Synapse (GO:0098985)	GO:0098985	7
Autolysosome (GO:0044754)	GO:0044754	9
Autophagosome (GO:0005776)	GO:0005776	6
Autophagosome Membrane (GO:0000421)	GO:0000421	7
Axon (GO:0030424)	GO:0030424	6
Axonal Growth Cone (GO:0044295)	GO:0044295	5
Azurophil Granule (GO:0042582)	GO:0042582	9
Azurophil Granule Lumen (GO:0035578)	GO:0035578	7
Azurophil Granule Membrane (GO:0035577)	GO:0035577	9
bBAF Complex (GO:0140092)	GO:0140092	9
Basement Membrane (GO:0005604)	GO:0005604	7
Basolateral Plasma Membrane (GO:0016323)	GO:0016323	5
beta-catenin-TCF Complex (GO:1990907)	GO:1990907	5
Bicellular Tight Junction (GO:0005923)	GO:0005923	7
Bounding Membrane Of Organelle (GO:0098588)	GO:0098588	5
Box C/D RNP Complex (GO:0031428)	GO:0031428	5
Brahma Complex (GO:0035060)	GO:0035060	9
Brush Border Membrane (GO:0031526)	GO:0031526	5
Calcium Channel Complex (GO:0034704)	GO:0034704	8
Catenin Complex (GO:0016342)	GO:0016342	6
Cation Channel Complex (GO:0034703)	GO:0034703	7
Cation-Transporting ATPase Complex (GO:0090533)	GO:0090533	7
Caveola (GO:0005901)	GO:0005901	7
Cell Projection Membrane (GO:0031253)	GO:0031253	6
Cell-Cell Contact Zone (GO:0044291)	GO:0044291	6
Cell-Cell Junction (GO:0005911)	GO:0005911	5
Cell-Substrate Junction (GO:0030055)	GO:0030055	5
Chitosome (GO:0045009)	GO:0045009	6
Chloride Channel Complex (GO:0034707)	GO:0034707	7
Chromatoid Body (GO:0033391)	GO:0033391	6
Chromocenter (GO:0010369)	GO:0010369	6
Chromosome (GO:0005694)	GO:0005694	6
Chylomicron (GO:0042627)	GO:0042627	6
Ciliary Membrane (GO:0060170)	GO:0060170	6
Cilium (GO:0005929)	GO:0005929	5
cis-Golgi Network (GO:0005801)	GO:0005801	6
cis-Golgi Network Membrane (GO:0033106)	GO:0033106	7
Clathrin Adaptor Complex (GO:0030131)	GO:0030131	7
Clathrin Coat (GO:0030118)	GO:0030118	6
Clathrin Coat Of Coated Pit (GO:0030132)	GO:0030132	5
Clathrin Coat Of Endocytic Vesicle (GO:0030128)	GO:0030128	8
Clathrin Coat Of trans-Golgi Network Vesicle (GO:0030130)	GO:0030130	6
Clathrin Vesicle Coat (GO:0030125)	GO:0030125	7
Clathrin-Coated Endocytic Vesicle (GO:0045334)	GO:0045334	8
Clathrin-Coated Endocytic Vesicle Membrane (GO:0030669)	GO:0030669	9
Clathrin-Coated Vesicle (GO:0030136)	GO:0030136	7
Clathrin-Coated Vesicle Membrane (GO:0030665)	GO:0030665	8
Clathrin-Sculpted Gamma-Aminobutyric Acid Transport Vesicle (GO:0061200)	GO:0061200	9
Clathrin-Sculpted Gamma-Aminobutyric Acid Transport Vesicle Membrane (GO:0061202)	GO:0061202	9
Coated Vesicle (GO:0030135)	GO:0030135	6
Coated Vesicle Membrane (GO:0030662)	GO:0030662	7
Collagen-Containing Extracellular Matrix (GO:0062023)	GO:0062023	6
Condensed Chromosome (GO:0000793)	GO:0000793	7
Condensed Chromosome, Centromeric Region (GO:0000779)	GO:0000779	9
Condensed Nuclear Chromosome (GO:0000794)	GO:0000794	8
Connexin Complex (GO:0005922)	GO:0005922	7
Core Mediator Complex (GO:0070847)	GO:0070847	5
Cornified Envelope (GO:0001533)	GO:0001533	5
Cortical Actin Cytoskeleton (GO:0030864)	GO:0030864	8
Cortical Cytoskeleton (GO:0030863)	GO:0030863	7
Cortical Endoplasmic Reticulum (GO:0032541)	GO:0032541	6
Cortical Granule (GO:0060473)	GO:0060473	5
cullin-RING Ubiquitin Ligase Complex (GO:0031461)	GO:0031461	5
Cyclin-Dependent Protein Kinase Holoenzyme Complex (GO:0000307)	GO:0000307	8
cyclin/CDK Positive Transcription Elongation Factor Complex (GO:0008024)	GO:0008024	10
Cytolytic Granule (GO:0044194)	GO:0044194	8
Cytoplasmic Dynein Complex (GO:0005868)	GO:0005868	10
Cytoplasmic Side Of Endoplasmic Reticulum Membrane (GO:0098554)	GO:0098554	6
Cytoplasmic Side Of Endosome Membrane (GO:0010009)	GO:0010009	6
Cytoplasmic Side Of Lysosomal Membrane (GO:0098574)	GO:0098574	9
Cytoplasmic Side Of Plasma Membrane (GO:0009898)	GO:0009898	5
Cytoplasmic Stress Granule (GO:0010494)	GO:0010494	6
Cytoplasmic Vesicle Lumen (GO:0060205)	GO:0060205	6
Cytoplasmic Vesicle Membrane (GO:0030659)	GO:0030659	6
Cytoskeleton (GO:0005856)	GO:0005856	6
Cytoskeleton Of Presynaptic Active Zone (GO:0048788)	GO:0048788	8
Cytosolic Large Ribosomal Subunit (GO:0022625)	GO:0022625	9
Cytosolic Small Ribosomal Subunit (GO:0022627)	GO:0022627	9
Death-Inducing Signaling Complex (GO:0031264)	GO:0031264	6
Dendrite (GO:0030425)	GO:0030425	6
Dendrite Cytoplasm (GO:0032839)	GO:0032839	7
Dendrite Membrane (GO:0032590)	GO:0032590	7
Dendritic Spine Membrane (GO:0032591)	GO:0032591	8
Dense Core Granule (GO:0031045)	GO:0031045	5
Desmosome (GO:0030057)	GO:0030057	6
Dihydrolipoyl Dehydrogenase Complex (GO:0045240)	GO:0045240	6
Dystroglycan Complex (GO:0016011)	GO:0016011	5
Early Endosome (GO:0005769)	GO:0005769	5
Early Endosome Membrane (GO:0031901)	GO:0031901	6
Early Phagosome (GO:0032009)	GO:0032009	8
Endocytic Vesicle (GO:0030139)	GO:0030139	6
Endocytic Vesicle Lumen (GO:0071682)	GO:0071682	7
Endocytic Vesicle Membrane (GO:0030666)	GO:0030666	7
Endolysosome (GO:0036019)	GO:0036019	8
Endolysosome Membrane (GO:0036020)	GO:0036020	9
Endopeptidase Complex (GO:1905369)	GO:1905369	5
Endoplasmic Reticulum Lumen (GO:0005788)	GO:0005788	6
Endoplasmic Reticulum Membrane (GO:0005789)	GO:0005789	5
Endoplasmic Reticulum Tubular Network (GO:0071782)	GO:0071782	7
Endoplasmic reticulum-Golgi Intermediate Compartment Membrane (GO:0033116)	GO:0033116	6
Endoribonuclease Complex (GO:1902555)	GO:1902555	5
Endosome Lumen (GO:0031904)	GO:0031904	5
Endosome Membrane (GO:0010008)	GO:0010008	5
Euchromatin (GO:0000791)	GO:0000791	8
Excitatory Synapse (GO:0060076)	GO:0060076	5
Exocytic Vesicle (GO:0070382)	GO:0070382	5
Exocytic Vesicle Membrane (GO:0099501)	GO:0099501	6
External Side Of Apical Plasma Membrane (GO:0098591)	GO:0098591	6
Extracellular Membrane-Bounded Organelle (GO:0065010)	GO:0065010	5
Extracellular Vesicle (GO:1903561)	GO:1903561	6
Extrinsic Component Of Cytoplasmic Side Of Plasma Membrane (GO:0031234)	GO:0031234	6
Extrinsic Component Of Endoplasmic Reticulum Membrane (GO:0042406)	GO:0042406	6
Extrinsic Component Of Endosome Membrane (GO:0031313)	GO:0031313	6
Ficolin-1-Rich Granule (GO:0101002)	GO:0101002	5
Ficolin-1-Rich Granule Lumen (GO:1904813)	GO:1904813	6
Ficolin-1-Rich Granule Membrane (GO:0101003)	GO:0101003	6
Filopodium (GO:0030175)	GO:0030175	6
Filopodium Membrane (GO:0031527)	GO:0031527	7
Flotillin Complex (GO:0016600)	GO:0016600	8
Focal Adhesion (GO:0005925)	GO:0005925	6
Gamma-Delta T Cell Receptor Complex (GO:0042106)	GO:0042106	6
Gap Junction (GO:0005921)	GO:0005921	6
Germ Plasm (GO:0060293)	GO:0060293	6
Glial Cell Projection (GO:0097386)	GO:0097386	5
Glutamatergic Synapse (GO:0098978)	GO:0098978	5
Hemidesmosome (GO:0030056)	GO:0030056	6
Heterochromatin (GO:0000792)	GO:0000792	8
Heterotrimeric G-protein Complex (GO:0005834)	GO:0005834	7
High-Density Lipoprotein Particle (GO:0034364)	GO:0034364	6
Histone Acetyltransferase Complex (GO:0000123)	GO:0000123	8
Inhibitory Synapse (GO:0060077)	GO:0060077	5
Insulin-Responsive Compartment (GO:0032593)	GO:0032593	5
Intercalated Disc (GO:0014704)	GO:0014704	7
Intermediate Filament (GO:0005882)	GO:0005882	8
Intermediate Filament Cytoskeleton (GO:0045111)	GO:0045111	7
Intracellular Cyclic Nucleotide Activated Cation Channel Complex (GO:0017071)	GO:0017071	8
Intracellular Membrane-Bounded Organelle (GO:0043231)	GO:0043231	5
Intracellular Non-Membrane-Bounded Organelle (GO:0043232)	GO:0043232	5
Intracellular Organelle Lumen (GO:0070013)	GO:0070013	5
Intracellular Vesicle (GO:0097708)	GO:0097708	6
Ionotropic Glutamate Receptor Complex (GO:0008328)	GO:0008328	7
Junctional Sarcoplasmic Reticulum Membrane (GO:0014701)	GO:0014701	7
Keratin Filament (GO:0045095)	GO:0045095	9
Kinetochore Microtubule (GO:0005828)	GO:0005828	10
Lamellar Body (GO:0042599)	GO:0042599	5
Large Ribosomal Subunit (GO:0015934)	GO:0015934	8
Late Endosome (GO:0005770)	GO:0005770	5
Late Endosome Lumen (GO:0031906)	GO:0031906	6
Late Endosome Membrane (GO:0031902)	GO:0031902	6
Lipid Droplet (GO:0005811)	GO:0005811	6
Low-Density Lipoprotein Particle (GO:0034362)	GO:0034362	6
Lumenal Side Of Endoplasmic Reticulum Membrane (GO:0098553)	GO:0098553	6
Lysosomal Lumen (GO:0043202)	GO:0043202	8
Lysosomal Membrane (GO:0005765)	GO:0005765	8
Lysosome (GO:0005764)	GO:0005764	7
Lytic Vacuole (GO:0000323)	GO:0000323	6
Lytic Vacuole Membrane (GO:0098852)	GO:0098852	7
mRNA Cleavage And Polyadenylation Specificity Factor Complex (GO:0005847)	GO:0005847	9
Macropinosome (GO:0044354)	GO:0044354	6
Melanosome (GO:0042470)	GO:0042470	7
Melanosome Membrane (GO:0033162)	GO:0033162	8
Membrane Attack Complex (GO:0005579)	GO:0005579	6
Membrane Raft (GO:0045121)	GO:0045121	5
Microbody Lumen (GO:0031907)	GO:0031907	6
Microbody Membrane (GO:0031903)	GO:0031903	6
Microfibril (GO:0001527)	GO:0001527	6
Microtubule (GO:0005874)	GO:0005874	8
Microtubule Cytoskeleton (GO:0015630)	GO:0015630	7
Microvillus (GO:0005902)	GO:0005902	6
Microvillus Membrane (GO:0031528)	GO:0031528	7
Mitochondrial Alpha-Ketoglutarate Dehydrogenase Complex (GO:0005947)	GO:0005947	8
Mitochondrial Envelope (GO:0005740)	GO:0005740	6
Mitochondrial Inner Membrane (GO:0005743)	GO:0005743	6
Mitochondrial Intermembrane Space (GO:0005758)	GO:0005758	7
Mitochondrial Matrix (GO:0005759)	GO:0005759	6
Mitochondrial Membrane (GO:0031966)	GO:0031966	7
Mitochondrial Outer Membrane (GO:0005741)	GO:0005741	8
Mitochondrial Outer Membrane Translocase Complex (GO:0005742)	GO:0005742	10
Mitochondrial Proton-Transporting ATP Synthase Complex (GO:0005753)	GO:0005753	7
Mitochondrial Proton-Transporting ATP Synthase Complex, Coupling Factor F(o) (GO:0000276)	GO:0000276	8
Mitochondrial Respiratory Chain Complex I (GO:0005747)	GO:0005747	8
Mitochondrial Respiratory Chain Complex III (GO:0005750)	GO:0005750	8
Mitochondrial Respiratory Chain Complex IV (GO:0005751)	GO:0005751	8
Mitochondrial Ribosome (GO:0005761)	GO:0005761	8
Mitotic Spindle (GO:0072686)	GO:0072686	9
Mitotic Spindle Microtubule (GO:1990498)	GO:1990498	10
Monoatomic Ion Channel Complex (GO:0034702)	GO:0034702	6
Motile Cilium (GO:0031514)	GO:0031514	6
Multimeric Ribonuclease P Complex (GO:0030681)	GO:0030681	7
Multivesicular Body (GO:0005771)	GO:0005771	6
Multivesicular Body Lumen (GO:0097486)	GO:0097486	7
Multivesicular Body Membrane (GO:0032585)	GO:0032585	7
Multivesicular Body, Internal Vesicle (GO:0097487)	GO:0097487	7
Muscle Myosin Complex (GO:0005859)	GO:0005859	10
Myofibril (GO:0030016)	GO:0030016	6
Myosin Filament (GO:0032982)	GO:0032982	6
nBAF Complex (GO:0071565)	GO:0071565	9
Neuromuscular Junction (GO:0031594)	GO:0031594	5
Neuron Projection (GO:0043005)	GO:0043005	5
Neuron Projection Cytoplasm (GO:0120111)	GO:0120111	7
Neuron To Neuron Synapse (GO:0098984)	GO:0098984	5
Neuronal Dense Core Vesicle (GO:0098992)	GO:0098992	6
Neurotransmitter Receptor Complex (GO:0098878)	GO:0098878	5
Non-Motile Cilium (GO:0097730)	GO:0097730	6
npBAF Complex (GO:0071564)	GO:0071564	9
Nuclear Chromosome (GO:0000228)	GO:0000228	7
Nuclear Envelope Lumen (GO:0005641)	GO:0005641	8
Nuclear Inclusion Body (GO:0042405)	GO:0042405	7
Nuclear Inner Membrane (GO:0005637)	GO:0005637	6
Nuclear Lumen (GO:0031981)	GO:0031981	7
Nuclear Membrane (GO:0031965)	GO:0031965	8
Nuclear Outer Membrane (GO:0005640)	GO:0005640	9
Nuclear Stress Granule (GO:0097165)	GO:0097165	7
Nucleolar Exosome (RNase Complex) (GO:0101019)	GO:0101019	6
Nucleolus (GO:0005730)	GO:0005730	8
Nucleus (GO:0005634)	GO:0005634	6
Organelle Envelope Lumen (GO:0031970)	GO:0031970	5
Organelle Inner Membrane (GO:0019866)	GO:0019866	5
Organelle Outer Membrane (GO:0031968)	GO:0031968	5
Outer Dynein Arm (GO:0036157)	GO:0036157	9
Pericentric Heterochromatin (GO:0005721)	GO:0005721	9
Perineuronal Net (GO:0072534)	GO:0072534	8
Perisynaptic Extracellular Matrix (GO:0098966)	GO:0098966	7
Peroxisomal Matrix (GO:0005782)	GO:0005782	7
Peroxisomal Membrane (GO:0005778)	GO:0005778	7
Peroxisome (GO:0005777)	GO:0005777	6
Phagocytic Vesicle (GO:0045335)	GO:0045335	7
Phagocytic Vesicle Membrane (GO:0030670)	GO:0030670	8
Phosphatidylinositol 3-Kinase Complex, Class I (GO:0097651)	GO:0097651	6
Phosphatidylinositol 3-Kinase Complex, Class IA (GO:0005943)	GO:0005943	7
Phosphatidylinositol 3-Kinase Complex, Class III (GO:0035032)	GO:0035032	6
Pi-Body (GO:0071546)	GO:0071546	7
Pigment Granule (GO:0048770)	GO:0048770	6
Pigment Granule Membrane (GO:0090741)	GO:0090741	7
Pinosome (GO:0044352)	GO:0044352	5
Plasma Membrane Raft (GO:0044853)	GO:0044853	6
Platelet Alpha Granule (GO:0031091)	GO:0031091	5
Platelet Alpha Granule Lumen (GO:0031093)	GO:0031093	6
Platelet Alpha Granule Membrane (GO:0031092)	GO:0031092	6
Platelet Dense Granule (GO:0042827)	GO:0042827	5
Platelet Dense Granule Lumen (GO:0031089)	GO:0031089	6
Platelet Dense Granule Membrane (GO:0031088)	GO:0031088	6
Platelet Dense Tubular Network (GO:0031094)	GO:0031094	6
Platelet Dense Tubular Network Membrane (GO:0031095)	GO:0031095	7
Podosome (GO:0002102)	GO:0002102	8
Polymeric Cytoskeletal Fiber (GO:0099513)	GO:0099513	7
Polysomal Ribosome (GO:0042788)	GO:0042788	7
post-mRNA Release Spliceosomal Complex (GO:0071014)	GO:0071014	9
Postsynaptic Density (GO:0014069)	GO:0014069	7
Postsynaptic Density Membrane (GO:0098839)	GO:0098839	8
Postsynaptic Recycling Endosome (GO:0098837)	GO:0098837	6
Postsynaptic Specialization Membrane (GO:0099634)	GO:0099634	7
Potassium Channel Complex (GO:0034705)	GO:0034705	8
Precatalytic Spliceosome (GO:0071011)	GO:0071011	9
Preribosome, Large Subunit Precursor (GO:0030687)	GO:0030687	5
Preribosome, Small Subunit Precursor (GO:0030688)	GO:0030688	5
Prespliceosome (GO:0071010)	GO:0071010	9
Primary Lysosome (GO:0005766)	GO:0005766	8
Protein Kinase Complex (GO:1902911)	GO:1902911	6
Protein Phosphatase 4 Complex (GO:0030289)	GO:0030289	6
Protein Phosphatase Type 2A Complex (GO:0000159)	GO:0000159	6
Protein Serine/Threonine Phosphatase Complex (GO:0008287)	GO:0008287	5
Proton-Transporting ATP Synthase Complex (GO:0045259)	GO:0045259	6
Proton-Transporting V-type ATPase Complex (GO:0033176)	GO:0033176	6
Proton-Transporting V-type ATPase, V0 Domain (GO:0033179)	GO:0033179	7
Proton-Transporting V-type ATPase, V1 Domain (GO:0033180)	GO:0033180	7
Pseudopodium (GO:0031143)	GO:0031143	5
Recycling Endosome (GO:0055037)	GO:0055037	5
Recycling Endosome Membrane (GO:0055038)	GO:0055038	6
Respiratory Chain Complex I (GO:0045271)	GO:0045271	6
Respiratory Chain Complex III (GO:0045275)	GO:0045275	5
Respiratory Chain Complex IV (GO:0045277)	GO:0045277	5
Ribonuclease MRP Complex (GO:0000172)	GO:0000172	5
Ribosome (GO:0005840)	GO:0005840	6
Rough Endoplasmic Reticulum (GO:0005791)	GO:0005791	6
Rough Endoplasmic Reticulum Membrane (GO:0030867)	GO:0030867	6
Sarcoglycan Complex (GO:0016012)	GO:0016012	6
Sarcolemma (GO:0042383)	GO:0042383	5
Sarcoplasmic Reticulum (GO:0016529)	GO:0016529	6
Sarcoplasmic Reticulum Membrane (GO:0033017)	GO:0033017	6
Secondary Lysosome (GO:0005767)	GO:0005767	8
Secretory Granule Lumen (GO:0034774)	GO:0034774	5
Secretory Granule Membrane (GO:0030667)	GO:0030667	5
Secretory Vesicle (GO:0099503)	GO:0099503	6
Septin Cytoskeleton (GO:0032156)	GO:0032156	7
Septin Ring (GO:0005940)	GO:0005940	7
Serine C-palmitoyltransferase Complex (GO:0017059)	GO:0017059	7
Serine Protease Inhibitor Complex (GO:0097180)	GO:0097180	5
Serine-Type Endopeptidase Complex (GO:1905370)	GO:1905370	6
Serine-Type Peptidase Complex (GO:1905286)	GO:1905286	5
Serine/Threonine Protein Kinase Complex (GO:1902554)	GO:1902554	7
Sex Chromosome (GO:0000803)	GO:0000803	7
Shelterin Complex (GO:0070187)	GO:0070187	6
Signal Recognition Particle, Endoplasmic Reticulum Targeting (GO:0005786)	GO:0005786	6
Small Ribosomal Subunit (GO:0015935)	GO:0015935	8
Small-Subunit Processome (GO:0032040)	GO:0032040	5
Smooth Endoplasmic Reticulum (GO:0005790)	GO:0005790	6
Sodium Channel Complex (GO:0034706)	GO:0034706	8
Sodium:Potassium-Exchanging ATPase Complex (GO:0005890)	GO:0005890	8
Specific Granule (GO:0042581)	GO:0042581	5
Specific Granule Lumen (GO:0035580)	GO:0035580	6
Specific Granule Membrane (GO:0035579)	GO:0035579	6
Spectrin-Associated Cytoskeleton (GO:0014731)	GO:0014731	7
Sperm Flagellum (GO:0036126)	GO:0036126	8
Spherical High-Density Lipoprotein Particle (GO:0034366)	GO:0034366	7
Spindle (GO:0005819)	GO:0005819	8
Spindle Microtubule (GO:0005876)	GO:0005876	9
Spliceosomal snRNP Complex (GO:0097525)	GO:0097525	5
Spliceosomal tri-snRNP Complex (GO:0097526)	GO:0097526	6
Supramolecular Fiber (GO:0099512)	GO:0099512	5
Symmetric Synapse (GO:0032280)	GO:0032280	6
Synaptic Membrane (GO:0097060)	GO:0097060	5
Synaptic Vesicle Membrane (GO:0030672)	GO:0030672	7
tRNA Methyltransferase Complex (GO:0043527)	GO:0043527	5
Tertiary Granule (GO:0070820)	GO:0070820	5
Tertiary Granule Lumen (GO:1904724)	GO:1904724	6
Tertiary Granule Membrane (GO:0070821)	GO:0070821	6
Tight Junction (GO:0070160)	GO:0070160	6
trans-Golgi Network (GO:0005802)	GO:0005802	7
trans-Golgi Network Membrane (GO:0032588)	GO:0032588	8
trans-Golgi Network Transport Vesicle (GO:0030140)	GO:0030140	7
Transcription Factor TFIID Complex (GO:0005669)	GO:0005669	10
Transcription Factor TFIIH Core Complex (GO:0000439)	GO:0000439	5
Transcription Factor TFIIH Holo Complex (GO:0005675)	GO:0005675	10
Transcription Factor TFIIIC Complex (GO:0000127)	GO:0000127	5
Transcription Factor TFTC Complex (GO:0033276)	GO:0033276	10
Transferase Complex, Transferring Phosphorus-Containing Groups (GO:0061695)	GO:0061695	5
